Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor) (Low),Meeting Friends/Family (Indoor) (Moderate),Meeting Friends/Family (Indoor) (High),Meeting Friends/Family (Outdoor) (Low),Meeting Friends/Family (Outdoor) (Moderate),Meeting Friends/Family (Outdoor) (High),Domestic Travel (Low),Domestic Travel (Moderate),Domestic Travel (High),International Travel (Low),International Travel (Moderate),International Travel (High),Cafes and Restaurants (Low),Cafes and Restaurants (Moderate),Cafes and Restaurants (High),Pubs and Bars (Low),Pubs and Bars (Moderate),Pubs and Bars (High),Sports and Leisure (Low),Sports and Leisure (Moderate),Sports and Leisure (High),School Closure,Non-Essential Shops,Hospitals/ Care and Nursing Home Visits (Low),Hospitals/ Care and Nursing Home Visits (Moderate),Hospitals/ Care and Nursing Home Visits (High),Temperature,Humidity,Rt
12,66,15436,6.0,1457.0,3079.0,133835.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,15,14,18,12,12,15.46,83.42,1.0145411630350087
12,64,15500,7.0,1464.0,3100.0,136935.0,18,12,0,18,12,0,18,12,0,18,12,0,18,12,12,18,12,12,18,12,12,15,14,18,12,12,15.94,83.6,1.0145411630350087
12,67,15567,6.0,1470.0,3012.0,139947.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,15,15,19,12,12,15.44,84.23,1.0281068254459649
12,71,15638,8.0,1478.0,1923.0,141870.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,15,15,19,12,12,16.39,84.65,1.0510232319343085
12,69,15707,1.0,1479.0,2271.0,144141.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,15,15,19,12,12,15.69,90.27,1.0510232319343085
12,89,15796,0.0,1479.0,2773.0,146914.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,16,15,19,12,12,14.4,99.75,1.2302074347405612
12,83,15879,4.0,1483.0,967.0,147881.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,16,15,19,12,12,14.19,90.29,1.2302074347405612
12,87,15966,3.0,1486.0,3603.0,151484.0,19,12,0,19,12,0,19,12,0,19,12,0,19,12,12,19,12,12,19,12,12,16,15,19,12,12,15.9,85.62,1.2302074347405612
12,63,16029,5.0,1491.0,2722.0,154206.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,15,16,16,20,15,15,14.85,88.19,1.2302074347405612
12,91,16120,2.0,1493.0,3245.0,160204.0,20,15,0,20,15,0,20,15,0,20,15,0,20,15,15,20,15,15,20,15,0,16,16,20,15,0,16.35,73.17,1.2302074347405612
