Name,US $ TO AUSTRALIAN $ (WMR) - EXCHANGE RATE,CANADIAN $ TO US $ (WMR) - EXCHANGE RATE,SWISS FRANC TO US $ (WMR) - EXCHANGE RATE,DANISH KRONE TO US $ (WMR) - EXCHANGE RATE,US $ TO ECU/EURO (WMR) - EXCHANGE RATE,US $ TO UK £ (WMR) - EXCHANGE RATE,JAPANESE YEN TO US $ (WMR) - EXCHANGE RATE,NORWEGIAN KRONE TO US $ (WMR) - EXCHANGE RATE,US $ TO NEW ZEALAND $ (WMR) - EXCHANGE RATE,SWEDISH KRONA TO US $ (WMR) - EXCHANGE RATE,BRAZILIAN REAL TO US $ (WMR) - EXCHANGE RATE,CZECH KORUNA TO US $ (WMR) - EXCHANGE RATE,HUNGARIAN FORINT TO US $ (WMR) - EXCHANGE RATE,SOUTH KOREAN WON TO US $ (WMR) - EXCHANGE RATE,MEXICAN PESO TO US $ (WMR) - EXCHANGE RATE,POLISH ZLOTY TO US $ (WMR) - EXCHANGE RATE,SINGAPORE $ TO US $ (WMR) - EXCHANGE RATE,NEW TURKISH LIRA TO US $ (WMR) - EXCHANGE RATE,TAIWAN NEW $ TO US $ (WMR) - EXCHANGE RATE,SOUTH AFRICA RAND TO US $ (WMR) - EXCHANGE RATE,CHILEAN PESO TO US $ (WMR) - EXCHANGE RATE,CHINESE YUAN TO US $ (WMR) - EXCHANGE RATE,HONG KONG $ TO US $ (WMR) - EXCHANGE RATE,INDONESIAN RUPIAH TO US $ (WMR) - EXCHANGE RATE,ISRAELI SHEKEL TO US $ (WMR) - EXCHANGE RATE,INDIAN RUPEE TO US $ (WMR) - EXCHANGE RATE,MALAYSIAN RINGGIT TO US $ (WMR) - EXCHANGE RATE,PHILIPPINE PESO TO US $ (WMR) - EXCHANGE RATE,RUSSIAN ROUBLE TO US $ (WMR) - EXCHANGE RATE,THAI BAHT TO US $ (WMR) - EXCHANGE RATE,KUWAITI DINAR TO US $ (WMR) - EXCHANGE RATE,SAUDI RIYAL TO US $ (WMR) - EXCHANGE RATE,UAE DIRHAM TO US $ (WMR) - EXCHANGE RATE
05/03/2001,0.522,1.5466,1.6537,8.036,0.929,1.4688,119.095,8.8612,0.4328,9.733,2.0235,37.52399,286.7148,1274,9.637,3.9945,1.7565,0.92,32.3645,7.7575,587.85,8.2777,7.8,9860,4.123,46.5388,3.8,47.975,28.67499,43.53499,0.3065,3.7504,3.673
06/03/2001,0.5181,1.5403,1.6525,8.0222,0.9304,1.46725,118.895,8.8264,0.4311,9.701,2.0205,37.40599,286.1599,1265.15,9.639,3.9675,1.755,0.92,32.358,7.8828,587.95,8.2778,7.8,9880,4.118,46.495,3.8,47.65,28.668,43.41499,0.3064,3.7504,3.673
07/03/2001,0.5109,1.5506,1.6589,8.0505,0.9273,1.46135,119.75,8.8613,0.4252,9.743,2.048,37.53899,287.1348,1274.25,9.661,3.9625,1.7585,0.92,32.367,7.8875,586.95,8.2773,7.7999,9875,4.127,46.53,3.8,47.95,28.67799,43.66499,0.3066,3.7504,3.673
08/03/2001,0.5107,1.549,1.654,8.0095,0.9319,1.4683,119.675,8.8011,0.4222,9.707,2.036,37.20499,285.6299,1269.5,9.641,3.9725,1.7572,0.92,32.3825,7.7215,589.8,8.277,7.7999,9925,4.125,46.525,3.8,47.9,28.681,43.52499,0.3065,3.7504,3.673
09/03/2001,0.5097,1.549,1.6562,8.0101,0.9319,1.4678,119.65,8.8002,0.4211,9.741,2.0545,37.19199,285.6548,1268.95,9.672,3.9675,1.7562,0.8975,32.406,7.7525,592.75,8.2774,7.7999,10155,4.125,46.5385,3.8,48.05,28.67,43.56499,0.3065,3.7504,3.673
12/03/2001,0.5099,1.5509,1.6574,8.0353,0.9292,1.46605,120.51,8.8386,0.4193,9.837,2.0615,37.30299,286.5498,1279,9.67,3.996,1.7608,0.9425,32.478,7.7699,595.15,8.2784,7.7998,10500,4.133,46.565,3.8,47.95,28.67999,43.72499,0.3066,3.7504,3.673
13/03/2001,0.5024,1.5478,1.6796,8.1345,0.9173,1.45255,120.095,8.9531,0.4177,9.993,2.0545,37.66699,290.365,1275,9.64,4.0675,1.7603,0.963,32.5115,7.805,588.75,8.2783,7.7999,10287.5,4.133,46.645,3.8,48.15,28.674,43.55499,0.3069,3.7504,3.673
14/03/2001,0.4993,1.5515,1.6879,8.1893,0.9117,1.44835,120.895,8.9788,0.4164,10.0235,2.073,37.91399,292.22,1277,9.5685,4.0675,1.766,0.995,32.5245,7.865,586.15,8.2778,7.7998,10160,4.144,46.655,3.8,48.2,28.67999,43.7,0.3072,3.7504,3.6729
15/03/2001,0.4941,1.5581,1.6971,8.2355,0.9066,1.444,121.8,9.045,0.4119,10.061,2.097,38.07999,293.9099,1285,9.593,4.0825,1.7696,1.025,32.562,7.8178,586.25,8.2776,7.8001,10000,4.17,46.637,3.8,48.45,28.67599,43.92,0.3076,3.7505,3.673
16/03/2001,0.4936,1.5682,1.712,8.325,0.8967,1.42985,122.875,9.1007,0.4138,10.207,2.136,38.57399,296.9749,1293.5,9.645,4.1495,1.7773,1.005,32.6905,7.935,592.35,8.2771,7.8001,10315,4.183,46.665,3.8,48.525,28.67599,44.00499,0.3081,3.7505,3.6729
19/03/2001,0.4992,1.5683,1.7073,8.3133,0.898,1.42605,122.165,9.0477,0.4185,10.2049,2.1765,38.46899,296.7048,1295.5,9.566,4.138,1.7677,0.999,32.7815,8.0022,590.55,8.2772,7.7993,10428,4.175,46.695,3.8,48.48,28.644,43.795,0.3081,3.7504,3.673
20/03/2001,0.4991,1.5618,1.6994,8.267,0.9029,1.4284,122.585,9.0009,0.4171,10.147,2.101,38.278,295.0649,1296.05,9.532,4.084,1.7757,0.98,32.7785,7.9798,586.05,8.2772,7.7994,10415,4.195,46.6975,3.8,48.45,28.646,44.06499,0.3082,3.7504,3.673
21/03/2001,0.4936,1.5738,1.708,8.3183,0.8975,1.42925,123.235,9.055,0.4146,10.237,2.103,38.48399,296.9399,1309,9.515,4.1205,1.7845,0.98,32.7745,7.9886,586.05,8.2771,7.7993,10435,4.205,46.69,3.8,48.45,28.74199,44.25499,0.3081,3.7504,3.673
22/03/2001,0.4928,1.5718,1.7307,8.4471,0.8837,1.4193,124.25,9.1629,0.4134,10.4705,2.1445,38.84399,301.6599,1322.5,9.567,4.1625,1.7895,0.982,32.8685,8.039,591.25,8.2768,7.7991,10395,4.223,46.69,3.8,49.025,28.77399,44.44499,0.3083,3.7503,3.673
23/03/2001,0.4961,1.5677,1.7147,8.3588,0.8931,1.4294,122.69,9.0655,0.4167,10.269,2.175,38.573,298.375,1309,9.6435,4.1225,1.7845,0.9825,32.775,7.9761,595.85,8.2773,7.7998,10385,4.207,46.665,3.8,49.125,28.77199,44.19499,0.3081,3.7504,3.673
26/03/2001,0.4995,1.5566,1.7137,8.3378,0.8955,1.4335,123.155,9.0491,0.4138,10.213,2.1365,38.17099,297.7,1310.65,9.531,4.105,1.793,0.9845,32.6885,7.9538,589.35,8.2771,7.8,10400,4.179,46.6585,3.8,49.125,28.767,44.32999,0.308,3.7503,3.673
27/03/2001,0.4986,1.5651,1.7076,8.3096,0.8982,1.43705,123.145,9.0315,0.4122,10.1815,2.1265,38.25,297.99,1311,9.506,4.1,1.793,0.9915,32.6725,7.9574,590.95,8.2773,7.8001,10425,4.197,46.6275,3.8,49.175,28.77599,44.45499,0.3079,3.7503,3.673
28/03/2001,0.4939,1.5718,1.7219,8.3968,0.8892,1.4346,121.815,9.0873,0.4097,10.321,2.1205,38.62849,299.8098,1301,9.55,4.095,1.7959,1.003,32.653,7.9971,591.25,8.2777,7.7996,10390,4.213,46.6195,3.8,49.25,28.78099,44.47499,0.308,3.7505,3.673
29/03/2001,0.4919,1.5712,1.73,8.4631,0.882,1.4362,123.01,9.1304,0.4082,10.415,2.1415,39.05299,302.4448,1322,9.5335,4.082,1.8008,1.07,32.762,7.9919,593.15,8.2779,7.7997,10397.5,4.214,46.6275,3.8,49.38,28.79199,44.72499,0.3082,3.7505,3.673
30/03/2001,0.4883,1.5746,1.726,8.4495,0.884,1.42165,125.32,9.1091,0.4045,10.3195,2.167,39.16899,301.7898,1331,9.495,4.0885,1.8055,1.0525,32.8425,8.0101,594.75,8.2777,7.7993,10417.5,4.202,46.625,3.8,49.525,28.78699,44.995,0.3085,3.7502,3.673
02/04/2001,0.4848,1.5744,1.7307,8.4607,0.882,1.42085,126.44,9.1571,0.4008,10.3725,2.158,39.26199,302.3899,1349.5,9.421,4.0785,1.8153,1.129,32.9455,8.0725,596.45,8.2776,7.7983,10432.5,4.221,46.64,3.8,49.775,28.868,45.14,0.3084,3.7504,3.673
03/04/2001,0.4843,1.5806,1.7224,8.4147,0.8867,1.42725,125.92,9.1597,0.4014,10.325,2.1755,39.0125,300.7998,1343.5,9.388,4.0685,1.813,1.215,32.8955,8.13,597.85,8.2772,7.7987,10445,4.229,46.6235,3.8,49.725,28.88699,45.155,0.3083,3.7505,3.6729
04/04/2001,0.4901,1.5673,1.6927,8.2692,0.9028,1.4333,125.245,9.0579,0.406,10.221,2.1655,38.38699,295.49,1368,9.428,4.04,1.8145,1.245,32.9845,8.0532,596.95,8.2771,7.7984,10610,4.211,46.585,3.8,50.075,28.88199,45.355,0.3073,3.7504,3.673
05/04/2001,0.4898,1.5781,1.7041,8.3247,0.8966,1.42885,124.62,9.0784,0.4038,10.203,2.1695,38.64999,297.605,1368,9.385,4.0225,1.8098,1.2055,32.88,8.0875,595.55,8.2768,7.7986,10705,4.1802,46.585,3.8,50.125,28.87999,45.30499,0.3075,3.7504,3.673
06/04/2001,0.4958,1.5681,1.6981,8.2825,0.9014,1.43885,123.915,9.0417,0.4058,10.121,2.1535,38.39099,296.1599,1342.2,9.4065,4.0145,1.8133,1.1975,32.922,8.0778,594.75,8.2767,7.7984,10845,4.186,46.565,3.8,50.2,28.85199,45.495,0.3072,3.7503,3.673
09/04/2001,0.4941,1.5639,1.6959,8.2736,0.902,1.4498,125.025,9.0266,0.4049,10.13,2.1685,38.34799,295.8098,1339.45,9.367,3.9925,1.815,1.26,32.939,8.075,595.325,8.277,7.7991,10813.5,4.184,46.5575,3.8,50.125,28.81799,45.65999,0.3071,3.7504,3.673
10/04/2001,0.4961,1.5564,1.7137,8.3838,0.8902,1.43895,124.495,9.0806,0.4038,10.157,2.143,39.07649,299.7998,1333,9.329,4.0425,1.8125,1.295,32.927,8.0375,595.45,8.2769,7.7997,10652.5,4.1648,46.556,3.8,49.9,28.86899,45.56499,0.3074,3.7504,3.673
11/04/2001,0.5027,1.5607,1.719,8.4353,0.8847,1.434,124.695,9.1447,0.4037,10.2129,2.1445,39.075,301.7749,1325,9.295,4.0425,1.8075,1.291,32.9135,8.0225,594.65,8.2769,7.7987,10575,4.169,46.69,3.8,49.875,28.86699,45.41499,0.3076,3.7504,3.673
12/04/2001,0.5078,1.5603,1.703,8.408,0.8935,1.44035,123.44,9.0587,0.4074,10.101,2.165,38.612,298.7749,1316.05,9.325,4.0005,1.8045,1.271,32.9,8.012,598.15,8.2772,7.7991,10612.5,4.171,46.825,3.8,49.85,28.85999,45.44499,0.3075,3.7504,3.673
13/04/2001,0.5078,1.5603,1.703,8.408,0.8935,1.44035,123.44,9.0587,0.4074,10.101,2.165,38.612,298.7749,1316.05,9.325,4.0005,1.8045,1.271,32.9,8.012,598.15,8.2772,7.7991,10612.5,4.171,46.825,3.8,49.85,28.85999,45.44499,0.3075,3.7504,3.673
16/04/2001,0.5094,1.5644,1.7205,8.397,0.8843,1.4343,124.57,9.1519,0.4082,10.208,2.1845,38.99699,301.9299,1329.5,9.335,4.015,1.8118,1.17,32.9345,8.03,600.65,8.2769,7.7994,10805,4.183,47.03,3.8,50.2,28.85899,45.59999,0.3076,3.7504,3.673
17/04/2001,0.5058,1.5563,1.7279,8.4592,0.8821,1.43165,123.755,9.1248,0.4053,10.281,2.1905,39.02699,302.6899,1324.5,9.285,4.0305,1.809,1.225,32.925,8.134,600.95,8.2775,7.7997,10855,4.187,46.89,3.8,50.275,28.918,45.50999,0.3076,3.7504,3.673
18/04/2001,0.4948,1.5672,1.7518,8.5499,0.8728,1.42185,122.6,9.1561,0.4014,10.3493,2.183,39.36049,306.8799,1315,9.165,4.0265,1.802,1.2475,32.9175,8.1565,598.35,8.2775,7.7997,10945,4.17,46.86,3.8,50.1,28.963,45.28999,0.3078,3.7504,3.673
19/04/2001,0.5085,1.5477,1.7208,8.3937,0.889,1.43665,121.775,9.0777,0.4057,10.1354,2.1865,38.814,300.3699,1298.5,9.2735,3.9875,1.806,1.226,32.7895,8.1425,595.55,8.2773,7.7993,11095,4.163,46.855,3.8,50.05,28.91499,45.355,0.3073,3.7504,3.673
20/04/2001,0.5182,1.5454,1.6982,8.2845,0.9012,1.44145,122.685,9.029,0.4149,10.099,2.2245,38.25699,296.595,1313,9.3605,4.005,1.8135,1.2405,32.8845,8.159,602.65,8.2775,7.7994,11775,4.156,46.81,3.8,50.3,28.89,45.685,0.3071,3.7504,3.673
23/04/2001,0.5063,1.5441,1.7054,8.3178,0.8973,1.43925,121.785,9.0635,0.4107,10.2022,2.263,38.28799,297.71,1313.5,9.4085,4.0625,1.8073,1.239,32.893,8.1541,602.45,8.277,7.7994,11950,4.155,46.79,3.8,50.475,28.87199,45.45499,0.3068,3.7504,3.673
24/04/2001,0.5038,1.5495,1.7126,8.348,0.8939,1.43605,122.225,9.1105,0.4077,10.2616,2.259,38.59399,298.8848,1306.5,9.285,4.0375,1.8141,1.2325,32.881,8.1176,601.95,8.2769,7.799,11840,4.148,46.855,3.8,50.4,28.88599,45.52499,0.3071,3.7504,3.673
25/04/2001,0.505,1.5427,1.7072,8.3211,0.8972,1.43975,122.085,9.0996,0.4102,10.209,2.2915,38.59299,297.75,1307.8,9.325,4.0175,1.8165,1.23,32.9095,8.11,604.95,8.2767,7.7996,11985,4.157,46.855,3.8,50.575,28.89899,45.59499,0.3071,3.7504,3.673
26/04/2001,0.509,1.5438,1.7027,8.2781,0.9018,1.44025,122.325,9.0479,0.4121,10.121,2.266,38.38649,296.3098,1316.5,9.243,3.9725,1.8145,1.2185,32.9165,8.03,602.3,8.2769,7.7992,12019,4.157,46.865,3.8,51,28.92499,45.69049,0.3068,3.7504,3.673
27/04/2001,0.51,1.5405,1.7215,8.3635,0.8926,1.4367,123.785,9.0955,0.4121,10.1797,2.2225,38.68399,299.4199,1326.5,9.315,3.9775,1.819,1.1275,32.928,7.9775,599.75,8.2773,7.7992,11775,4.153,46.852,3.8,50.9,28.95699,45.70049,0.3074,3.7504,3.673
30/04/2001,0.5108,1.5365,1.7349,8.4183,0.8866,1.4308,123.535,9.1135,0.4123,10.271,2.183,38.96199,301.4648,1317,9.249,3.9625,1.8215,1.136,32.9135,8.015,597.85,8.2774,7.799,11600,4.133,46.83,3.8,51.4,28.92999,45.605,0.3076,3.7504,3.673
01/05/2001,0.5169,1.534,1.7297,8.3757,0.8913,1.4326,122.07,9.06,0.4175,10.2282,2.2015,38.767,299.9248,1317,9.252,3.965,1.814,1.1395,32.89,8.007,600.85,8.2774,7.7989,11210,4.142,46.83,3.8,51.5,28.91899,45.59999,0.3072,3.7504,3.673
02/05/2001,0.5204,1.531,1.7312,8.3729,0.8916,1.4337,121.99,9.0717,0.4232,10.2506,2.2245,38.866,299.75,1302,9.279,3.9605,1.816,1.1665,32.8905,8.0375,602.55,8.2774,7.7994,11225,4.143,46.8185,3.8,50.725,28.87299,45.50499,0.3072,3.7504,3.673
03/05/2001,0.5226,1.5331,1.7269,8.3547,0.8936,1.4332,121.04,9.0629,0.4239,10.225,2.2385,38.78,299.125,1295,9.29,3.9575,1.8199,1.172,32.85,8.0925,602.75,8.2774,7.7993,11075,4.148,46.83,3.8,50.225,28.96199,45.42,0.3071,3.7505,3.673
04/05/2001,0.5193,1.5332,1.7271,8.3394,0.8951,1.4374,121.02,9.0393,0.4225,10.1859,2.2145,38.70599,291.845,1292,9.262,3.9355,1.823,1.1355,32.845,8.0465,600.95,8.2774,7.7995,10950,4.151,46.815,3.8,50.45,28.97699,45.65999,0.307,3.7505,3.673
07/05/2001,0.5189,1.5387,1.731,8.3738,0.8914,1.44015,121.25,9.0511,0.4212,10.243,2.199,38.69499,291.3899,1296.65,9.223,3.9475,1.8255,1.1395,32.86,8.027,600.4,8.2774,7.7995,10950,4.148,46.805,3.8,50.45,28.978,45.63499,0.3071,3.7504,3.673
08/05/2001,0.5198,1.545,1.7413,8.4355,0.8852,1.43235,121.825,9.0938,0.422,10.295,2.2355,38.97099,292,1303,9.2,3.953,1.8265,1.14595,32.86,8.0106,601.6,8.2785,7.7996,10945,4.146,46.8,3.8,50.425,28.976,45.66499,0.3074,3.7504,3.673
09/05/2001,0.5225,1.5411,1.7424,8.4416,0.8843,1.4219,122.13,9.1131,0.4236,10.305,2.2565,38.93799,292.22,1301.8,9.224,3.9578,1.8222,1.1525,32.86,7.937,604.1,8.2775,7.7998,11075,4.146,46.83,3.8,50.65,28.976,45.55049,0.3075,3.7505,3.673
10/05/2001,0.5266,1.5402,1.742,8.4504,0.8832,1.42275,122.665,9.1155,0.4271,10.2505,2.2685,38.939,292.4148,1306,9.195,3.9645,1.8166,1.1415,32.87,7.93,602.2,8.2771,7.7998,11165,4.143,46.8485,3.8,50.6,28.97899,45.48,0.3077,3.7504,3.673
11/05/2001,0.5212,1.5476,1.7506,8.5184,0.8761,1.42,122.265,9.1626,0.422,10.2618,2.2835,39.25,293.6748,1297,9.223,3.9965,1.8126,1.152,32.87,7.9687,602.95,8.2771,7.7998,11277.5,4.147,46.865,3.8,50.25,28.98,45.495,0.3078,3.7504,3.673
14/05/2001,0.5182,1.5527,1.7526,8.5368,0.874,1.4185,123.225,9.1604,0.4192,10.319,2.3095,39.33299,294.7598,1297.5,9.19,4.0125,1.8179,1.1525,32.845,7.9915,605.6,8.2771,7.7999,11400,4.15,46.905,3.8,50.4,29.05299,45.53,0.3079,3.7504,3.673
15/05/2001,0.5189,1.5481,1.7439,8.4922,0.8786,1.4219,123.385,9.129,0.4186,10.2476,2.333,39.1675,293.625,1303.45,9.1665,4.0052,1.819,1.14445,32.9,7.9925,605,8.2769,7.8,11445,4.148,46.995,3.8,50.2,29.04399,45.52499,0.3079,3.7504,3.673
16/05/2001,0.5217,1.5406,1.7328,8.4392,0.8843,1.42925,123.63,9.0824,0.4217,10.2647,2.3185,38.81599,292.3198,1309,9.164,3.9739,1.8126,1.1235,32.95,7.9925,605.65,8.2769,7.7999,11407.5,4.142,46.945,3.8,50.15,29.06999,45.32999,0.3078,3.7505,3.673
17/05/2001,0.5283,1.5355,1.7416,8.4672,0.8813,1.4298,123.03,9.0815,0.4259,10.2505,2.3035,38.97369,292.7598,1302,8.9805,3.9797,1.8087,1.1195,32.95,7.955,606.65,8.2767,7.7999,11300,4.148,46.94,3.8,50.25,29.101,45.375,0.3079,3.7504,3.673
18/05/2001,0.5253,1.5339,1.7492,8.508,0.8769,1.4296,123.725,9.0564,0.4261,10.258,2.2975,39.2092,294.3699,1304,8.959,3.9811,1.81,1.10925,32.93,7.9422,606.65,8.2768,7.7999,11375,4.143,46.93,3.8,50.325,29.09399,45.48499,0.308,3.7504,3.673
21/05/2001,0.5304,1.5319,1.7506,8.5255,0.8751,1.4366,122.925,9.0699,0.4284,10.2611,2.3285,39.20699,295.5249,1302,8.928,3.992,1.8108,1.1145,33.4,7.8922,607.3,8.2778,7.7998,11465,4.139,46.985,3.8,50.85,29.112,45.59,0.3078,3.7505,3.673
22/05/2001,0.5229,1.5427,1.7661,8.6083,0.8665,1.4282,122.68,9.1558,0.4243,10.3595,2.2995,39.53259,297.6748,1299,8.951,3.9966,1.8089,1.111,33.42,7.9125,606.1,8.2774,7.7998,11425,4.137,47.005,3.8,50.575,29.11099,45.605,0.3081,3.7504,3.673
23/05/2001,0.5196,1.5457,1.7743,8.665,0.8608,1.4247,120.545,9.2182,0.4225,10.4851,2.3415,39.79729,298.5198,1286.5,9.05,3.9952,1.8035,1.115,33.4,7.9425,606.1,8.2771,7.7999,11421,4.138,46.995,3.8,50.35,29.11099,45.47499,0.3079,3.7504,3.673
24/05/2001,0.518,1.5481,1.7787,8.6971,0.8576,1.41015,119.885,9.2138,0.4229,10.519,2.356,39.98309,299.0298,1285,9.088,4.0056,1.8005,1.118,33.45,7.9485,605.55,8.277,7.7998,11425,4.132,46.965,3.8,50.3,29.10599,45.435,0.308,3.7505,3.6729
25/05/2001,0.5193,1.5459,1.781,8.7055,0.8568,1.42065,120.685,9.2113,0.4244,10.5719,2.371,40.0309,297.2849,1289.1,9.107,4.0126,1.8095,1.1115,33.5,7.9125,606.15,8.2771,7.7998,11455,4.134,46.965,3.8,50.525,29.09698,45.545,0.3081,3.7504,3.673
28/05/2001,0.5208,1.5448,1.777,8.672,0.8601,1.4204,121.025,9.2018,0.424,10.527,2.3285,39.90239,296.6748,1296,9.074,4.0178,1.812,1.1205,33.5,7.9117,606.25,8.2768,7.7997,11590,4.141,46.98,3.8,50.8,29.09299,45.59999,0.308,3.7504,3.6729
29/05/2001,0.5158,1.5407,1.7859,8.7309,0.8542,1.4181,120.07,9.2434,0.4216,10.5819,2.3375,40.01059,297.5198,1289.5,9.095,4.0379,1.808,1.133,34.05,7.935,606.85,8.2768,7.7998,11200,4.123,46.96,3.8,50.5,29.10799,45.42499,0.308,3.7504,3.6729
30/05/2001,0.5138,1.5425,1.7782,8.6972,0.8573,1.42305,120.315,9.2328,0.4174,10.5903,2.3595,39.84019,295.8848,1289,9.155,3.9984,1.8112,1.1725,33.97,7.9592,610.35,8.2777,7.7999,11395,4.1255,46.965,3.8,50.6,29.14299,45.39499,0.308,3.7504,3.673
31/05/2001,0.5069,1.546,1.794,8.7967,0.8476,1.4206,118.82,9.3665,0.4087,10.7663,2.3605,40.28439,299.2549,1281,9.1935,3.9796,1.8088,1.17,33.9,8.025,611.3,8.277,7.7998,11125,4.139,47.01,3.8,50.5,29.172,45.38499,0.3081,3.7504,3.673
01/06/2001,0.5086,1.5315,1.7967,8.8089,0.8465,1.415,118.9,9.4315,0.4106,10.8365,2.386,40.2269,299.8049,1284,9.1695,3.9876,1.8125,1.155,34.05,8.0364,613.325,8.2777,7.7998,11450,4.144,47,3.8,50.75,29.16899,45.39,0.3081,3.7504,3.673
04/06/2001,0.5078,1.5326,1.7926,8.7967,0.8476,1.4144,119.665,9.4181,0.4096,10.8932,2.362,40.12509,299.5349,1284.5,9.136,3.9848,1.8157,1.152,34.05,8.0144,608.45,8.277,7.7999,11450,4.169,47.015,3.8,50.75,29.172,45.42999,0.3082,3.7504,3.673
05/06/2001,0.5084,1.5338,1.7858,8.7933,0.848,1.4097,120.2,9.4001,0.4101,10.8966,2.3865,40.12389,296.5898,1286.5,9.189,3.9821,1.8117,1.173,34.03,8.0474,606.35,8.2769,7.7998,11225,4.15,46.99,3.8,50.625,29.19499,44.97499,0.3083,3.7504,3.673
06/06/2001,0.5133,1.5267,1.7959,8.8075,0.8468,1.39365,120.44,9.3815,0.4135,10.91,2.3795,40.23619,295.1948,1285.5,9.12,4.0045,1.8135,1.17,34.05,8.079,606.75,8.2772,7.7997,11195,4.143,46.98,3.8,50.725,29.19398,45.23499,0.3085,3.7505,3.673
07/06/2001,0.5197,1.5218,1.791,8.7688,0.8503,1.3888,119.935,9.3456,0.4182,10.9594,2.3895,40.0947,294.0298,1285.5,9.137,3.9963,1.809,1.169,34.05,8.0688,608.15,8.2767,7.7995,11190,4.1485,46.97,3.8,50.7,29.19299,45.10999,0.3083,3.7504,3.673
08/06/2001,0.5235,1.5213,1.796,8.7875,0.8484,1.3797,120.775,9.3594,0.4191,10.971,2.3655,40.2045,295.5149,1285.5,9.067,3.9826,1.809,1.16,34.05,8.0638,607.55,8.2767,7.7992,11212.5,4.1485,46.955,3.8,50.9,29.16499,45.10999,0.3083,3.7503,3.673
11/06/2001,0.5224,1.5174,1.8046,8.8555,0.8418,1.3727,121.88,9.4346,0.4175,11.0318,2.3725,40.34459,296.8899,1288,9.02,3.9808,1.8135,1.1875,34.05,8.1075,608.3,8.2767,7.7989,11265,4.153,46.98,3.8,51.2,29.146,45.17999,0.3087,3.7504,3.6729
12/06/2001,0.5239,1.5235,1.7933,8.7807,0.8491,1.37885,121.935,9.4044,0.4188,10.9755,2.3875,39.94759,292.875,1290,9.085,3.9515,1.816,1.1955,34.05,8.099,610.4,8.2771,7.799,11237.5,4.156,47.03,3.8,51.25,29.14499,45.27499,0.3085,3.7505,3.6729
13/06/2001,0.5283,1.5168,1.7937,8.7557,0.8515,1.3875,121.73,9.3585,0.4226,10.8332,2.409,39.87079,290.7048,1292,9.117,3.9662,1.816,1.235,34.38,8.0956,613.75,8.2779,7.7989,11225,4.152,47.04,3.8,51.35,29.127,45.355,0.3082,3.7504,3.673
14/06/2001,0.5281,1.5185,1.7786,8.6819,0.8588,1.4001,121.325,9.2874,0.4147,10.7226,2.4235,39.52899,287.4148,1292,9.04,3.9428,1.815,1.20475,34.4065,8.046,613.25,8.2773,7.7989,11225,4.168,46.975,3.8,51.25,29.13699,45.34,0.3078,3.7504,3.673
15/06/2001,0.5279,1.5238,1.771,8.6467,0.8622,1.40335,122.265,9.2676,0.4182,10.5909,2.411,39.379,284.8699,1292,9.049,3.9401,1.814,1.185,34.44,8.0163,613.85,8.277,7.7994,11260,4.17,47,3.8,51.35,29.11899,45.28,0.3078,3.7504,3.673
18/06/2001,0.5231,1.5309,1.7757,8.6565,0.8613,1.4037,123.005,9.2146,0.4149,10.5124,2.4615,39.43979,286.3848,1292,9.039,3.9626,1.8167,1.2305,34.44,8.0426,620.1,8.277,7.7997,11295,4.169,46.97,3.8,52.05,29.125,45.32999,0.3079,3.7504,3.673
19/06/2001,0.5208,1.5327,1.7831,8.6957,0.8574,1.4019,122.885,9.1623,0.4144,10.6013,2.467,39.6075,287.3298,1304,9.073,3.9797,1.817,1.241,34.405,8.064,624.15,8.2779,7.7996,11390,4.168,46.95,3.8,52.25,29.13899,45.20999,0.3079,3.7504,3.673
20/06/2001,0.5182,1.5306,1.7894,8.7515,0.8519,1.39515,123.295,9.2525,0.413,10.7208,2.4805,39.8662,289.2849,1296,9.079,3.9937,1.8194,1.2685,34.41,8.098,623.35,8.277,7.7995,11290,4.17,46.96,3.8,52.25,29.14699,45.25,0.3082,3.7504,3.673
21/06/2001,0.5182,1.5272,1.7819,8.7342,0.8536,1.4142,124.405,9.228,0.4132,10.7358,2.4195,39.8483,287.0198,1302,9.05,3.9805,1.8228,1.2805,34.46,8.0771,622.85,8.2769,7.7996,11345,4.176,46.98,3.8,52.35,29.133,45.23999,0.3081,3.7504,3.673
22/06/2001,0.5172,1.5272,1.7776,8.7229,0.8544,1.41125,124.355,9.2235,0.4133,10.7134,2.3315,39.65948,285.7798,1303,9.064,3.9634,1.821,1.285,34.47,8.0423,621.85,8.2767,7.7998,11355,4.185,46.99,3.8,52.2,29.11099,45.2325,0.308,3.7504,3.673
25/06/2001,0.5162,1.5193,1.7649,8.6531,0.8613,1.4141,123.85,9.1963,0.4129,10.6314,2.3095,39.35919,282.0798,1302,9.06,3.951,1.819,1.306,34.45,8.041,623.6,8.2768,7.7997,11365,4.178,47.01,3.8,52.25,29.11299,45.14,0.3079,3.7504,3.673
26/06/2001,0.5188,1.5167,1.7667,8.647,0.8617,1.4158,123.87,9.1952,0.4159,10.7254,2.312,39.29959,282.3049,1299.5,9.065,3.9552,1.8202,1.2725,34.41,8.026,623.1,8.2768,7.7999,11372,4.179,47.02,3.8,52.28,29.12099,45.22499,0.3078,3.7504,3.673
