,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
950,3,-1,2,-1,-1,2,2,2,2,-1,-2
951,2,1,1,-1,-2,-2,-2,-2,1,2,0
952,2,2,2,-1,-2,-2,-2,-2,0,2,2
953,0,2,1,1,-2,-2,-3,-2,0,1,1
954,2,2,2,2,-2,-3,-2,-1,0,2,1
955,1,3,2,2,-2,-2,-1,2,2,2,-1
956,1,-2,-2,-3,-2,-1,1,1,2,2,1
957,2,1,1,-1,-2,-2,2,2,2,2,-2
958,-1,-1,2,2,2,2,0,-1,0,2,2
959,0,0,0,3,3,3,1,-1,-3,-3,-3
960,-3,2,3,3,3,-3,-3,-3,-3,2,3
961,2,1,1,0,-1,1,2,3,-1,-1,-1
962,3,2,2,1,-3,-2,-1,0,3,2,-2
963,-2,-2,-1,3,3,2,0,-2,-1,0,2
964,-2,2,3,3,-3,-3,-3,-3,-3,-3,-2
965,-2,2,2,2,1,-2,-2,-2,0,2,2
966,-1,1,2,2,2,-1,-2,-3,-2,-2,-2
967,2,2,-1,-2,1,2,3,-1,-2,-2,-2
968,2,2,2,1,0,-3,-2,-1,2,2,1
969,2,2,-1,-3,-3,-3,-3,2,3,2,2
970,-3,-1,-1,1,2,2,2,2,2,3,2
971,0,-1,-2,-1,1,2,1,-2,-3,-2,-2
972,-2,-2,-1,1,2,0,-1,-3,-1,-1,1
973,0,1,1,1,-1,-1,-1,0,1,2,-1
974,2,2,2,0,-1,-2,-1,1,2,1,-2
975,2,2,1,-2,-2,-2,2,1,2,0,-2
976,2,2,-2,-3,-2,-1,2,2,0,-2,-2
977,3,2,0,-2,-2,-2,-2,2,1,-2,0
978,-2,-1,1,1,2,2,1,1,0,1,2
979,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
980,-1,-3,-3,-3,1,2,2,2,1,0,0
981,1,2,2,-1,-1,-1,0,2,1,2,0
982,-3,2,-1,3,3,3,3,3,-3,-3,-3
983,2,2,1,-2,-2,1,2,2,1,-3,-3
984,2,0,-1,-2,0,2,3,-1,2,-1,-1
985,-2,0,1,-2,-3,-3,1,-1,2,2,1
986,-3,-2,-2,0,1,1,0,-1,-2,-2,1
987,2,2,2,2,1,-2,-1,1,2,2,-1
988,0,-1,-1,0,2,2,2,2,0,-2,-2
989,2,2,-1,0,1,2,2,2,0,-3,-2
990,-3,-3,1,2,3,2,-2,-3,-2,-2,1
991,-1,0,0,0,-1,-1,1,0,2,1,2
992,-1,2,2,-1,-2,-2,-2,-2,-1,1,-1
993,-1,-2,0,-2,-1,-1,1,1,0,0,0
994,2,2,2,-2,-2,-1,1,2,-2,0,-3
995,-2,2,2,-1,-2,-2,-2,-2,0,0,-2
996,2,2,0,-2,-2,0,1,2,2,-1,-2
997,2,-2,-2,-3,-1,-2,2,0,1,-1,-1
998,-2,-1,-1,2,2,2,0,-1,-1,1,1
999,1,1,2,2,3,2,1,-3,-3,-3,1
1000,-1,3,3,3,3,-1,-3,-3,0,2,2
1001,1,-1,-1,0,2,1,-2,-2,-2,1,1
1002,-2,0,1,0,-2,-2,-2,-2,1,2,2
1003,-2,-1,-2,2,3,3,3,0,-3,-3,-2
1004,2,2,1,-2,-3,-2,1,2,3,0,-2
1005,-2,2,2,2,1,0,-3,-2,2,2,2
1006,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3
1007,0,0,1,1,3,3,2,2,-3,-3,1
1008,-2,-1,2,2,1,-1,-1,-3,-2,0,2
1009,1,-2,-2,1,2,2,1,-2,-2,-2,1
1010,2,3,2,2,1,-2,-3,-1,2,2,0
1011,1,-3,-2,0,2,3,2,2,-1,1,2
1012,-2,-2,-1,1,1,2,0,0,-2,-1,0
1013,1,2,-1,-1,-2,-1,0,2,1,-1,-1
1014,0,2,1,2,2,1,-2,-2,-1,0,2
1015,1,3,3,3,3,2,1,2,-3,-3,-3
1016,1,2,2,2,0,-2,-2,0,1,3,2
1017,2,0,1,1,1,1,1,-2,2,-3,-1
1018,2,0,-2,-2,2,2,2,0,-1,-2,-1
1019,-1,-2,-1,-2,-3,-2,3,3,3,-3,-3
1020,3,3,3,2,-2,-3,-3,-3,-1,-1,-3
1021,-2,-1,0,1,-1,-2,-2,-2,-2,0,1
1022,-3,-3,2,2,1,-1,-3,-3,-2,-2,-1
1023,1,0,-3,-3,-2,0,2,2,0,-1,-2
1024,1,2,2,1,-2,-2,-1,0,2,3,1
1025,-1,-1,-1,1,2,3,3,-1,0,-1,-1
1026,1,-1,-2,-1,2,2,2,1,-2,-2,-1
1027,2,2,3,2,2,-1,-2,-2,1,2,2
1028,-2,2,1,2,0,-2,-2,1,2,2,2
1029,1,3,2,-2,-2,-2,0,2,2,0,-2
1030,-2,1,2,2,2,-2,-2,-2,3,3,3
1031,-2,2,2,2,0,-1,-2,-1,1,2,1
1032,-1,-1,2,2,2,1,-2,-2,1,2,2
1033,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1034,2,2,0,-1,-2,-2,2,1,1,0,-2
1035,-2,-1,2,2,2,2,-2,-3,-2,-1,0
1036,-3,-3,-3,2,0,1,-3,-3,-3,0,0
1037,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1038,2,-1,3,3,3,3,3,-3,-3,-3,-3
1039,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1040,3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2
1041,-2,-3,-1,-2,2,0,1,-1,-1,-2,-1
1042,-1,-2,-2,-2,0,0,3,2,-2,-2,-1
1043,-3,-3,-1,2,3,1,-2,-3,-3,1,2
1044,-3,-2,-2,2,3,2,-2,-3,-3,1,2
1045,-1,1,1,3,2,1,-1,-1,1,2,3
1046,3,3,-2,-3,-2,-1,3,3,2,1,-3
1047,2,0,-1,-1,-1,1,1,0,0,-3,-2
1048,-2,-2,-2,-2,1,2,2,0,-1,-2,0
1049,2,2,3,2,-2,-2,-3,2,2,3,2
1050,-3,-3,-2,-2,2,3,3,-1,0,0,0
1051,2,2,2,0,-1,-1,1,1,3,1,0
1052,-3,2,2,0,-2,-3,-3,-3,2,1,1
1053,-1,-2,-1,1,1,1,-1,-1,-2,-1,-1
1054,0,2,2,0,-2,-2,0,2,2,1,0
1055,1,-2,-2,2,3,3,3,3,2,-3,-3
1056,-1,-2,3,3,3,3,3,2,-3,0,2
1057,0,2,2,2,2,0,-1,-1,0,0,0
1058,2,0,0,-2,-2,-2,-2,0,0,-2,-3
1059,-2,1,2,3,3,-2,-2,-3,-2,0,1
1060,-2,-2,-2,-2,2,2,2,2,2,1,0
1061,-3,-2,3,3,3,3,-2,-3,-3,-2,0
1062,1,1,3,3,2,2,-3,-3,1,2,3
1063,2,2,3,2,2,2,1,1,1,-2,-2
1064,-2,-1,2,2,2,2,-2,-2,-1,1,2
1065,1,2,2,2,-1,-2,-3,-2,-2,-2,2
1066,2,2,0,0,0,1,2,2,2,0,0
1067,-3,3,3,3,3,-3,-3,-3,-3,-3,1
1068,-2,0,2,2,0,-2,-1,-1,2,2,3
1069,2,-3,-3,-3,-2,2,1,-1,-2,-2,-2
1070,-3,-3,1,2,3,3,-2,-3,-3,-2,3
1071,-2,-1,1,2,1,-2,-3,-2,-2,1,3
1072,-3,-3,-2,1,-1,-1,-2,-1,1,1,2
1073,-1,-1,2,2,-1,-2,-2,-2,-2,-1,1
1074,3,3,-2,-2,-3,-3,1,-2,0,-3,1
1075,-1,3,2,2,2,1,3,2,2,1,-3
1076,1,-1,-2,-2,0,2,2,0,-2,-1,-1
1077,0,-1,-2,-3,-2,-2,2,0,-1,-3,-2
1078,2,1,-2,-1,-2,2,3,3,3,0,-3
1079,3,2,0,-2,-2,1,2,3,2,2,-3
1080,1,2,2,2,-1,-1,-1,2,2,2,2
1081,-2,-2,-2,-2,0,1,0,-2,-2,-1,2
1082,0,0,-3,-2,-2,1,2,2,2,-1,-1
1083,2,1,0,-2,-2,-2,2,2,2,0,-2
1084,2,3,1,-3,-3,0,3,3,3,3,-3
1085,2,2,1,-3,-3,-2,-2,0,1,-1,-1
1086,1,0,-1,-1,2,2,2,1,-2,-2,1
1087,-2,-2,1,1,1,1,0,0,0,1,1
1088,2,2,1,0,-2,-1,1,2,2,2,-2
1089,-2,1,-3,-2,0,1,0,-1,-2,-2,-2
1090,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1
1091,2,2,2,2,0,0,0,1,2,2,2
1092,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3
1093,-3,-3,-2,0,3,3,3,2,-2,0,2
1094,3,-2,-2,-3,-2,0,1,-1,-2,-3,-2
1095,1,1,-1,-2,-2,2,2,2,2,-2,-2
1096,0,1,2,0,-3,-3,-3,-3,-2,0,2
1097,-2,0,-3,1,-1,2,2,1,-2,-2,-1
1098,-2,-2,1,1,1,0,-1,-2,-1,2,2
1099,3,2,2,-1,-1,1,3,2,2,0,-3
1100,-2,-2,-2,-2,-1,-2,0,-2,-1,-1,1
1101,-2,-2,-1,2,1,2,-2,-2,-2,-1,0
1102,-3,1,2,-2,-2,-2,0,2,3,2,2
1103,3,3,2,-2,-3,1,1,-1,-1,-3,-3
1104,1,-2,2,-3,-1,-2,1,1,2,-1,-2
1105,3,2,0,-2,-3,-2,-1,1,2,2,0
1106,-2,-2,-2,0,3,2,2,-2,-3,-2,0
1107,2,-2,-2,2,2,2,1,-2,-3,-2,3
1108,-2,-2,0,1,2,1,-2,-1,-1,2,2
1109,-2,-2,-1,2,2,2,1,-2,-3,-2,-2
1110,-2,-1,1,1,2,0,0,-2,-1,0,2
1111,-3,-2,0,2,2,0,-1,-2,2,2,2
1112,-2,-1,2,2,2,1,-1,-2,3,3,3
1113,-2,0,3,2,2,-2,-3,-2,0,2,3
1114,-2,-1,1,1,2,2,2,0,-2,-2,2
1115,-2,0,1,1,1,-1,-2,-1,0,0,1
1116,2,2,-1,-3,-2,-2,2,2,2,0,0
1117,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1118,2,2,2,0,-2,-2,-2,-2,-1,1,2
1119,2,2,-2,-2,-3,-2,-2,-1,3,2,2
1120,1,0,3,1,0,-1,0,2,2,-2,-2
1121,-2,-2,2,-1,3,2,2,2,0,3,2
1122,-2,-2,0,0,3,1,-1,-1,-3,-2,2
1123,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3
1124,1,3,1,0,-2,-2,0,1,2,0,-1
1125,2,2,0,-2,-2,1,0,3,2,-1,-1
1126,-2,0,-1,-1,-2,-3,-2,-2,1,-1,3
1127,0,2,3,2,1,0,-2,-2,-2,2,2
1128,-2,-1,1,1,0,1,1,1,0,0,2
1129,2,-1,-2,1,2,3,-1,-2,-2,-2,0
1130,-1,-2,-1,-1,2,2,0,-1,0,1,2
1131,1,2,3,-1,-1,-1,-2,0,2,1,1
1132,2,2,2,0,0,-3,-2,-2,0,1,1
1133,1,0,-2,-2,-2,0,1,2,2,0,-1
1134,1,-2,-3,-2,1,2,3,0,-2,-2,-2
1135,-2,3,3,3,3,2,-3,-3,-3,-1,-2
1136,-2,-1,0,1,1,1,-1,-1,-1,0,1
1137,-1,1,2,2,0,-2,-3,-2,-2,1,2
1138,-1,-3,-2,-1,0,2,2,0,-2,-2,0
1139,-2,1,2,3,2,2,-3,-3,-2,-1,1
1140,2,1,-2,-2,1,2,2,1,-2,-3,0
1141,1,0,-2,-2,-2,-2,1,0,3,1,0
1142,2,2,0,-3,-3,-2,0,2,-2,-3,-3
1143,2,-3,-3,-3,-3,-2,0,1,-3,-3,-3
1144,0,-2,-1,-1,2,2,3,2,2,-1,-2
1145,-1,-2,0,2,1,1,-2,-2,-3,-2,0
1146,2,2,-1,-2,-3,-2,-2,-2,2,2,-2
1147,-2,0,2,2,-1,-2,-2,-2,1,1,1
1148,-2,-2,1,2,0,-1,-2,-2,-1,1,1
1149,2,2,-1,-2,-2,-2,1,3,2,0,-2
1150,-1,2,2,1,-2,-1,-2,2,3,3,3
1151,1,0,1,2,2,2,-2,-2,-2,-2,2
1152,-2,0,2,2,1,-1,-2,-1,1,2,2
1153,-1,1,2,1,1,-2,-2,-1,1,1,2
1154,1,-2,-3,-2,-1,2,1,-1,-2,-3,-2
1155,-1,1,1,2,0,0,-2,-1,0,2,2
1156,2,2,-1,-2,-2,-2,-2,0,2,2,2
1157,-1,-3,-3,-1,-3,-1,0,3,3,2,2
1158,1,1,0,2,3,3,3,3,3,-1,-3
1159,-2,-2,-2,3,3,3,-2,-3,-2,-1,3
1160,0,1,1,-2,-2,-2,-2,0,1,2,1
1161,0,2,1,-1,-1,-2,-1,-1,2,2,0
1162,-2,-2,-2,1,2,2,2,-1,-1,-1,2
1163,3,3,3,3,-2,-3,-3,-3,2,2,-1
1164,2,2,0,-2,-2,-2,-1,0,-2,0,-3
1165,2,2,2,-2,-1,1,2,2,2,1,0
1166,0,-1,-2,0,0,3,2,1,-2,-1,0
1167,2,0,0,-1,-1,-1,0,0,0,-1,-1
1168,-2,-2,-2,1,1,1,0,-1,-2,-1,2
1169,-1,-2,-1,-2,-1,-3,-1,1,0,3,2
1170,-2,-2,-2,-1,2,3,3,-2,-2,-2,0
1171,-2,-2,-2,0,2,2,0,-2,-2,0,1
1172,-1,2,2,1,-1,-1,-3,-2,0,2,2
1173,2,2,-1,-2,-3,-3,-2,2,2,2,1
1174,1,1,3,1,0,-1,-2,2,2,2,2
1175,-3,-2,-1,2,1,1,-1,-2,-2,-1,1
1176,-1,2,2,2,0,-1,-2,0,2,3,-1
1177,2,2,0,-1,-2,0,2,3,-1,2,-1
1178,-1,2,2,0,-1,-3,-2,2,2,3,1
1179,1,-2,2,3,3,3,-3,-3,-3,-3,-3
1180,2,0,0,0,1,2,2,2,0,0,-2
1181,2,2,3,2,1,-3,-3,-3,1,0,-1
1182,2,2,2,1,-2,-2,-2,2,1,1,-2
1183,-3,-3,-3,2,2,-1,-2,-3,-2,-2,-1
1184,0,3,1,1,-2,-2,-2,2,1,2,0
1185,2,2,-2,-2,-1,2,3,3,-2,-2,-3
1186,-2,-1,-1,2,2,1,0,-3,-2,-2,0
1187,-1,-1,1,2,1,1,-2,-2,-1,1,1
1188,1,2,0,-2,-2,1,2,2,2,1,-2
1189,2,2,2,2,-1,-2,1,2,3,-1,-2
1190,-2,-2,-2,-1,1,2,0,-1,-2,-1,1
1191,1,2,0,1,1,1,1,1,-2,2,-3
1192,-1,1,1,-1,-2,-2,-1,2,2,2,2
1193,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2
1194,1,2,2,0,-1,-1,0,2,2,2,2
1195,2,3,1,-2,-2,-1,2,3,2,1,-1
1196,-2,-2,1,2,2,-1,1,-3,-2,0,1
1197,3,3,3,3,-3,-3,-3,-3,-3,-3,-3
1198,-3,-3,1,2,0,0,1,2,0,-3,-3
1199,2,2,2,-1,-2,-3,1,-1,2,2,2
1200,-1,-2,-2,-2,2,3,1,-3,-3,0,3
1201,-2,-3,-3,-2,-2,2,3,3,-1,0,0
1202,-2,-1,-2,-2,-3,-3,-2,-2,2,3,3
1203,1,-2,-3,-2,0,1,2,0,-2,-2,1
1204,-3,-3,-3,-3,-3,-3,-3,-3,-2,3,3
1205,-2,-2,2,3,-1,-2,-2,-1,2,2,2
1206,-2,-3,-2,-2,1,-1,3,2,2,2,1
1207,1,2,0,-2,-1,1,2,2,2,-1,-1
1208,0,1,0,-2,-2,-2,-1,2,2,3,2
1209,3,3,-2,-2,-2,-2,-1,-2,-2,-3,-3
1210,1,2,3,3,-1,0,-1,-1,3,3,3
1211,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1
1212,1,-1,-1,-2,-1,-1,2,2,0,-1,-2
1213,1,1,1,0,-1,-2,-2,2,2,2,1
1214,2,1,0,-3,1,2,3,2,2,-2,-2
1215,-2,-1,2,2,2,2,-2,-2,0,0,3
1216,1,-1,-2,-2,-2,-2,1,2,0,-1,-2
1217,-2,-1,1,2,2,-1,-1,-1,2,2,2
1218,-3,-3,-3,-2,0,1,-3,-3,-3,-1,0
1219,2,2,-1,-2,-2,-1,2,1,0,-1,-2
1220,1,-2,-3,0,2,3,3,3,2,-3,-3
1221,2,2,2,2,-1,-2,-2,-2,2,3,1
1222,2,1,-2,-3,-2,1,2,3,0,-2,-2
1223,0,1,1,1,1,1,-2,2,-3,-1,-2
1224,-2,-3,-2,0,1,2,1,-2,-2,-2,-2
1225,1,0,0,-1,1,2,2,0,-2,-2,-2
1226,-2,-2,0,2,3,2,0,-2,-2,-2,-2
1227,2,1,-1,-2,3,3,3,3,3,2,-3
1228,0,-3,-3,-3,-1,2,2,2,2,2,2
1229,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1
1230,0,-2,-2,-1,1,2,1,-1,-2,-2,-1
1231,2,2,1,-2,-2,-1,2,2,1,-2,-2
1232,-2,-2,-2,1,1,2,0,-1,0,2,2
1233,-3,1,-1,1,2,2,2,2,0,1,1
1234,2,1,2,0,1,1,1,1,1,-2,2
1235,-2,-1,-2,-2,-3,-2,-2,2,-1,3,2
1236,3,2,0,-2,-3,-2,-2,-2,3,3,3
1237,0,-3,-1,1,1,2,0,-2,-1,1,1
1238,-3,-3,-1,-2,0,2,2,2,2,0,-1
1239,-3,-3,-3,-3,-3,-2,-2,-3,-3,1,-2
1240,-2,-2,0,1,2,1,-2,-2,-2,2,2
1241,2,1,-1,-2,-2,-1,2,2,2,1,-1
1242,1,-2,1,-3,-2,0,1,0,-1,-2,-2
1243,2,2,2,2,-2,-2,-3,-2,2,2,2
1244,-2,-2,-3,-2,-2,2,-1,3,2,2,2
1245,-3,-2,2,2,2,1,-2,-2,-1,2,2
1246,3,2,2,-1,0,1,2,2,2,0,-3
1247,-2,-3,-2,-2,2,3,2,-2,-3,-3,1
1248,0,2,3,-1,2,-1,-1,2,2,2,2
1249,2,0,-1,-1,0,2,2,2,2,-1,-1
1250,2,0,0,-3,-1,0,2,1,-1,-2,-1
1251,-2,0,1,3,2,2,-2,-1,1,2,2
1252,-1,-2,0,1,1,-1,-2,-3,-2,0,1
1253,-1,2,2,2,2,-2,-2,-1,1,2,-2
1254,2,1,1,-1,-2,-2,0,1,2,1,-2
1255,-2,-3,-3,-3,-3,-2,2,2,3,2,0
1256,2,1,-2,-3,-2,-1,2,1,-1,-2,-3
1257,-2,-2,-2,0,1,0,-2,-2,-1,2,1
1258,2,2,2,-2,-2,2,2,2,0,0,-3
1259,-2,-3,-2,-2,2,-1,3,2,2,2,0
1260,2,-2,-3,-2,0,2,3,1,-3,-2,-2
1261,1,1,-1,-1,-3,-3,-2,0,2,3,2
1262,-3,-2,-2,2,2,1,-2,-2,-2,2,1
1263,-2,3,3,3,3,-2,-3,-3,2,2,2
1264,-2,-3,-1,2,2,2,-2,-1,1,2,2
1265,2,0,-2,0,-3,-1,0,1,2,2,1
1266,2,-1,-2,-2,-1,2,1,0,-1,-2,-2
1267,-2,-1,-1,1,2,1,1,-2,-2,-1,1
1268,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,2
1269,-2,-2,0,1,-1,-1,-2,2,2,2,1
1270,3,3,-2,-1,-2,2,3,2,2,-2,-3
1271,1,0,-2,-2,0,2,2,1,-2,1,-3
1272,1,-2,-2,-2,2,1,2,0,-2,-2,1
1273,1,1,-1,-2,-2,-1,0,2,2,1,-2
1274,2,2,0,-2,-3,-3,-3,2,1,1,-1
1275,-2,-1,2,1,2,-2,-2,-2,-1,0,3
1276,1,0,0,0,3,3,3,1,-1,-3,-3
1277,2,-2,-2,-3,-2,2,1,1,-2,-2,1
1278,2,-1,-1,-1,0,0,0,-1,-1,1,0
1279,0,3,3,3,3,-3,-3,-3,1,2,2
1280,2,1,0,-3,-2,2,2,2,2,-2,-2
1281,-1,-3,-3,-2,0,2,3,2,2,-1,-2
1282,0,2,2,0,-2,-2,1,2,2,2,0
1283,-2,-2,-2,1,2,2,0,-1,-1,0,2
1284,-1,-3,-2,0,1,1,-2,-2,-2,-2,1
1285,2,-1,-2,-2,1,2,2,-1,-2,-3,-2
1286,2,2,2,1,0,-1,2,2,2,2,0
1287,-3,-2,-1,1,1,-1,-2,-2,-1,2,2
1288,1,0,-2,-1,-1,1,2,1,1,-2,-2
1289,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1290,-3,-2,-2,0,-1,-1,-2,-3,-2,-2,1
1291,-2,1,3,2,2,-2,-2,-1,2,2,2
1292,3,3,3,3,-3,-3,-3,-3,-3,-3,-1
1293,1,0,-1,-2,-2,-2,1,2,2,2,-1
1294,-2,-1,0,2,1,1,-1,-1,0,2,2
1295,2,-2,-2,-3,1,2,3,2,2,-2,-3
1296,2,2,-1,-2,-2,1,2,2,-1,-2,-3
1297,0,-1,-2,0,2,3,-1,2,-1,-1,2
1298,2,2,0,-1,-2,2,2,2,2,-2,-2
1299,2,2,1,-1,-1,0,2,1,-2,-2,-2
1300,-2,-3,0,-3,-2,-2,1,1,1,0,-2
1301,2,-2,-2,-3,-3,2,2,1,-3,-3,-2
1302,3,2,1,-2,-3,-2,0,1,2,0,-2
1303,-2,1,2,2,2,-1,-1,0,1,2,2
1304,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1305,-2,0,2,2,1,-2,1,-3,-2,0,1
1306,2,2,-1,-2,-3,-2,-2,-1,0,1,0
1307,0,-1,-1,2,2,2,1,-1,2,2,2
1308,1,1,2,1,-3,-3,-3,2,3,2,2
1309,0,0,2,3,2,1,-2,-3,-2,0,1
1310,2,3,2,2,-1,-2,-2,1,2,2,-1
1311,2,0,-1,-2,-1,1,2,1,-2,-3,-2
1312,2,3,2,2,-1,-2,0,1,1,-1,-2
1313,0,-3,-3,-2,0,2,-2,-3,-3,-2,2
1314,2,2,-1,-2,-1,-2,-1,-3,-1,1,0
1315,-2,-1,0,2,2,0,-2,-2,0,2,2
1316,2,2,2,-2,-2,1,2,3,-1,1,-1
1317,-2,-2,-1,0,1,0,-2,-1,-1,1,2
1318,1,-2,-2,1,2,2,1,-3,-3,-1,3
1319,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3
1320,-1,-2,0,1,-2,-2,-2,-2,2,3,2
1321,2,2,2,-2,-2,-2,0,3,2,-2,-2
1322,-1,-3,0,0,2,3,2,1,-2,-3,-2
1323,-3,1,2,3,2,2,-2,-3,1,2,2
1324,2,1,-2,-2,1,1,-2,-2,-3,-3,-2
1325,1,-3,-2,-1,0,3,2,-2,-2,-2,-2
1326,-3,-2,-3,-3,0,0,1,0,-2,-2,-2
1327,-2,0,2,3,-1,2,-1,-1,2,2,2
1328,1,1,3,2,1,-1,-1,1,2,3,2
1329,-1,1,1,1,0,-2,-2,-1,1,2,1
1330,-2,-1,-1,3,3,3,2,-2,-3,-3,-3
1331,3,3,-3,-3,-3,2,3,-3,-2,2,3
1332,-2,-2,2,2,2,2,1,-2,-2,2,3
1333,2,1,-2,-3,-1,2,2,0,-2,-3,-2
1334,2,3,2,1,-3,-3,-3,1,0,-1,-2
1335,1,1,-2,-2,-2,-1,0,2,2,2,-1
1336,0,1,0,1,1,0,2,3,3,3,3
1337,-2,0,-3,-1,0,3,2,1,-2,-3,-2
1338,3,-2,-3,0,-1,2,1,1,-2,-2,1
1339,2,2,2,2,-2,-2,-2,2,2,2,2
1340,2,2,0,-2,-2,-2,0,2,2,2,-2
1341,2,2,1,-1,-2,3,3,3,3,3,2
1342,1,-1,-1,1,2,3,2,2,-1,-1,1
1343,0,-2,-2,-2,2,2,2,0,-2,-3,1
1344,0,-3,-1,-2,0,1,-2,-2,-2,-2,2
1345,2,2,1,-2,-3,-2,-2,2,3,-1,-2
1346,-3,2,2,2,-1,-3,-3,-2,-1,1,1
1347,-2,-2,0,2,2,1,-2,1,-3,-2,0
1348,2,-2,-2,-2,2,3,2,-1,-2,-3,-2
1349,-3,-3,-1,1,0,-2,-2,-2,-2,1,0
1350,-2,-2,-1,0,2,2,1,-2,-1,0,2
1351,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1
1352,-2,-2,-1,1,0,-2,-2,-2,-2,1,1
1353,1,1,0,-2,-1,-1,0,2,2,1,-2
1354,-2,-1,1,1,2,-1,-1,-1,1,2,2
1355,2,0,-2,-2,-2,-2,-1,1,2,0,-1
1356,3,1,2,-2,-2,-1,2,2,2,0,-2
1357,-2,-1,3,3,2,1,-3,-3,-1,2,3
1358,0,-3,-1,0,2,1,-1,-2,-1,2,2
1359,-2,-2,1,2,3,-1,1,-1,-1,0,2
1360,-2,-2,1,2,1,-1,-2,-2,0,2,2
1361,2,2,3,3,0,-3,-3,-3,-1,0,1
1362,-1,2,2,2,2,0,-1,0,2,2,3
1363,-1,-1,-3,-2,0,2,2,2,1,-2,-2
1364,-2,-2,-2,0,1,2,-1,-2,-2,0,2
1365,3,2,1,-1,-3,-2,-1,0,2,2,0
1366,2,0,1,1,1,-2,-2,-2,-2,-1,2
1367,0,3,3,3,2,-2,0,2,3,3,-2
1368,2,-1,-2,-1,-2,-1,-3,-1,1,0,3
1369,2,2,0,-1,0,1,2,2,0,-2,0
1370,1,-3,-3,-2,3,3,3,3,-2,-3,-3
1371,2,2,2,1,-2,-2,-2,0,2,2,2
1372,1,3,2,1,-3,-3,-3,1,2,2,1
1373,1,-2,-2,-1,2,3,2,1,-1,-3,-2
1374,3,1,-2,-3,-2,-2,-1,-2,-2,-3,-2
1375,2,0,1,-3,-3,-3,0,0,-2,-1,-3
1376,-1,-2,-2,-2,-2,0,2,2,2,-2,-2
1377,2,-3,-3,1,2,1,-1,-3,-3,-1,-2
1378,-2,0,1,0,-2,-2,-1,2,1,2,-2
1379,3,2,2,-1,-2,0,1,1,-1,-2,-3
1380,1,1,-2,-2,-3,-2,0,1,1,-2,-2
1381,-2,-2,-2,1,0,3,1,0,-1,0,2
1382,1,-1,-1,-3,-2,2,2,2,0,-2,-2
1383,-2,-1,0,1,0,-2,-1,-1,1,2,1
1384,-2,-2,-1,2,2,3,2,2,-1,-2,0
1385,2,-2,-2,-1,2,2,2,1,-2,-3,-2
1386,3,1,-2,-3,-1,2,3,2,-2,0,1
1387,-2,-2,-1,2,2,1,-1,-2,-2,-2,-1
1388,2,0,-2,-2,-2,0,2,2,2,-2,-2
1389,-2,0,0,2,1,0,-1,-2,-2,-1,-1
1390,-2,-1,1,2,1,1,0,-2,-1,0,2
1391,0,-1,-2,-1,1,2,2,1,-1,-1,1
1392,2,3,3,-2,-3,-3,-2,3,3,-1,-3
1393,2,-2,-3,1,1,-1,-1,-3,-3,-2,0
1394,-3,-2,3,2,2,-2,-2,-2,2,3,2
1395,-1,1,3,2,-2,-2,-3,-2,2,1,1
1396,2,1,-2,-2,-1,2,2,2,2,-2,-2
1397,-2,0,2,2,1,-2,-3,0,2,3,2
1398,-2,-3,-2,1,2,3,3,2,-2,-1,-1
1399,0,-2,-2,-2,2,2,2,1,-2,-3,-2
1400,3,2,-2,-2,-3,2,2,3,2,1,-2
1401,-1,1,3,2,2,0,-3,-3,-2,0,2
1402,-2,-2,0,2,2,1,0,-2,-1,1,2
1403,1,2,2,2,2,-1,-3,-2,0,1,1
1404,2,2,0,-3,-3,0,2,3,3,3,-3
1405,1,1,-2,-2,-1,1,1,2,0,-1,-1
1406,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1
1407,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1408,-3,-2,0,1,2,1,-2,-2,-2,-2,1
1409,-1,0,2,2,2,2,-2,-2,2,2,2
1410,-2,-2,-1,0,1,-1,-2,-2,-2,-2,0
1411,-2,0,1,2,3,3,2,-3,-1,2,3
1412,-2,-1,0,3,2,-2,-2,-2,-2,2,2
1413,-2,-2,1,1,2,-1,-1,-1,1,2,2
1414,-2,0,1,2,1,-2,-2,-2,-2,1,2
