Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action to Next Point
5,162,-2,-2,-2,-2,-2,-2,-2,1
5,163,-2,-2,-2,-2,-2,-2,1,0
5,164,-2,-2,-2,-2,-2,1,0,1
5,165,-2,-2,-2,-2,1,0,1,1
5,166,-2,-2,-2,1,0,1,1,-2
5,167,-2,-2,1,0,1,1,-2,2
5,168,-2,1,0,1,1,-2,2,-3
5,169,1,0,1,1,-2,2,-3,2
5,170,0,1,1,-2,2,-3,2,0
5,171,1,1,-2,2,-3,2,0,-3
5,172,1,-2,2,-3,2,0,-3,1
5,173,-2,2,-3,2,0,-3,1,2
5,174,2,-3,2,0,-3,1,2,2
5,175,-3,2,0,-3,1,2,2,2
5,176,2,0,-3,1,2,2,2,2
5,177,0,-3,1,2,2,2,2,2
5,178,-3,1,2,2,2,2,2,2
5,179,1,2,2,2,2,2,2,2
5,180,2,2,2,2,2,2,2,2
5,181,2,2,2,2,2,2,2,2
5,182,2,2,2,2,2,2,2,2
5,183,2,2,2,2,2,2,2,-2
5,184,2,2,2,2,2,2,-2,-2
5,185,2,2,2,2,2,-2,-2,-2
5,186,2,2,2,2,-2,-2,-2,-2
5,187,2,2,2,-2,-2,-2,-2,-2
5,188,2,2,-2,-2,-2,-2,-2,0
5,189,2,-2,-2,-2,-2,-2,0,-3
5,190,-2,-2,-2,-2,-2,0,-3,2
5,191,-2,-2,-2,-2,0,-3,2,1
5,192,-2,-2,-2,0,-3,2,1,2
5,193,-2,-2,0,-3,2,1,2,2
5,194,-2,0,-3,2,1,2,2,1
5,195,0,-3,2,1,2,2,1,-2
5,196,-3,2,1,2,2,1,-2,-2
5,197,2,1,2,2,1,-2,-2,-2
5,198,1,2,2,1,-2,-2,-2,-2
5,199,2,2,1,-2,-2,-2,-2,2
5,200,2,1,-2,-2,-2,-2,2,2
5,201,1,-2,-2,-2,-2,2,2,2
5,202,-2,-2,-2,-2,2,2,2,2
5,203,-2,-2,-2,2,2,2,2,-1
5,204,-2,-2,2,2,2,2,-1,-2
5,205,-2,2,2,2,2,-1,-2,2
5,206,2,2,2,2,-1,-2,2,2
5,207,2,2,2,-1,-2,2,2,2
5,208,2,2,-1,-2,2,2,2,-2
5,209,2,-1,-2,2,2,2,-2,-2
5,210,-1,-2,2,2,2,-2,-2,-2
5,211,-2,2,2,2,-2,-2,-2,-2
5,212,2,2,2,-2,-2,-2,-2,-2
5,213,2,2,-2,-2,-2,-2,-2,-2
5,214,2,-2,-2,-2,-2,-2,-2,-2
5,215,-2,-2,-2,-2,-2,-2,-2,-2
5,216,-2,-2,-2,-2,-2,-2,-2,-2
5,217,-2,-2,-2,-2,-2,-2,-2,2
5,218,-2,-2,-2,-2,-2,-2,2,-3
5,219,-2,-2,-2,-2,-2,2,-3,-2
5,220,-2,-2,-2,-2,2,-3,-2,-2
5,221,-2,-2,-2,2,-3,-2,-2,-2
5,222,-2,-2,2,-3,-2,-2,-2,0
5,223,-2,2,-3,-2,-2,-2,0,2
5,224,2,-3,-2,-2,-2,0,2,0
5,225,-3,-2,-2,-2,0,2,0,2
5,226,-2,-2,-2,0,2,0,2,2
5,227,-2,-2,0,2,0,2,2,2
5,228,-2,0,2,0,2,2,2,1
5,229,0,2,0,2,2,2,1,-2
5,230,2,0,2,2,2,1,-2,-2
5,231,0,2,2,2,1,-2,-2,-2
5,232,2,2,2,1,-2,-2,-2,2
5,233,2,2,1,-2,-2,-2,2,-2
5,234,2,1,-2,-2,-2,2,-2,-2
5,235,1,-2,-2,-2,2,-2,-2,-2
5,236,-2,-2,-2,2,-2,-2,-2,1
5,237,-2,-2,2,-2,-2,-2,1,2
5,238,-2,2,-2,-2,-2,1,2,2
5,239,2,-2,-2,-2,1,2,2,1
5,240,-2,-2,-2,1,2,2,1,-2
5,241,-2,-2,1,2,2,1,-2,0
5,242,-2,1,2,2,1,-2,0,-1
5,243,1,2,2,1,-2,0,-1,0
5,244,2,2,1,-2,0,-1,0,-2
5,245,2,1,-2,0,-1,0,-2,-2
5,246,1,-2,0,-1,0,-2,-2,-2
5,247,-2,0,-1,0,-2,-2,-2,-2
5,248,0,-1,0,-2,-2,-2,-2,-2
5,249,-1,0,-2,-2,-2,-2,-2,-1
5,250,0,-2,-2,-2,-2,-2,-1,-1
5,251,-2,-2,-2,-2,-2,-1,-1,1
5,252,-2,-2,-2,-2,-1,-1,1,1
6,1,0,-3,-1,-2,0,1,2,1
6,2,-3,-1,-2,0,1,2,1,1
6,3,-1,-2,0,1,2,1,1,-1
6,4,-2,0,1,2,1,1,-1,-1
6,5,0,1,2,1,1,-1,-1,0
6,6,1,2,1,1,-1,-1,0,0
6,7,2,1,1,-1,-1,0,0,-2
6,8,1,1,-1,-1,0,0,-2,-2
6,9,1,-1,-1,0,0,-2,-2,-2
6,10,-1,-1,0,0,-2,-2,-2,2
6,11,-1,0,0,-2,-2,-2,2,2
6,12,0,0,-2,-2,-2,2,2,0
6,13,0,-2,-2,-2,2,2,0,-2
6,14,-2,-2,-2,2,2,0,-2,-2
6,15,-2,-2,2,2,0,-2,-2,2
6,16,-2,2,2,0,-2,-2,2,2
6,17,2,2,0,-2,-2,2,2,2
6,18,2,0,-2,-2,2,2,2,2
6,19,0,-2,-2,2,2,2,2,2
6,20,-2,-2,2,2,2,2,2,2
6,21,-2,2,2,2,2,2,2,1
6,22,2,2,2,2,2,2,1,2
6,23,2,2,2,2,2,1,2,2
6,24,2,2,2,2,1,2,2,2
6,25,2,2,2,1,2,2,2,0
6,26,2,2,1,2,2,2,0,2
6,27,2,1,2,2,2,0,2,1
6,28,1,2,2,2,0,2,1,1
6,29,2,2,2,0,2,1,1,0
6,30,2,2,0,2,1,1,0,1
6,31,2,0,2,1,1,0,1,2
6,32,0,2,1,1,0,1,2,-1
6,33,2,1,1,0,1,2,-1,-1
6,34,1,1,0,1,2,-1,-1,-2
6,35,1,0,1,2,-1,-1,-2,-2
6,36,0,1,2,-1,-1,-2,-2,-2
6,37,1,2,-1,-1,-2,-2,-2,1
6,38,2,-1,-1,-2,-2,-2,1,-3
6,39,-1,-1,-2,-2,-2,1,-3,1
6,40,-1,-2,-2,-2,1,-3,1,-2
6,41,-2,-2,-2,1,-3,1,-2,-2
6,42,-2,-2,1,-3,1,-2,-2,2
6,43,-2,1,-3,1,-2,-2,2,-3
6,44,1,-3,1,-2,-2,2,-3,-1
6,45,-3,1,-2,-2,2,-3,-1,-2
6,46,1,-2,-2,2,-3,-1,-2,-2
6,47,-2,-2,2,-3,-1,-2,-2,0
6,48,-2,2,-3,-1,-2,-2,0,2
6,49,2,-3,-1,-2,-2,0,2,2
6,50,-3,-1,-2,-2,0,2,2,2
6,51,-1,-2,-2,0,2,2,2,2
6,52,-2,-2,0,2,2,2,2,-1
6,53,-2,0,2,2,2,2,-1,0
6,54,0,2,2,2,2,-1,0,-2
6,55,2,2,2,2,-1,0,-2,0
6,56,2,2,2,-1,0,-2,0,-1
6,57,2,2,-1,0,-2,0,-1,0
6,58,2,-1,0,-2,0,-1,0,0
6,59,-1,0,-2,0,-1,0,0,2
6,60,0,-2,0,-1,0,0,2,2
6,61,-2,0,-1,0,0,2,2,-1
6,62,0,-1,0,0,2,2,-1,-2
6,63,-1,0,0,2,2,-1,-2,2
6,64,0,0,2,2,-1,-2,2,-3
6,65,0,2,2,-1,-2,2,-3,2
6,66,2,2,-1,-2,2,-3,2,-1
6,67,2,-1,-2,2,-3,2,-1,3
6,68,-1,-2,2,-3,2,-1,3,-2
6,69,-2,2,-3,2,-1,3,-2,2
6,70,2,-3,2,-1,3,-2,2,2
6,71,-3,2,-1,3,-2,2,2,2
6,72,2,-1,3,-2,2,2,2,2
6,73,-1,3,-2,2,2,2,2,0
6,74,3,-2,2,2,2,2,0,2
6,75,-2,2,2,2,2,0,2,3
6,76,2,2,2,2,0,2,3,2
6,77,2,2,2,0,2,3,2,2
6,78,2,2,0,2,3,2,2,1
6,79,2,0,2,3,2,2,1,-3
6,80,0,2,3,2,2,1,-3,2
6,81,2,3,2,2,1,-3,2,2
6,82,3,2,2,1,-3,2,2,2
6,83,2,2,1,-3,2,2,2,2
6,84,2,1,-3,2,2,2,2,2
6,85,1,-3,2,2,2,2,2,3
6,86,-3,2,2,2,2,2,3,3
6,87,2,2,2,2,2,3,3,-2
6,88,2,2,2,2,3,3,-2,0
6,89,2,2,2,3,3,-2,0,-2
6,90,2,2,3,3,-2,0,-2,-2
6,91,2,3,3,-2,0,-2,-2,-2
6,92,3,3,-2,0,-2,-2,-2,-2
6,93,3,-2,0,-2,-2,-2,-2,-2
6,94,-2,0,-2,-2,-2,-2,-2,-2
6,95,0,-2,-2,-2,-2,-2,-2,0
6,96,-2,-2,-2,-2,-2,-2,0,-3
6,97,-2,-2,-2,-2,-2,0,-3,2
6,98,-2,-2,-2,-2,0,-3,2,-2
6,99,-2,-2,-2,0,-3,2,-2,-2
6,100,-2,-2,0,-3,2,-2,-2,-1
6,101,-2,0,-3,2,-2,-2,-1,2
6,102,0,-3,2,-2,-2,-1,2,2
6,103,-3,2,-2,-2,-1,2,2,-1
6,104,2,-2,-2,-1,2,2,-1,-2
6,105,-2,-2,-1,2,2,-1,-2,2
6,106,-2,-1,2,2,-1,-2,2,0
6,107,-1,2,2,-1,-2,2,0,3
6,108,2,2,-1,-2,2,0,3,-2
6,109,2,-1,-2,2,0,3,-2,1
6,110,-1,-2,2,0,3,-2,1,2
6,111,-2,2,0,3,-2,1,2,0
6,112,2,0,3,-2,1,2,0,3
6,113,0,3,-2,1,2,0,3,-1
6,114,3,-2,1,2,0,3,-1,1
6,115,-2,1,2,0,3,-1,1,-2
6,116,1,2,0,3,-1,1,-2,-2
6,117,2,0,3,-1,1,-2,-2,-2
6,118,0,3,-1,1,-2,-2,-2,-1
6,119,3,-1,1,-2,-2,-2,-1,1
6,120,-1,1,-2,-2,-2,-1,1,0
6,121,1,-2,-2,-2,-1,1,0,-2
6,122,-2,-2,-2,-1,1,0,-2,-2
6,123,-2,-2,-1,1,0,-2,-2,-2
6,124,-2,-1,1,0,-2,-2,-2,-2
6,125,-1,1,0,-2,-2,-2,-2,1
6,126,1,0,-2,-2,-2,-2,1,-3
6,127,0,-2,-2,-2,-2,1,-3,2
6,128,-2,-2,-2,-2,1,-3,2,2
6,129,-2,-2,-2,1,-3,2,2,2
6,130,-2,-2,1,-3,2,2,2,2
6,131,-2,1,-3,2,2,2,2,2
6,132,1,-3,2,2,2,2,2,2
6,133,-3,2,2,2,2,2,2,2
6,134,2,2,2,2,2,2,2,1
6,135,2,2,2,2,2,2,1,-1
6,136,2,2,2,2,2,1,-1,1
6,137,2,2,2,2,1,-1,1,-2
6,138,2,2,2,1,-1,1,-2,-1
6,139,2,2,1,-1,1,-2,-1,-2
6,140,2,1,-1,1,-2,-1,-2,2
6,141,1,-1,1,-2,-1,-2,2,2
6,142,-1,1,-2,-1,-2,2,2,2
6,143,1,-2,-1,-2,2,2,2,0
6,144,-2,-1,-2,2,2,2,0,-1
6,145,-1,-2,2,2,2,0,-1,-1
6,146,-2,2,2,2,0,-1,-1,0
6,147,2,2,2,0,-1,-1,0,-2
6,148,2,2,0,-1,-1,0,-2,-2
6,149,2,0,-1,-1,0,-2,-2,-2
6,150,0,-1,-1,0,-2,-2,-2,2
6,151,-1,-1,0,-2,-2,-2,2,2
6,152,-1,0,-2,-2,-2,2,2,2
6,153,0,-2,-2,-2,2,2,2,0
6,154,-2,-2,-2,2,2,2,0,-1
6,155,-2,-2,2,2,2,0,-1,2
6,156,-2,2,2,2,0,-1,2,0
6,157,2,2,2,0,-1,2,0,2
6,158,2,2,0,-1,2,0,2,0
6,159,2,0,-1,2,0,2,0,2
6,160,0,-1,2,0,2,0,2,-1
6,161,-1,2,0,2,0,2,-1,0
6,162,2,0,2,0,2,-1,0,-3
6,163,0,2,0,2,-1,0,-3,-1
6,164,2,0,2,-1,0,-3,-1,-2
6,165,0,2,-1,0,-3,-1,-2,-2
6,166,2,-1,0,-3,-1,-2,-2,-2
6,167,-1,0,-3,-1,-2,-2,-2,-2
6,168,0,-3,-1,-2,-2,-2,-2,-2
6,169,-3,-1,-2,-2,-2,-2,-2,-2
6,170,-1,-2,-2,-2,-2,-2,-2,2
6,171,-2,-2,-2,-2,-2,-2,2,2
6,172,-2,-2,-2,-2,-2,2,2,2
6,173,-2,-2,-2,-2,2,2,2,2
6,174,-2,-2,-2,2,2,2,2,2
6,175,-2,-2,2,2,2,2,2,0
6,176,-2,2,2,2,2,2,0,2
6,177,2,2,2,2,2,0,2,2
6,178,2,2,2,2,0,2,2,2
6,179,2,2,2,0,2,2,2,1
6,180,2,2,0,2,2,2,1,0
6,181,2,0,2,2,2,1,0,-3
6,182,0,2,2,2,1,0,-3,2
6,183,2,2,2,1,0,-3,2,-2
6,184,2,2,1,0,-3,2,-2,-2
6,185,2,1,0,-3,2,-2,-2,-2
6,186,1,0,-3,2,-2,-2,-2,-2
6,187,0,-3,2,-2,-2,-2,-2,1
6,188,-3,2,-2,-2,-2,-2,1,1
6,189,2,-2,-2,-2,-2,1,1,0
6,190,-2,-2,-2,-2,1,1,0,2
6,191,-2,-2,-2,1,1,0,2,2
6,192,-2,-2,1,1,0,2,2,2
6,193,-2,1,1,0,2,2,2,2
6,194,1,1,0,2,2,2,2,1
6,195,1,0,2,2,2,2,1,-1
6,196,0,2,2,2,2,1,-1,2
6,197,2,2,2,2,1,-1,2,2
6,198,2,2,2,1,-1,2,2,2
6,199,2,2,1,-1,2,2,2,2
6,200,2,1,-1,2,2,2,2,2
6,201,1,-1,2,2,2,2,2,0
6,202,-1,2,2,2,2,2,0,-2
6,203,2,2,2,2,2,0,-2,-2
6,204,2,2,2,2,0,-2,-2,-2
6,205,2,2,2,0,-2,-2,-2,-2
6,206,2,2,0,-2,-2,-2,-2,-1
6,207,2,0,-2,-2,-2,-2,-1,-1
6,208,0,-2,-2,-2,-2,-1,-1,2
6,209,-2,-2,-2,-2,-1,-1,2,2
6,210,-2,-2,-2,-1,-1,2,2,2
6,211,-2,-2,-1,-1,2,2,2,-2
6,212,-2,-1,-1,2,2,2,-2,1
6,213,-1,-1,2,2,2,-2,1,-3
6,214,-1,2,2,2,-2,1,-3,0
6,215,2,2,2,-2,1,-3,0,-2
6,216,2,2,-2,1,-3,0,-2,2
6,217,2,-2,1,-3,0,-2,2,2
6,218,-2,1,-3,0,-2,2,2,1
6,219,1,-3,0,-2,2,2,1,1
6,220,-3,0,-2,2,2,1,1,1
6,221,0,-2,2,2,1,1,1,0
6,222,-2,2,2,1,1,1,0,2
6,223,2,2,1,1,1,0,2,0
6,224,2,1,1,1,0,2,0,-2
6,225,1,1,1,0,2,0,-2,-2
6,226,1,1,0,2,0,-2,-2,-2
6,227,1,0,2,0,-2,-2,-2,-2
6,228,0,2,0,-2,-2,-2,-2,-1
6,229,2,0,-2,-2,-2,-2,-1,-1
6,230,0,-2,-2,-2,-2,-1,-1,-2
6,231,-2,-2,-2,-2,-1,-1,-2,-2
6,232,-2,-2,-2,-1,-1,-2,-2,0
6,233,-2,-2,-1,-1,-2,-2,0,1
6,234,-2,-1,-1,-2,-2,0,1,2
6,235,-1,-1,-2,-2,0,1,2,0
6,236,-1,-2,-2,0,1,2,0,1
6,237,-2,-2,0,1,2,0,1,2
6,238,-2,0,1,2,0,1,2,2
6,239,0,1,2,0,1,2,2,1
6,240,1,2,0,1,2,2,1,-2
6,241,2,0,1,2,2,1,-2,2
6,242,0,1,2,2,1,-2,2,-3
6,243,1,2,2,1,-2,2,-3,2
6,244,2,2,1,-2,2,-3,2,-2
6,245,2,1,-2,2,-3,2,-2,-2
6,246,1,-2,2,-3,2,-2,-2,-1
6,247,-2,2,-3,2,-2,-2,-1,2
6,248,2,-3,2,-2,-2,-1,2,2
6,249,-3,2,-2,-2,-1,2,2,-1
6,250,2,-2,-2,-1,2,2,-1,-2
6,251,-2,-2,-1,2,2,-1,-2,-2
6,252,-2,-1,2,2,-1,-2,-2,-2
