Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action to Next Point
13,113,-2,-2,-2,-2,-2,-1
13,114,-2,-2,-2,-2,-1,2
13,115,-2,-2,-2,-1,2,2
13,116,-2,-2,-1,2,2,2
13,117,-2,-1,2,2,2,2
13,118,-1,2,2,2,2,-2
13,119,2,2,2,2,-2,-1
13,120,2,2,2,-2,-1,-1
13,121,2,2,-2,-1,-1,1
13,122,2,-2,-1,-1,1,2
13,123,-2,-1,-1,1,2,2
13,124,-1,-1,1,2,2,2
13,125,-1,1,2,2,2,2
13,126,1,2,2,2,2,2
13,127,2,2,2,2,2,2
13,128,2,2,2,2,2,2
13,129,2,2,2,2,2,1
13,130,2,2,2,2,1,-2
13,131,2,2,2,1,-2,-1
13,132,2,2,1,-2,-1,1
13,133,2,1,-2,-1,1,0
13,134,1,-2,-1,1,0,-1
13,135,-2,-1,1,0,-1,0
13,136,-1,1,0,-1,0,-1
13,137,1,0,-1,0,-1,-2
13,138,0,-1,0,-1,-2,-2
13,139,-1,0,-1,-2,-2,-1
13,140,0,-1,-2,-2,-1,2
13,141,-1,-2,-2,-1,2,2
13,142,-2,-2,-1,2,2,2
13,143,-2,-1,2,2,2,2
13,144,-1,2,2,2,2,1
13,145,2,2,2,2,1,0
13,146,2,2,2,1,0,1
13,147,2,2,1,0,1,-2
13,148,2,1,0,1,-2,-2
13,149,1,0,1,-2,-2,-2
13,150,0,1,-2,-2,-2,-2
13,151,1,-2,-2,-2,-2,-2
13,152,-2,-2,-2,-2,-2,-2
13,153,-2,-2,-2,-2,-2,2
13,154,-2,-2,-2,-2,2,2
13,155,-2,-2,-2,2,2,2
13,156,-2,-2,2,2,2,0
13,157,-2,2,2,2,0,-1
13,158,2,2,2,0,-1,-1
13,159,2,2,0,-1,-1,-2
13,160,2,0,-1,-1,-2,-1
13,161,0,-1,-1,-2,-1,1
13,162,-1,-1,-2,-1,1,1
13,163,-1,-2,-1,1,1,2
13,164,-2,-1,1,1,2,2
13,165,-1,1,1,2,2,2
13,166,1,1,2,2,2,2
13,167,1,2,2,2,2,1
13,168,2,2,2,2,1,2
13,169,2,2,2,1,2,2
13,170,2,2,1,2,2,2
13,171,2,1,2,2,2,1
13,172,1,2,2,2,1,2
13,173,2,2,2,1,2,-1
13,174,2,2,1,2,-1,-2
13,175,2,1,2,-1,-2,-2
13,176,1,2,-1,-2,-2,-2
13,177,2,-1,-2,-2,-2,-2
13,178,-1,-2,-2,-2,-2,-2
13,179,-2,-2,-2,-2,-2,0
13,180,-2,-2,-2,-2,0,0
13,181,-2,-2,-2,0,0,2
13,182,-2,-2,0,0,2,-2
13,183,-2,0,0,2,-2,0
13,184,0,0,2,-2,0,-1
13,185,0,2,-2,0,-1,2
13,186,2,-2,0,-1,2,2
13,187,-2,0,-1,2,2,2
13,188,0,-1,2,2,2,2
13,189,-1,2,2,2,2,1
13,190,2,2,2,2,1,0
13,191,2,2,2,1,0,2
13,192,2,2,1,0,2,1
13,193,2,1,0,2,1,0
13,194,1,0,2,1,0,-2
13,195,0,2,1,0,-2,-1
13,196,2,1,0,-2,-1,1
13,197,1,0,-2,-1,1,2
13,198,0,-2,-1,1,2,2
13,199,-2,-1,1,2,2,2
13,200,-1,1,2,2,2,2
13,201,1,2,2,2,2,-2
13,202,2,2,2,2,-2,3
13,203,2,2,2,-2,3,-2
13,204,2,2,-2,3,-2,-1
13,205,2,-2,3,-2,-1,2
13,206,-2,3,-2,-1,2,2
13,207,3,-2,-1,2,2,0
13,208,-2,-1,2,2,0,2
13,209,-1,2,2,0,2,2
13,210,2,2,0,2,2,1
13,211,2,0,2,2,1,3
13,212,0,2,2,1,3,2
13,213,2,2,1,3,2,-2
13,214,2,1,3,2,-2,3
13,215,1,3,2,-2,3,-2
13,216,3,2,-2,3,-2,0
13,217,2,-2,3,-2,0,0
13,218,-2,3,-2,0,0,-1
13,219,3,-2,0,0,-1,2
13,220,-2,0,0,-1,2,1
13,221,0,0,-1,2,1,2
13,222,0,-1,2,1,2,-2
13,223,-1,2,1,2,-2,3
13,224,2,1,2,-2,3,-1
13,225,1,2,-2,3,-1,2
13,226,2,-2,3,-1,2,2
13,227,-2,3,-1,2,2,2
13,228,3,-1,2,2,2,2
13,229,-1,2,2,2,2,0
13,230,2,2,2,2,0,-2
13,231,2,2,2,0,-2,-2
13,232,2,2,0,-2,-2,2
13,233,2,0,-2,-2,2,2
13,234,0,-2,-2,2,2,2
13,235,-2,-2,2,2,2,2
13,236,-2,2,2,2,2,-3
13,237,2,2,2,2,-3,-3
13,238,2,2,2,-3,-3,2
13,239,2,2,-3,-3,2,2
13,240,2,-3,-3,2,2,-2
13,241,-3,-3,2,2,-2,3
13,242,-3,2,2,-2,3,-2
13,243,2,2,-2,3,-2,-1
13,244,2,-2,3,-2,-1,2
13,245,-2,3,-2,-1,2,2
13,246,3,-2,-1,2,2,2
13,247,-2,-1,2,2,2,2
13,248,-1,2,2,2,2,2
13,249,2,2,2,2,2,1
13,250,2,2,2,2,1,2
13,251,2,2,2,1,2,2
13,252,2,2,1,2,2,2
13,253,2,1,2,2,2,2
13,254,1,2,2,2,2,0
13,255,2,2,2,2,0,3
14,1,-1,-2,-2,-1,1,-2
14,2,-2,-2,-1,1,-2,-2
14,3,-2,-1,1,-2,-2,-2
14,4,-1,1,-2,-2,-2,-2
14,5,1,-2,-2,-2,-2,-2
14,6,-2,-2,-2,-2,-2,-2
14,7,-2,-2,-2,-2,-2,-2
14,8,-2,-2,-2,-2,-2,-2
14,9,-2,-2,-2,-2,-2,1
14,10,-2,-2,-2,-2,1,-3
14,11,-2,-2,-2,1,-3,-2
14,12,-2,-2,1,-3,-2,2
14,13,-2,1,-3,-2,2,-3
14,14,1,-3,-2,2,-3,2
14,15,-3,-2,2,-3,2,-1
14,16,-2,2,-3,2,-1,-2
14,17,2,-3,2,-1,-2,-2
14,18,-3,2,-1,-2,-2,2
14,19,2,-1,-2,-2,2,2
14,20,-1,-2,-2,2,2,2
14,21,-2,-2,2,2,2,2
14,22,-2,2,2,2,2,2
14,23,2,2,2,2,2,2
14,24,2,2,2,2,2,2
14,25,2,2,2,2,2,-1
14,26,2,2,2,2,-1,-2
14,27,2,2,2,-1,-2,-2
14,28,2,2,-1,-2,-2,-2
14,29,2,-1,-2,-2,-2,-2
14,30,-1,-2,-2,-2,-2,-2
14,31,-2,-2,-2,-2,-2,2
14,32,-2,-2,-2,-2,2,2
14,33,-2,-2,-2,2,2,2
14,34,-2,-2,2,2,2,2
14,35,-2,2,2,2,2,2
14,36,2,2,2,2,2,0
14,37,2,2,2,2,0,-2
14,38,2,2,2,0,-2,-2
14,39,2,2,0,-2,-2,-2
14,40,2,0,-2,-2,-2,-2
14,41,0,-2,-2,-2,-2,-2
14,42,-2,-2,-2,-2,-2,-2
14,43,-2,-2,-2,-2,-2,-2
14,44,-2,-2,-2,-2,-2,-2
14,45,-2,-2,-2,-2,-2,-2
14,46,-2,-2,-2,-2,-2,-2
14,47,-2,-2,-2,-2,-2,-2
14,48,-2,-2,-2,-2,-2,-2
14,49,-2,-2,-2,-2,-2,-1
14,50,-2,-2,-2,-2,-1,2
14,51,-2,-2,-2,-1,2,2
14,52,-2,-2,-1,2,2,-2
14,53,-2,-1,2,2,-2,3
14,54,-1,2,2,-2,3,0
14,55,2,2,-2,3,0,2
14,56,2,-2,3,0,2,2
14,57,-2,3,0,2,2,2
14,58,3,0,2,2,2,2
14,59,0,2,2,2,2,2
14,60,2,2,2,2,2,2
14,61,2,2,2,2,2,0
14,62,2,2,2,2,0,-2
14,63,2,2,2,0,-2,-2
14,64,2,2,0,-2,-2,-2
14,65,2,0,-2,-2,-2,-2
14,66,0,-2,-2,-2,-2,-2
14,67,-2,-2,-2,-2,-2,-1
14,68,-2,-2,-2,-2,-1,0
14,69,-2,-2,-2,-1,0,-1
14,70,-2,-2,-1,0,-1,2
14,71,-2,-1,0,-1,2,1
14,72,-1,0,-1,2,1,2
14,73,0,-1,2,1,2,2
14,74,-1,2,1,2,2,-2
14,75,2,1,2,2,-2,-2
14,76,1,2,2,-2,-2,-2
14,77,2,2,-2,-2,-2,0
14,78,2,-2,-2,-2,0,1
14,79,-2,-2,-2,0,1,1
14,80,-2,-2,0,1,1,-1
14,81,-2,0,1,1,-1,-2
14,82,0,1,1,-1,-2,0
14,83,1,1,-1,-2,0,2
14,84,1,-1,-2,0,2,2
14,85,-1,-2,0,2,2,0
14,86,-2,0,2,2,0,-2
14,87,0,2,2,0,-2,-2
14,88,2,2,0,-2,-2,2
14,89,2,0,-2,-2,2,2
14,90,0,-2,-2,2,2,2
14,91,-2,-2,2,2,2,2
14,92,-2,2,2,2,2,2
14,93,2,2,2,2,2,2
14,94,2,2,2,2,2,2
14,95,2,2,2,2,2,-2
14,96,2,2,2,2,-2,-2
14,97,2,2,2,-2,-2,-2
14,98,2,2,-2,-2,-2,-1
14,99,2,-2,-2,-2,-1,2
14,100,-2,-2,-2,-1,2,-1
14,101,-2,-2,-1,2,-1,2
14,102,-2,-1,2,-1,2,-2
14,103,-1,2,-1,2,-2,0
14,104,2,-1,2,-2,0,-2
14,105,-1,2,-2,0,-2,-1
14,106,2,-2,0,-2,-1,-1
14,107,-2,0,-2,-1,-1,0
14,108,0,-2,-1,-1,0,2
14,109,-2,-1,-1,0,2,2
14,110,-1,-1,0,2,2,0
14,111,-1,0,2,2,0,-1
14,112,0,2,2,0,-1,1
14,113,2,2,0,-1,1,1
14,114,2,0,-1,1,1,1
14,115,0,-1,1,1,1,2
14,116,-1,1,1,1,2,2
14,117,1,1,1,2,2,-2
14,118,1,1,2,2,-2,3
14,119,1,2,2,-2,3,-2
14,120,2,2,-2,3,-2,-1
14,121,2,-2,3,-2,-1,-1
14,122,-2,3,-2,-1,-1,0
14,123,3,-2,-1,-1,0,-2
14,124,-2,-1,-1,0,-2,0
14,125,-1,-1,0,-2,0,2
14,126,-1,0,-2,0,2,-1
14,127,0,-2,0,2,-1,3
14,128,-2,0,2,-1,3,-2
14,129,0,2,-1,3,-2,0
14,130,2,-1,3,-2,0,1
14,131,-1,3,-2,0,1,1
14,132,3,-2,0,1,1,-1
14,133,-2,0,1,1,-1,-2
14,134,0,1,1,-1,-2,-2
14,135,1,1,-1,-2,-2,-2
14,136,1,-1,-2,-2,-2,-2
14,137,-1,-2,-2,-2,-2,-1
14,138,-2,-2,-2,-2,-1,1
14,139,-2,-2,-2,-1,1,2
14,140,-2,-2,-1,1,2,-2
14,141,-2,-1,1,2,-2,-2
14,142,-1,1,2,-2,-2,-3
14,143,1,2,-2,-2,-3,-2
14,144,2,-2,-2,-3,-2,-2
14,145,-2,-2,-3,-2,-2,-2
14,146,-2,-3,-2,-2,-2,-1
14,147,-3,-2,-2,-2,-1,-1
14,148,-2,-2,-2,-1,-1,-2
14,149,-2,-2,-1,-1,-2,-2
14,150,-2,-1,-1,-2,-2,-3
14,151,-1,-1,-2,-2,-3,-3
14,152,-1,-2,-2,-3,-3,2
14,153,-2,-2,-3,-3,2,2
14,154,-2,-3,-3,2,2,2
14,155,-3,-3,2,2,2,2
14,156,-3,2,2,2,2,-1
14,157,2,2,2,2,-1,3
14,158,2,2,2,-1,3,-2
14,159,2,2,-1,3,-2,-2
14,160,2,-1,3,-2,-2,-2
14,161,-1,3,-2,-2,-2,-2
14,162,3,-2,-2,-2,-2,2
14,163,-2,-2,-2,-2,2,2
14,164,-2,-2,-2,2,2,2
14,165,-2,-2,2,2,2,2
14,166,-2,2,2,2,2,2
14,167,2,2,2,2,2,-2
14,168,2,2,2,2,-2,2
14,169,2,2,2,-2,2,-3
14,170,2,2,-2,2,-3,0
14,171,2,-2,2,-3,0,-2
14,172,-2,2,-3,0,-2,0
14,173,2,-3,0,-2,0,1
14,174,-3,0,-2,0,1,0
14,175,0,-2,0,1,0,2
14,176,-2,0,1,0,2,2
14,177,0,1,0,2,2,2
14,178,1,0,2,2,2,2
14,179,0,2,2,2,2,2
14,180,2,2,2,2,2,2
14,181,2,2,2,2,2,2
14,182,2,2,2,2,2,1
14,183,2,2,2,2,1,0
14,184,2,2,2,1,0,2
14,185,2,2,1,0,2,2
14,186,2,1,0,2,2,0
14,187,1,0,2,2,0,1
14,188,0,2,2,0,1,-2
14,189,2,2,0,1,-2,2
14,190,2,0,1,-2,2,-1
14,191,0,1,-2,2,-1,-1
14,192,1,-2,2,-1,-1,0
14,193,-2,2,-1,-1,0,2
14,194,2,-1,-1,0,2,2
14,195,-1,-1,0,2,2,2
14,196,-1,0,2,2,2,1
14,197,0,2,2,2,1,0
14,198,2,2,2,1,0,-2
14,199,2,2,1,0,-2,1
14,200,2,1,0,-2,1,-1
14,201,1,0,-2,1,-1,-1
14,202,0,-2,1,-1,-1,2
14,203,-2,1,-1,-1,2,2
14,204,1,-1,-1,2,2,2
14,205,-1,-1,2,2,2,2
14,206,-1,2,2,2,2,1
14,207,2,2,2,2,1,2
14,208,2,2,2,1,2,3
14,209,2,2,1,2,3,2
14,210,2,1,2,3,2,2
14,211,1,2,3,2,2,1
14,212,2,3,2,2,1,2
14,213,3,2,2,1,2,2
14,214,2,2,1,2,2,2
14,215,2,1,2,2,2,2
14,216,1,2,2,2,2,2
14,217,2,2,2,2,2,2
14,218,2,2,2,2,2,2
14,219,2,2,2,2,2,2
14,220,2,2,2,2,2,2
14,221,2,2,2,2,2,1
14,222,2,2,2,2,1,-2
14,223,2,2,2,1,-2,-2
14,224,2,2,1,-2,-2,0
14,225,2,1,-2,-2,0,1
14,226,1,-2,-2,0,1,-1
14,227,-2,-2,0,1,-1,-1
14,228,-2,0,1,-1,-1,-2
14,229,0,1,-1,-1,-2,-2
14,230,1,-1,-1,-2,-2,-2
14,231,-1,-1,-2,-2,-2,-2
14,232,-1,-2,-2,-2,-2,1
14,233,-2,-2,-2,-2,1,2
14,234,-2,-2,-2,1,2,0
14,235,-2,-2,1,2,0,-2
14,236,-2,1,2,0,-2,0
14,237,1,2,0,-2,0,-3
14,238,2,0,-2,0,-3,-2
14,239,0,-2,0,-3,-2,-1
14,240,-2,0,-3,-2,-1,1
14,241,0,-3,-2,-1,1,-1
14,242,-3,-2,-1,1,-1,-2
14,243,-2,-1,1,-1,-2,-2
14,244,-1,1,-1,-2,-2,1
14,245,1,-1,-2,-2,1,-2
14,246,-1,-2,-2,1,-2,3
14,247,-2,-2,1,-2,3,-2
14,248,-2,1,-2,3,-2,2
14,249,1,-2,3,-2,2,-1
14,250,-2,3,-2,2,-1,2
14,251,3,-2,2,-1,2,-1
14,252,-2,2,-1,2,-1,1
14,253,2,-1,2,-1,1,-2
14,254,-1,2,-1,1,-2,-2
15,1,-1,-2,2,-3,2,1
15,2,-2,2,-3,2,1,2
15,3,2,-3,2,1,2,2
15,4,-3,2,1,2,2,2
15,5,2,1,2,2,2,2
15,6,1,2,2,2,2,2
15,7,2,2,2,2,2,1
15,8,2,2,2,2,1,-1
15,9,2,2,2,1,-1,0
15,10,2,2,1,-1,0,3
15,11,2,1,-1,0,3,0
15,12,1,-1,0,3,0,-2
15,13,-1,0,3,0,-2,-2
15,14,0,3,0,-2,-2,-2
15,15,3,0,-2,-2,-2,-2
15,16,0,-2,-2,-2,-2,-2
15,17,-2,-2,-2,-2,-2,-2
15,18,-2,-2,-2,-2,-2,2
15,19,-2,-2,-2,-2,2,2
15,20,-2,-2,-2,2,2,2
15,21,-2,-2,2,2,2,2
15,22,-2,2,2,2,2,-3
15,23,2,2,2,2,-3,2
15,24,2,2,2,-3,2,2
15,25,2,2,-3,2,2,2
15,26,2,-3,2,2,2,2
15,27,-3,2,2,2,2,-2
15,28,2,2,2,2,-2,1
15,29,2,2,2,-2,1,0
15,30,2,2,-2,1,0,1
15,31,2,-2,1,0,1,2
15,32,-2,1,0,1,2,2
15,33,1,0,1,2,2,2
15,34,0,1,2,2,2,1
15,35,1,2,2,2,1,0
15,36,2,2,2,1,0,0
15,37,2,2,1,0,0,2
15,38,2,1,0,0,2,0
15,39,1,0,0,2,0,-2
15,40,0,0,2,0,-2,-2
15,41,0,2,0,-2,-2,-2
15,42,2,0,-2,-2,-2,-2
15,43,0,-2,-2,-2,-2,2
15,44,-2,-2,-2,-2,2,-1
15,45,-2,-2,-2,2,-1,3
15,46,-2,-2,2,-1,3,0
15,47,-2,2,-1,3,0,2
15,48,2,-1,3,0,2,1
15,49,-1,3,0,2,1,0
15,50,3,0,2,1,0,-1
15,51,0,2,1,0,-1,1
15,52,2,1,0,-1,1,2
15,53,1,0,-1,1,2,2
15,54,0,-1,1,2,2,2
15,55,-1,1,2,2,2,2
15,56,1,2,2,2,2,1
15,57,2,2,2,2,1,-2
15,58,2,2,2,1,-2,-2
15,59,2,2,1,-2,-2,-2
15,60,2,1,-2,-2,-2,-2
15,61,1,-2,-2,-2,-2,-2
15,62,-2,-2,-2,-2,-2,-2
15,63,-2,-2,-2,-2,-2,1
15,64,-2,-2,-2,-2,1,2
15,65,-2,-2,-2,1,2,2
15,66,-2,-2,1,2,2,2
15,67,-2,1,2,2,2,2
15,68,1,2,2,2,2,2
15,69,2,2,2,2,2,2
15,70,2,2,2,2,2,2
15,71,2,2,2,2,2,-2
15,72,2,2,2,2,-2,-2
15,73,2,2,2,-2,-2,-2
15,74,2,2,-2,-2,-2,-2
15,75,2,-2,-2,-2,-2,-2
15,76,-2,-2,-2,-2,-2,-2
15,77,-2,-2,-2,-2,-2,0
15,78,-2,-2,-2,-2,0,1
15,79,-2,-2,-2,0,1,1
15,80,-2,-2,0,1,1,-1
15,81,-2,0,1,1,-1,-2
15,82,0,1,1,-1,-2,-2
15,83,1,1,-1,-2,-2,-2
15,84,1,-1,-2,-2,-2,-2
15,85,-1,-2,-2,-2,-2,0
15,86,-2,-2,-2,-2,0,-3
15,87,-2,-2,-2,0,-3,1
15,88,-2,-2,0,-3,1,-1
15,89,-2,0,-3,1,-1,0
15,90,0,-3,1,-1,0,-2
15,91,-3,1,-1,0,-2,-2
15,92,1,-1,0,-2,-2,-2
15,93,-1,0,-2,-2,-2,2
15,94,0,-2,-2,-2,2,2
15,95,-2,-2,-2,2,2,2
15,96,-2,-2,2,2,2,-1
15,97,-2,2,2,2,-1,1
15,98,2,2,2,-1,1,-1
15,99,2,2,-1,1,-1,1
15,100,2,-1,1,-1,1,-2
15,101,-1,1,-1,1,-2,2
15,102,1,-1,1,-2,2,2
15,103,-1,1,-2,2,2,1
15,104,1,-2,2,2,1,2
15,105,-2,2,2,1,2,-1
15,106,2,2,1,2,-1,-1
15,107,2,1,2,-1,-1,-2
15,108,1,2,-1,-1,-2,-2
15,109,2,-1,-1,-2,-2,0
15,110,-1,-1,-2,-2,0,-1
15,111,-1,-2,-2,0,-1,2
15,112,-2,-2,0,-1,2,2
15,113,-2,0,-1,2,2,2
15,114,0,-1,2,2,2,3
15,115,-1,2,2,2,3,2
15,116,2,2,2,3,2,2
15,117,2,2,3,2,2,1
15,118,2,3,2,2,1,-2
15,119,3,2,2,1,-2,-1
15,120,2,2,1,-2,-1,-1
15,121,2,1,-2,-1,-1,0
15,122,1,-2,-1,-1,0,-1
15,123,-2,-1,-1,0,-1,-1
15,124,-1,-1,0,-1,-1,-2
15,125,-1,0,-1,-1,-2,-2
15,126,0,-1,-1,-2,-2,2
15,127,-1,-1,-2,-2,2,-3
15,128,-1,-2,-2,2,-3,2
15,129,-2,-2,2,-3,2,-2
15,130,-2,2,-3,2,-2,-2
15,131,2,-3,2,-2,-2,1
15,132,-3,2,-2,-2,1,2
15,133,2,-2,-2,1,2,0
15,134,-2,-2,1,2,0,-1
15,135,-2,1,2,0,-1,2
15,136,1,2,0,-1,2,2
15,137,2,0,-1,2,2,2
15,138,0,-1,2,2,2,1
15,139,-1,2,2,2,1,-1
15,140,2,2,2,1,-1,2
15,141,2,2,1,-1,2,2
15,142,2,1,-1,2,2,2
15,143,1,-1,2,2,2,-2
15,144,-1,2,2,2,-2,-2
15,145,2,2,2,-2,-2,-2
15,146,2,2,-2,-2,-2,-2
15,147,2,-2,-2,-2,-2,-2
15,148,-2,-2,-2,-2,-2,-2
15,149,-2,-2,-2,-2,-2,-2
15,150,-2,-2,-2,-2,-2,0
15,151,-2,-2,-2,-2,0,-1
15,152,-2,-2,-2,0,-1,0
15,153,-2,-2,0,-1,0,-1
15,154,-2,0,-1,0,-1,-2
15,155,0,-1,0,-1,-2,-2
15,156,-1,0,-1,-2,-2,-2
15,157,0,-1,-2,-2,-2,-2
15,158,-1,-2,-2,-2,-2,-2
15,159,-2,-2,-2,-2,-2,2
15,160,-2,-2,-2,-2,2,2
15,161,-2,-2,-2,2,2,2
15,162,-2,-2,2,2,2,2
15,163,-2,2,2,2,2,-2
15,164,2,2,2,2,-2,3
15,165,2,2,2,-2,3,-2
15,166,2,2,-2,3,-2,3
15,167,2,-2,3,-2,3,-2
15,168,-2,3,-2,3,-2,2
15,169,3,-2,3,-2,2,2
15,170,-2,3,-2,2,2,-2
15,171,3,-2,2,2,-2,-2
15,172,-2,2,2,-2,-2,-2
15,173,2,2,-2,-2,-2,-2
15,174,2,-2,-2,-2,-2,2
15,175,-2,-2,-2,-2,2,2
15,176,-2,-2,-2,2,2,2
15,177,-2,-2,2,2,2,2
15,178,-2,2,2,2,2,-1
15,179,2,2,2,2,-1,2
15,180,2,2,2,-1,2,2
15,181,2,2,-1,2,2,2
15,182,2,-1,2,2,2,0
15,183,-1,2,2,2,0,-1
15,184,2,2,2,0,-1,2
15,185,2,2,0,-1,2,-2
15,186,2,0,-1,2,-2,3
15,187,0,-1,2,-2,3,-2
15,188,-1,2,-2,3,-2,-2
15,189,2,-2,3,-2,-2,-1
15,190,-2,3,-2,-2,-1,0
15,191,3,-2,-2,-1,0,-2
15,192,-2,-2,-1,0,-2,-2
15,193,-2,-1,0,-2,-2,0
15,194,-1,0,-2,-2,0,2
15,195,0,-2,-2,0,2,2
15,196,-2,-2,0,2,2,2
15,197,-2,0,2,2,2,-2
15,198,0,2,2,2,-2,-1
15,199,2,2,2,-2,-1,2
15,200,2,2,-2,-1,2,0
15,201,2,-2,-1,2,0,-2
15,202,-2,-1,2,0,-2,0
15,203,-1,2,0,-2,0,-1
15,204,2,0,-2,0,-1,-2
15,205,0,-2,0,-1,-2,-2
15,206,-2,0,-1,-2,-2,2
15,207,0,-1,-2,-2,2,-3
15,208,-1,-2,-2,2,-3,2
15,209,-2,-2,2,-3,2,-2
15,210,-2,2,-3,2,-2,2
15,211,2,-3,2,-2,2,-2
15,212,-3,2,-2,2,-2,-2
15,213,2,-2,2,-2,-2,-2
15,214,-2,2,-2,-2,-2,-2
15,215,2,-2,-2,-2,-2,-2
15,216,-2,-2,-2,-2,-2,0
15,217,-2,-2,-2,-2,0,0
15,218,-2,-2,-2,0,0,0
15,219,-2,-2,0,0,0,-2
15,220,-2,0,0,0,-2,2
15,221,0,0,0,-2,2,2
15,222,0,0,-2,2,2,2
15,223,0,-2,2,2,2,2
15,224,-2,2,2,2,2,-1
15,225,2,2,2,2,-1,-2
15,226,2,2,2,-1,-2,-2
15,227,2,2,-1,-2,-2,-2
15,228,2,-1,-2,-2,-2,-1
15,229,-1,-2,-2,-2,-1,2
15,230,-2,-2,-2,-1,2,-2
15,231,-2,-2,-1,2,-2,-2
15,232,-2,-1,2,-2,-2,-2
15,233,-1,2,-2,-2,-2,2
15,234,2,-2,-2,-2,2,2
15,235,-2,-2,-2,2,2,2
15,236,-2,-2,2,2,2,-2
15,237,-2,2,2,2,-2,-2
15,238,2,2,2,-2,-2,-2
15,239,2,2,-2,-2,-2,2
15,240,2,-2,-2,-2,2,3
15,241,-2,-2,-2,2,3,2
15,242,-2,-2,2,3,2,-2
15,243,-2,2,3,2,-2,-2
15,244,2,3,2,-2,-2,-2
15,245,3,2,-2,-2,-2,2
15,246,2,-2,-2,-2,2,1
15,247,-2,-2,-2,2,1,-1
15,248,-2,-2,2,1,-1,-2
15,249,-2,2,1,-1,-2,2
15,250,2,1,-1,-2,2,1
15,251,1,-1,-2,2,1,-1
15,252,-1,-2,2,1,-1,-2
15,253,-2,2,1,-1,-2,-2
15,254,2,1,-1,-2,-2,-2
16,1,0,-2,-2,-2,-2,-2
16,2,-2,-2,-2,-2,-2,-2
16,3,-2,-2,-2,-2,-2,2
16,4,-2,-2,-2,-2,2,2
16,5,-2,-2,-2,2,2,2
16,6,-2,-2,2,2,2,2
16,7,-2,2,2,2,2,-2
16,8,2,2,2,2,-2,0
16,9,2,2,2,-2,0,-1
16,10,2,2,-2,0,-1,2
16,11,2,-2,0,-1,2,2
16,12,-2,0,-1,2,2,-1
16,13,0,-1,2,2,-1,-2
16,14,-1,2,2,-1,-2,-2
16,15,2,2,-1,-2,-2,-2
16,16,2,-1,-2,-2,-2,-2
16,17,-1,-2,-2,-2,-2,-2
16,18,-2,-2,-2,-2,-2,-2
16,19,-2,-2,-2,-2,-2,-2
16,20,-2,-2,-2,-2,-2,-2
16,21,-2,-2,-2,-2,-2,0
16,22,-2,-2,-2,-2,0,-2
16,23,-2,-2,-2,0,-2,-2
16,24,-2,-2,0,-2,-2,-2
16,25,-2,0,-2,-2,-2,0
16,26,0,-2,-2,-2,0,2
16,27,-2,-2,-2,0,2,2
16,28,-2,-2,0,2,2,1
16,29,-2,0,2,2,1,-2
16,30,0,2,2,1,-2,-2
16,31,2,2,1,-2,-2,1
16,32,2,1,-2,-2,1,-3
16,33,1,-2,-2,1,-3,0
16,34,-2,-2,1,-3,0,-2
16,35,-2,1,-3,0,-2,2
16,36,1,-3,0,-2,2,2
16,37,-3,0,-2,2,2,2
16,38,0,-2,2,2,2,2
16,39,-2,2,2,2,2,-1
16,40,2,2,2,2,-1,-2
16,41,2,2,2,-1,-2,2
16,42,2,2,-1,-2,2,-2
16,43,2,-1,-2,2,-2,3
16,44,-1,-2,2,-2,3,-2
16,45,-2,2,-2,3,-2,-2
16,46,2,-2,3,-2,-2,-2
16,47,-2,3,-2,-2,-2,-1
16,48,3,-2,-2,-2,-1,2
16,49,-2,-2,-2,-1,2,1
16,50,-2,-2,-1,2,1,0
16,51,-2,-1,2,1,0,2
16,52,-1,2,1,0,2,2
16,53,2,1,0,2,2,1
16,54,1,0,2,2,1,-2
16,55,0,2,2,1,-2,2
16,56,2,2,1,-2,2,-3
16,57,2,1,-2,2,-3,2
16,58,1,-2,2,-3,2,-1
16,59,-2,2,-3,2,-1,-2
16,60,2,-3,2,-1,-2,-2
16,61,-3,2,-1,-2,-2,-2
16,62,2,-1,-2,-2,-2,-2
16,63,-1,-2,-2,-2,-2,1
16,64,-2,-2,-2,-2,1,2
16,65,-2,-2,-2,1,2,2
16,66,-2,-2,1,2,2,2
16,67,-2,1,2,2,2,2
16,68,1,2,2,2,2,2
16,69,2,2,2,2,2,0
16,70,2,2,2,2,0,-1
16,71,2,2,2,0,-1,1
16,72,2,2,0,-1,1,-2
16,73,2,0,-1,1,-2,-1
16,74,0,-1,1,-2,-1,1
16,75,-1,1,-2,-1,1,2
16,76,1,-2,-1,1,2,1
16,77,-2,-1,1,2,1,0
16,78,-1,1,2,1,0,-1
16,79,1,2,1,0,-1,-2
16,80,2,1,0,-1,-2,-1
16,81,1,0,-1,-2,-1,2
16,82,0,-1,-2,-1,2,-2
16,83,-1,-2,-1,2,-2,3
16,84,-2,-1,2,-2,3,-2
16,85,-1,2,-2,3,-2,-2
16,86,2,-2,3,-2,-2,-2
16,87,-2,3,-2,-2,-2,-2
16,88,3,-2,-2,-2,-2,-2
16,89,-2,-2,-2,-2,-2,-2
16,90,-2,-2,-2,-2,-2,-1
16,91,-2,-2,-2,-2,-1,0
16,92,-2,-2,-2,-1,0,-1
16,93,-2,-2,-1,0,-1,-2
16,94,-2,-1,0,-1,-2,2
16,95,-1,0,-1,-2,2,-3
