Region No,Group No,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action to Next Point
18,128,-2,0,-1,0,-2,-2,1,2
18,129,0,-1,0,-2,-2,1,2,2
18,130,-1,0,-2,-2,1,2,2,1
18,131,0,-2,-2,1,2,2,1,-2
18,132,-2,-2,1,2,2,1,-2,-2
18,133,-2,1,2,2,1,-2,-2,-2
18,134,1,2,2,1,-2,-2,-2,2
18,135,2,2,1,-2,-2,-2,2,2
18,136,2,1,-2,-2,-2,2,2,2
18,137,1,-2,-2,-2,2,2,2,2
18,138,-2,-2,-2,2,2,2,2,2
18,139,-2,-2,2,2,2,2,2,2
18,140,-2,2,2,2,2,2,2,2
18,141,2,2,2,2,2,2,2,2
18,142,2,2,2,2,2,2,2,1
18,143,2,2,2,2,2,2,1,0
18,144,2,2,2,2,2,1,0,2
18,145,2,2,2,2,1,0,2,2
18,146,2,2,2,1,0,2,2,1
18,147,2,2,1,0,2,2,1,-2
18,148,2,1,0,2,2,1,-2,-2
18,149,1,0,2,2,1,-2,-2,-2
18,150,0,2,2,1,-2,-2,-2,-2
18,151,2,2,1,-2,-2,-2,-2,1
18,152,2,1,-2,-2,-2,-2,1,2
18,153,1,-2,-2,-2,-2,1,2,0
18,154,-2,-2,-2,-2,1,2,0,2
18,155,-2,-2,-2,1,2,0,2,2
18,156,-2,-2,1,2,0,2,2,3
18,157,-2,1,2,0,2,2,3,-2
18,158,1,2,0,2,2,3,-2,-2
18,159,2,0,2,2,3,-2,-2,2
18,160,0,2,2,3,-2,-2,2,1
18,161,2,2,3,-2,-2,2,1,0
18,162,2,3,-2,-2,2,1,0,-2
18,163,3,-2,-2,2,1,0,-2,-1
18,164,-2,-2,2,1,0,-2,-1,1
18,165,-2,2,1,0,-2,-1,1,2
18,166,2,1,0,-2,-1,1,2,1
18,167,1,0,-2,-1,1,2,1,0
18,168,0,-2,-1,1,2,1,0,-1
18,169,-2,-1,1,2,1,0,-1,1
18,170,-1,1,2,1,0,-1,1,0
18,171,1,2,1,0,-1,1,0,2
18,172,2,1,0,-1,1,0,2,2
18,173,1,0,-1,1,0,2,2,2
18,174,0,-1,1,0,2,2,2,2
18,175,-1,1,0,2,2,2,2,2
18,176,1,0,2,2,2,2,2,2
18,177,0,2,2,2,2,2,2,2
18,178,2,2,2,2,2,2,2,-2
18,179,2,2,2,2,2,2,-2,-1
18,180,2,2,2,2,2,-2,-1,0
18,181,2,2,2,2,-2,-1,0,-2
18,182,2,2,2,-2,-1,0,-2,0
18,183,2,2,-2,-1,0,-2,0,1
18,184,2,-2,-1,0,-2,0,1,2
18,185,-2,-1,0,-2,0,1,2,2
18,186,-1,0,-2,0,1,2,2,2
18,187,0,-2,0,1,2,2,2,2
18,188,-2,0,1,2,2,2,2,-2
18,189,0,1,2,2,2,2,-2,2
18,190,1,2,2,2,2,-2,2,-1
18,191,2,2,2,2,-2,2,-1,2
18,192,2,2,2,-2,2,-1,2,1
18,193,2,2,-2,2,-1,2,1,-2
18,194,2,-2,2,-1,2,1,-2,-2
18,195,-2,2,-1,2,1,-2,-2,-3
18,196,2,-1,2,1,-2,-2,-3,0
18,197,-1,2,1,-2,-2,-3,0,-1
18,198,2,1,-2,-2,-3,0,-1,1
18,199,1,-2,-2,-3,0,-1,1,1
18,200,-2,-2,-3,0,-1,1,1,-1
18,201,-2,-3,0,-1,1,1,-1,-2
18,202,-3,0,-1,1,1,-1,-2,-2
18,203,0,-1,1,1,-1,-2,-2,-3
18,204,-1,1,1,-1,-2,-2,-3,2
18,205,1,1,-1,-2,-2,-3,2,2
18,206,1,-1,-2,-2,-3,2,2,2
18,207,-1,-2,-2,-3,2,2,2,2
18,208,-2,-2,-3,2,2,2,2,3
18,209,-2,-3,2,2,2,2,3,1
18,210,-3,2,2,2,2,3,1,2
18,211,2,2,2,2,3,1,2,2
18,212,2,2,2,3,1,2,2,2
18,213,2,2,3,1,2,2,2,-2
18,214,2,3,1,2,2,2,-2,1
18,215,3,1,2,2,2,-2,1,0
18,216,1,2,2,2,-2,1,0,0
18,217,2,2,2,-2,1,0,0,-2
18,218,2,2,-2,1,0,0,-2,-2
18,219,2,-2,1,0,0,-2,-2,-2
18,220,-2,1,0,0,-2,-2,-2,-2
18,221,1,0,0,-2,-2,-2,-2,-3
18,222,0,0,-2,-2,-2,-2,-3,-1
18,223,0,-2,-2,-2,-2,-3,-1,-2
18,224,-2,-2,-2,-2,-3,-1,-2,-2
18,225,-2,-2,-2,-3,-1,-2,-2,-2
18,226,-2,-2,-3,-1,-2,-2,-2,-2
18,227,-2,-3,-1,-2,-2,-2,-2,-2
18,228,-3,-1,-2,-2,-2,-2,-2,-1
18,229,-1,-2,-2,-2,-2,-2,-1,2
18,230,-2,-2,-2,-2,-2,-1,2,2
18,231,-2,-2,-2,-2,-1,2,2,2
18,232,-2,-2,-2,-1,2,2,2,2
18,233,-2,-2,-1,2,2,2,2,1
18,234,-2,-1,2,2,2,2,1,-2
18,235,-1,2,2,2,2,1,-2,2
18,236,2,2,2,2,1,-2,2,2
18,237,2,2,2,1,-2,2,2,2
18,238,2,2,1,-2,2,2,2,2
18,239,2,1,-2,2,2,2,2,2
18,240,1,-2,2,2,2,2,2,2
18,241,-2,2,2,2,2,2,2,2
18,242,2,2,2,2,2,2,2,3
18,243,2,2,2,2,2,2,3,-2
18,244,2,2,2,2,2,3,-2,-2
18,245,2,2,2,2,3,-2,-2,-2
18,246,2,2,2,3,-2,-2,-2,-2
18,247,2,2,3,-2,-2,-2,-2,-2
18,248,2,3,-2,-2,-2,-2,-2,-2
18,249,3,-2,-2,-2,-2,-2,-2,-2
18,250,-2,-2,-2,-2,-2,-2,-2,2
18,251,-2,-2,-2,-2,-2,-2,2,2
18,252,-2,-2,-2,-2,-2,2,2,2
19,1,0,-2,-2,-2,-1,2,0,2
19,2,-2,-2,-2,-1,2,0,2,1
19,3,-2,-2,-1,2,0,2,1,-2
19,4,-2,-1,2,0,2,1,-2,-2
19,5,-1,2,0,2,1,-2,-2,-2
19,6,2,0,2,1,-2,-2,-2,-2
19,7,0,2,1,-2,-2,-2,-2,-2
19,8,2,1,-2,-2,-2,-2,-2,-2
19,9,1,-2,-2,-2,-2,-2,-2,-2
19,10,-2,-2,-2,-2,-2,-2,-2,-2
19,11,-2,-2,-2,-2,-2,-2,-2,-3
19,12,-2,-2,-2,-2,-2,-2,-3,2
19,13,-2,-2,-2,-2,-2,-3,2,2
19,14,-2,-2,-2,-2,-3,2,2,2
19,15,-2,-2,-2,-3,2,2,2,1
19,16,-2,-2,-3,2,2,2,1,1
19,17,-2,-3,2,2,2,1,1,2
19,18,-3,2,2,2,1,1,2,0
19,19,2,2,2,1,1,2,0,-2
19,20,2,2,1,1,2,0,-2,0
19,21,2,1,1,2,0,-2,0,2
19,22,1,1,2,0,-2,0,2,2
19,23,1,2,0,-2,0,2,2,2
19,24,2,0,-2,0,2,2,2,2
19,25,0,-2,0,2,2,2,2,2
19,26,-2,0,2,2,2,2,2,2
19,27,0,2,2,2,2,2,2,2
19,28,2,2,2,2,2,2,2,-1
19,29,2,2,2,2,2,2,-1,-1
19,30,2,2,2,2,2,-1,-1,0
19,31,2,2,2,2,-1,-1,0,0
19,32,2,2,2,-1,-1,0,0,0
19,33,2,2,-1,-1,0,0,0,-2
19,34,2,-1,-1,0,0,0,-2,-2
19,35,-1,-1,0,0,0,-2,-2,-2
19,36,-1,0,0,0,-2,-2,-2,-2
19,37,0,0,0,-2,-2,-2,-2,1
19,38,0,0,-2,-2,-2,-2,1,2
19,39,0,-2,-2,-2,-2,1,2,1
19,40,-2,-2,-2,-2,1,2,1,1
19,41,-2,-2,-2,1,2,1,1,0
19,42,-2,-2,1,2,1,1,0,-2
19,43,-2,1,2,1,1,0,-2,-2
19,44,1,2,1,1,0,-2,-2,-2
19,45,2,1,1,0,-2,-2,-2,2
19,46,1,1,0,-2,-2,-2,2,2
19,47,1,0,-2,-2,-2,2,2,2
19,48,0,-2,-2,-2,2,2,2,2
19,49,-2,-2,-2,2,2,2,2,0
19,50,-2,-2,2,2,2,2,0,1
19,51,-2,2,2,2,2,0,1,0
19,52,2,2,2,2,0,1,0,0
19,53,2,2,2,0,1,0,0,-1
19,54,2,2,0,1,0,0,-1,-1
19,55,2,0,1,0,0,-1,-1,-2
19,56,0,1,0,0,-1,-1,-2,2
19,57,1,0,0,-1,-1,-2,2,2
19,58,0,0,-1,-1,-2,2,2,2
19,59,0,-1,-1,-2,2,2,2,2
19,60,-1,-1,-2,2,2,2,2,2
19,61,-1,-2,2,2,2,2,2,2
19,62,-2,2,2,2,2,2,2,-2
19,63,2,2,2,2,2,2,-2,0
19,64,2,2,2,2,2,-2,0,2
19,65,2,2,2,2,-2,0,2,1
19,66,2,2,2,-2,0,2,1,1
19,67,2,2,-2,0,2,1,1,1
19,68,2,-2,0,2,1,1,1,2
19,69,-2,0,2,1,1,1,2,2
19,70,0,2,1,1,1,2,2,2
19,71,2,1,1,1,2,2,2,2
19,72,1,1,1,2,2,2,2,2
19,73,1,1,2,2,2,2,2,0
19,74,1,2,2,2,2,2,0,2
19,75,2,2,2,2,2,0,2,2
19,76,2,2,2,2,0,2,2,2
19,77,2,2,2,0,2,2,2,1
19,78,2,2,0,2,2,2,1,2
19,79,2,0,2,2,2,1,2,2
19,80,0,2,2,2,1,2,2,2
19,81,2,2,2,1,2,2,2,2
19,82,2,2,1,2,2,2,2,2
19,83,2,1,2,2,2,2,2,-2
19,84,1,2,2,2,2,2,-2,-2
19,85,2,2,2,2,2,-2,-2,-2
19,86,2,2,2,2,-2,-2,-2,-1
19,87,2,2,2,-2,-2,-2,-1,-2
19,88,2,2,-2,-2,-2,-1,-2,-2
19,89,2,-2,-2,-2,-1,-2,-2,-2
19,90,-2,-2,-2,-1,-2,-2,-2,2
19,91,-2,-2,-1,-2,-2,-2,2,2
19,92,-2,-1,-2,-2,-2,2,2,1
19,93,-1,-2,-2,-2,2,2,1,-1
19,94,-2,-2,-2,2,2,1,-1,-2
19,95,-2,-2,2,2,1,-1,-2,1
19,96,-2,2,2,1,-1,-2,1,-1
19,97,2,2,1,-1,-2,1,-1,2
19,98,2,1,-1,-2,1,-1,2,2
19,99,1,-1,-2,1,-1,2,2,2
19,100,-1,-2,1,-1,2,2,2,1
19,101,-2,1,-1,2,2,2,1,1
19,102,1,-1,2,2,2,1,1,-1
19,103,-1,2,2,2,1,1,-1,-2
19,104,2,2,2,1,1,-1,-2,-1
19,105,2,2,1,1,-1,-2,-1,-2
19,106,2,1,1,-1,-2,-1,-2,2
19,107,1,1,-1,-2,-1,-2,2,2
19,108,1,-1,-2,-1,-2,2,2,2
19,109,-1,-2,-1,-2,2,2,2,2
19,110,-2,-1,-2,2,2,2,2,2
19,111,-1,-2,2,2,2,2,2,2
19,112,-2,2,2,2,2,2,2,2
19,113,2,2,2,2,2,2,2,2
19,114,2,2,2,2,2,2,2,3
19,115,2,2,2,2,2,2,3,-1
19,116,2,2,2,2,2,3,-1,2
19,117,2,2,2,2,3,-1,2,2
19,118,2,2,2,3,-1,2,2,2
19,119,2,2,3,-1,2,2,2,3
19,120,2,3,-1,2,2,2,3,-1
19,121,3,-1,2,2,2,3,-1,1
19,122,-1,2,2,2,3,-1,1,2
19,123,2,2,2,3,-1,1,2,2
19,124,2,2,3,-1,1,2,2,-2
19,125,2,3,-1,1,2,2,-2,-2
19,126,3,-1,1,2,2,-2,-2,2
19,127,-1,1,2,2,-2,-2,2,2
19,128,1,2,2,-2,-2,2,2,3
19,129,2,2,-2,-2,2,2,3,-2
19,130,2,-2,-2,2,2,3,-2,-1
19,131,-2,-2,2,2,3,-2,-1,2
19,132,-2,2,2,3,-2,-1,2,2
19,133,2,2,3,-2,-1,2,2,3
19,134,2,3,-2,-1,2,2,3,-2
19,135,3,-2,-1,2,2,3,-2,-2
19,136,-2,-1,2,2,3,-2,-2,2
19,137,-1,2,2,3,-2,-2,2,-1
19,138,2,2,3,-2,-2,2,-1,-2
19,139,2,3,-2,-2,2,-1,-2,1
19,140,3,-2,-2,2,-1,-2,1,1
19,141,-2,-2,2,-1,-2,1,1,-2
19,142,-2,2,-1,-2,1,1,-2,-2
19,143,2,-1,-2,1,1,-2,-2,-2
19,144,-1,-2,1,1,-2,-2,-2,-2
19,145,-2,1,1,-2,-2,-2,-2,-1
19,146,1,1,-2,-2,-2,-2,-1,2
19,147,1,-2,-2,-2,-2,-1,2,-2
19,148,-2,-2,-2,-2,-1,2,-2,-3
19,149,-2,-2,-2,-1,2,-2,-3,-2
19,150,-2,-2,-1,2,-2,-3,-2,-2
19,151,-2,-1,2,-2,-3,-2,-2,-2
19,152,-1,2,-2,-3,-2,-2,-2,-2
19,153,2,-2,-3,-2,-2,-2,-2,2
19,154,-2,-3,-2,-2,-2,-2,2,2
19,155,-3,-2,-2,-2,-2,2,2,2
19,156,-2,-2,-2,-2,2,2,2,-2
19,157,-2,-2,-2,2,2,2,-2,-2
19,158,-2,-2,2,2,2,-2,-2,-2
19,159,-2,2,2,2,-2,-2,-2,-2
19,160,2,2,2,-2,-2,-2,-2,-2
19,161,2,2,-2,-2,-2,-2,-2,-2
19,162,2,-2,-2,-2,-2,-2,-2,1
19,163,-2,-2,-2,-2,-2,-2,1,2
19,164,-2,-2,-2,-2,-2,1,2,2
19,165,-2,-2,-2,-2,1,2,2,3
19,166,-2,-2,-2,1,2,2,3,-2
19,167,-2,-2,1,2,2,3,-2,2
19,168,-2,1,2,2,3,-2,2,2
19,169,1,2,2,3,-2,2,2,2
19,170,2,2,3,-2,2,2,2,2
19,171,2,3,-2,2,2,2,2,2
19,172,3,-2,2,2,2,2,2,-2
19,173,-2,2,2,2,2,2,-2,-2
19,174,2,2,2,2,2,-2,-2,-2
19,175,2,2,2,2,-2,-2,-2,1
19,176,2,2,2,-2,-2,-2,1,-1
19,177,2,2,-2,-2,-2,1,-1,-2
19,178,2,-2,-2,-2,1,-1,-2,-2
19,179,-2,-2,-2,1,-1,-2,-2,-2
19,180,-2,-2,1,-1,-2,-2,-2,2
19,181,-2,1,-1,-2,-2,-2,2,2
19,182,1,-1,-2,-2,-2,2,2,2
19,183,-1,-2,-2,-2,2,2,2,2
19,184,-2,-2,-2,2,2,2,2,2
19,185,-2,-2,2,2,2,2,2,-1
19,186,-2,2,2,2,2,2,-1,2
19,187,2,2,2,2,2,-1,2,2
19,188,2,2,2,2,-1,2,2,2
19,189,2,2,2,-1,2,2,2,2
19,190,2,2,-1,2,2,2,2,1
19,191,2,-1,2,2,2,2,1,1
19,192,-1,2,2,2,2,1,1,-2
19,193,2,2,2,2,1,1,-2,-2
19,194,2,2,2,1,1,-2,-2,-2
19,195,2,2,1,1,-2,-2,-2,-1
19,196,2,1,1,-2,-2,-2,-1,-1
19,197,1,1,-2,-2,-2,-1,-1,-2
19,198,1,-2,-2,-2,-1,-1,-2,-2
19,199,-2,-2,-2,-1,-1,-2,-2,-2
19,200,-2,-2,-1,-1,-2,-2,-2,-2
19,201,-2,-1,-1,-2,-2,-2,-2,-2
19,202,-1,-1,-2,-2,-2,-2,-2,-2
19,203,-1,-2,-2,-2,-2,-2,-2,0
19,204,-2,-2,-2,-2,-2,-2,0,1
19,205,-2,-2,-2,-2,-2,0,1,2
19,206,-2,-2,-2,-2,0,1,2,2
19,207,-2,-2,-2,0,1,2,2,2
19,208,-2,-2,0,1,2,2,2,2
19,209,-2,0,1,2,2,2,2,2
19,210,0,1,2,2,2,2,2,2
19,211,1,2,2,2,2,2,2,0
19,212,2,2,2,2,2,2,0,-1
19,213,2,2,2,2,2,0,-1,-1
19,214,2,2,2,2,0,-1,-1,2
19,215,2,2,2,0,-1,-1,2,3
19,216,2,2,0,-1,-1,2,3,2
19,217,2,0,-1,-1,2,3,2,2
19,218,0,-1,-1,2,3,2,2,0
19,219,-1,-1,2,3,2,2,0,-2
19,220,-1,2,3,2,2,0,-2,-2
19,221,2,3,2,2,0,-2,-2,-2
19,222,3,2,2,0,-2,-2,-2,2
19,223,2,2,0,-2,-2,-2,2,-1
19,224,2,0,-2,-2,-2,2,-1,-2
19,225,0,-2,-2,-2,2,-1,-2,-2
19,226,-2,-2,-2,2,-1,-2,-2,-2
19,227,-2,-2,2,-1,-2,-2,-2,-2
19,228,-2,2,-1,-2,-2,-2,-2,-3
19,229,2,-1,-2,-2,-2,-2,-3,1
19,230,-1,-2,-2,-2,-2,-3,1,-2
19,231,-2,-2,-2,-2,-3,1,-2,2
19,232,-2,-2,-2,-3,1,-2,2,2
19,233,-2,-2,-3,1,-2,2,2,2
19,234,-2,-3,1,-2,2,2,2,3
19,235,-3,1,-2,2,2,2,3,-2
19,236,1,-2,2,2,2,3,-2,-2
19,237,-2,2,2,2,3,-2,-2,-1
19,238,2,2,2,3,-2,-2,-1,1
19,239,2,2,3,-2,-2,-1,1,0
19,240,2,3,-2,-2,-1,1,0,2
19,241,3,-2,-2,-1,1,0,2,2
19,242,-2,-2,-1,1,0,2,2,3
19,243,-2,-1,1,0,2,2,3,-2
19,244,-1,1,0,2,2,3,-2,1
19,245,1,0,2,2,3,-2,1,2
19,246,0,2,2,3,-2,1,2,-2
19,247,2,2,3,-2,1,2,-2,-2
19,248,2,3,-2,1,2,-2,-2,-2
19,249,3,-2,1,2,-2,-2,-2,1
19,250,-2,1,2,-2,-2,-2,1,2
19,251,1,2,-2,-2,-2,1,2,2
19,252,2,-2,-2,-2,1,2,2,2
20,1,0,0,2,-1,-1,0,1,1
20,2,0,2,-1,-1,0,1,1,0
20,3,2,-1,-1,0,1,1,0,0
20,4,-1,-1,0,1,1,0,0,2
20,5,-1,0,1,1,0,0,2,1
20,6,0,1,1,0,0,2,1,1
20,7,1,1,0,0,2,1,1,-1
20,8,1,0,0,2,1,1,-1,2
20,9,0,0,2,1,1,-1,2,2
20,10,0,2,1,1,-1,2,2,2
20,11,2,1,1,-1,2,2,2,2
20,12,1,1,-1,2,2,2,2,3
20,13,1,-1,2,2,2,2,3,-2
20,14,-1,2,2,2,2,3,-2,0
20,15,2,2,2,2,3,-2,0,-2
20,16,2,2,2,3,-2,0,-2,0
20,17,2,2,3,-2,0,-2,0,1
20,18,2,3,-2,0,-2,0,1,0
20,19,3,-2,0,-2,0,1,0,-2
20,20,-2,0,-2,0,1,0,-2,-2
20,21,0,-2,0,1,0,-2,-2,-2
20,22,-2,0,1,0,-2,-2,-2,-2
20,23,0,1,0,-2,-2,-2,-2,-2
20,24,1,0,-2,-2,-2,-2,-2,-2
20,25,0,-2,-2,-2,-2,-2,-2,-2
20,26,-2,-2,-2,-2,-2,-2,-2,-3
20,27,-2,-2,-2,-2,-2,-2,-3,0
20,28,-2,-2,-2,-2,-2,-3,0,-2
20,29,-2,-2,-2,-2,-3,0,-2,1
20,30,-2,-2,-2,-3,0,-2,1,-2
20,31,-2,-2,-3,0,-2,1,-2,-2
20,32,-2,-3,0,-2,1,-2,-2,-2
20,33,-3,0,-2,1,-2,-2,-2,-2
20,34,0,-2,1,-2,-2,-2,-2,-1
20,35,-2,1,-2,-2,-2,-2,-1,-1
20,36,1,-2,-2,-2,-2,-1,-1,0
20,37,-2,-2,-2,-2,-1,-1,0,2
20,38,-2,-2,-2,-1,-1,0,2,2
20,39,-2,-2,-1,-1,0,2,2,3
20,40,-2,-1,-1,0,2,2,3,-2
20,41,-1,-1,0,2,2,3,-2,-2
20,42,-1,0,2,2,3,-2,-2,1
20,43,0,2,2,3,-2,-2,1,2
20,44,2,2,3,-2,-2,1,2,-2
20,45,2,3,-2,-2,1,2,-2,-3
20,46,3,-2,-2,1,2,-2,-3,-2
20,47,-2,-2,1,2,-2,-3,-2,-2
20,48,-2,1,2,-2,-3,-2,-2,-2
20,49,1,2,-2,-3,-2,-2,-2,-2
20,50,2,-2,-3,-2,-2,-2,-2,1
20,51,-2,-3,-2,-2,-2,-2,1,2
20,52,-3,-2,-2,-2,-2,1,2,2
20,53,-2,-2,-2,-2,1,2,2,-1
20,54,-2,-2,-2,1,2,2,-1,-2
20,55,-2,-2,1,2,2,-1,-2,2
20,56,-2,1,2,2,-1,-2,2,1
20,57,1,2,2,-1,-2,2,1,0
20,58,2,2,-1,-2,2,1,0,-2
20,59,2,-1,-2,2,1,0,-2,-2
20,60,-1,-2,2,1,0,-2,-2,-2
20,61,-2,2,1,0,-2,-2,-2,-2
20,62,2,1,0,-2,-2,-2,-2,-2
20,63,1,0,-2,-2,-2,-2,-2,1
20,64,0,-2,-2,-2,-2,-2,1,2
20,65,-2,-2,-2,-2,-2,1,2,2
20,66,-2,-2,-2,-2,1,2,2,2
20,67,-2,-2,-2,1,2,2,2,2
20,68,-2,-2,1,2,2,2,2,2
20,69,-2,1,2,2,2,2,2,2
20,70,1,2,2,2,2,2,2,-2
20,71,2,2,2,2,2,2,-2,-1
20,72,2,2,2,2,2,-2,-1,0
20,73,2,2,2,2,-2,-1,0,2
20,74,2,2,2,-2,-1,0,2,2
20,75,2,2,-2,-1,0,2,2,2
20,76,2,-2,-1,0,2,2,2,2
20,77,-2,-1,0,2,2,2,2,2
20,78,-1,0,2,2,2,2,2,2
20,79,0,2,2,2,2,2,2,2
20,80,2,2,2,2,2,2,2,2
20,81,2,2,2,2,2,2,2,2
20,82,2,2,2,2,2,2,2,1
20,83,2,2,2,2,2,2,1,-1
20,84,2,2,2,2,2,1,-1,-2
20,85,2,2,2,2,1,-1,-2,2
20,86,2,2,2,1,-1,-2,2,2
20,87,2,2,1,-1,-2,2,2,2
20,88,2,1,-1,-2,2,2,2,2
20,89,1,-1,-2,2,2,2,2,2
20,90,-1,-2,2,2,2,2,2,2
20,91,-2,2,2,2,2,2,2,2
20,92,2,2,2,2,2,2,2,3
20,93,2,2,2,2,2,2,3,-2
20,94,2,2,2,2,2,3,-2,-2
20,95,2,2,2,2,3,-2,-2,-2
20,96,2,2,2,3,-2,-2,-2,1
20,97,2,2,3,-2,-2,-2,1,-1
20,98,2,3,-2,-2,-2,1,-1,2
20,99,3,-2,-2,-2,1,-1,2,-1
20,100,-2,-2,-2,1,-1,2,-1,-1
20,101,-2,-2,1,-1,2,-1,-1,-2
20,102,-2,1,-1,2,-1,-1,-2,-2
20,103,1,-1,2,-1,-1,-2,-2,2
20,104,-1,2,-1,-1,-2,-2,2,2
20,105,2,-1,-1,-2,-2,2,2,3
20,106,-1,-1,-2,-2,2,2,3,-2
20,107,-1,-2,-2,2,2,3,-2,-2
20,108,-2,-2,2,2,3,-2,-2,2
20,109,-2,2,2,3,-2,-2,2,2
20,110,2,2,3,-2,-2,2,2,2
20,111,2,3,-2,-2,2,2,2,2
20,112,3,-2,-2,2,2,2,2,2
20,113,-2,-2,2,2,2,2,2,2
20,114,-2,2,2,2,2,2,2,-2
20,115,2,2,2,2,2,2,-2,-2
20,116,2,2,2,2,2,-2,-2,-2
20,117,2,2,2,2,-2,-2,-2,0
20,118,2,2,2,-2,-2,-2,0,-1
20,119,2,2,-2,-2,-2,0,-1,-2
20,120,2,-2,-2,-2,0,-1,-2,-2
20,121,-2,-2,-2,0,-1,-2,-2,-2
20,122,-2,-2,0,-1,-2,-2,-2,1
20,123,-2,0,-1,-2,-2,-2,1,2
20,124,0,-1,-2,-2,-2,1,2,2
20,125,-1,-2,-2,-2,1,2,2,-2
20,126,-2,-2,-2,1,2,2,-2,-2
20,127,-2,-2,1,2,2,-2,-2,-3
20,128,-2,1,2,2,-2,-2,-3,-2
20,129,1,2,2,-2,-2,-3,-2,0
20,130,2,2,-2,-2,-3,-2,0,-1
20,131,2,-2,-2,-3,-2,0,-1,-2
20,132,-2,-2,-3,-2,0,-1,-2,-3
20,133,-2,-3,-2,0,-1,-2,-3,-2
20,134,-3,-2,0,-1,-2,-3,-2,-2
20,135,-2,0,-1,-2,-3,-2,-2,-2
20,136,0,-1,-2,-3,-2,-2,-2,2
20,137,-1,-2,-3,-2,-2,-2,2,2
20,138,-2,-3,-2,-2,-2,2,2,2
20,139,-3,-2,-2,-2,2,2,2,2
20,140,-2,-2,-2,2,2,2,2,3
20,141,-2,-2,2,2,2,2,3,-2
20,142,-2,2,2,2,2,3,-2,-2
20,143,2,2,2,2,3,-2,-2,-2
20,144,2,2,2,3,-2,-2,-2,-2
20,145,2,2,3,-2,-2,-2,-2,-2
20,146,2,3,-2,-2,-2,-2,-2,-2
20,147,3,-2,-2,-2,-2,-2,-2,0
20,148,-2,-2,-2,-2,-2,-2,0,2
20,149,-2,-2,-2,-2,-2,0,2,0
20,150,-2,-2,-2,-2,0,2,0,-2
20,151,-2,-2,-2,0,2,0,-2,-2
20,152,-2,-2,0,2,0,-2,-2,-1
20,153,-2,0,2,0,-2,-2,-1,-1
20,154,0,2,0,-2,-2,-1,-1,-2
20,155,2,0,-2,-2,-1,-1,-2,-2
20,156,0,-2,-2,-1,-1,-2,-2,-2
20,157,-2,-2,-1,-1,-2,-2,-2,-2
20,158,-2,-1,-1,-2,-2,-2,-2,-2
20,159,-1,-1,-2,-2,-2,-2,-2,-2
20,160,-1,-2,-2,-2,-2,-2,-2,-2
20,161,-2,-2,-2,-2,-2,-2,-2,-2
20,162,-2,-2,-2,-2,-2,-2,-2,-2
20,163,-2,-2,-2,-2,-2,-2,-2,-1
20,164,-2,-2,-2,-2,-2,-2,-1,2
20,165,-2,-2,-2,-2,-2,-1,2,-1
20,166,-2,-2,-2,-2,-1,2,-1,-1
20,167,-2,-2,-2,-1,2,-1,-1,-2
20,168,-2,-2,-1,2,-1,-1,-2,1
20,169,-2,-1,2,-1,-1,-2,1,2
20,170,-1,2,-1,-1,-2,1,2,2
20,171,2,-1,-1,-2,1,2,2,2
20,172,-1,-1,-2,1,2,2,2,2
20,173,-1,-2,1,2,2,2,2,2
20,174,-2,1,2,2,2,2,2,2
20,175,1,2,2,2,2,2,2,2
20,176,2,2,2,2,2,2,2,2
20,177,2,2,2,2,2,2,2,-1
20,178,2,2,2,2,2,2,-1,2
20,179,2,2,2,2,2,-1,2,3
20,180,2,2,2,2,-1,2,3,2
20,181,2,2,2,-1,2,3,2,2
20,182,2,2,-1,2,3,2,2,3
20,183,2,-1,2,3,2,2,3,-2
20,184,-1,2,3,2,2,3,-2,2
20,185,2,3,2,2,3,-2,2,1
20,186,3,2,2,3,-2,2,1,0
20,187,2,2,3,-2,2,1,0,2
20,188,2,3,-2,2,1,0,2,2
20,189,3,-2,2,1,0,2,2,1
20,190,-2,2,1,0,2,2,1,1
20,191,2,1,0,2,2,1,1,0
20,192,1,0,2,2,1,1,0,-2
20,193,0,2,2,1,1,0,-2,-1
20,194,2,2,1,1,0,-2,-1,-1
20,195,2,1,1,0,-2,-1,-1,1
20,196,1,1,0,-2,-1,-1,1,1
20,197,1,0,-2,-1,-1,1,1,1
20,198,0,-2,-1,-1,1,1,1,2
20,199,-2,-1,-1,1,1,1,2,2
20,200,-1,-1,1,1,1,2,2,2
20,201,-1,1,1,1,2,2,2,-1
20,202,1,1,1,2,2,2,-1,2
20,203,1,1,2,2,2,-1,2,2
20,204,1,2,2,2,-1,2,2,2
20,205,2,2,2,-1,2,2,2,2
20,206,2,2,-1,2,2,2,2,2
20,207,2,-1,2,2,2,2,2,2
20,208,-1,2,2,2,2,2,2,2
20,209,2,2,2,2,2,2,2,1
20,210,2,2,2,2,2,2,1,-2
20,211,2,2,2,2,2,1,-2,-2
20,212,2,2,2,2,1,-2,-2,-2
20,213,2,2,2,1,-2,-2,-2,-2
20,214,2,2,1,-2,-2,-2,-2,-2
20,215,2,1,-2,-2,-2,-2,-2,-2
20,216,1,-2,-2,-2,-2,-2,-2,-2
20,217,-2,-2,-2,-2,-2,-2,-2,-2
20,218,-2,-2,-2,-2,-2,-2,-2,2
20,219,-2,-2,-2,-2,-2,-2,2,2
