,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,ConfirmedCases,ConfirmedDeaths,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,H6_Facial Covering_National,H6_Facial Covering_Regional,US_to_UK
166,15/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,272430,39395,71.3,76.19,68.06,63.14,100,0,1,0.002111008
167,16/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,273507,39515,71.3,76.19,68.06,63.14,100,0,1,7.96E-05
168,17/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,274504,39625,71.3,76.19,68.06,63.14,100,0,1,-0.002190581
169,18/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,275524,39692,71.3,76.19,68.06,63.14,100,0,1,-0.009857034
170,19/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,276504,39776,71.3,76.19,68.06,63.14,100,0,1,-0.004277477
171,20/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,277170,39847,71.3,76.19,68.06,63.14,100,0,1,-0.005441697
172,21/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,1,0,277792,39878,71.3,76.19,68.06,63.14,100,0,1,-0.006525403
173,22/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,278684,39892,71.3,76.19,69.72,65.06,100,0,2,0.006650435
174,23/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,279566,39986,71.3,76.19,69.72,65.06,100,0,2,0.006207345
175,24/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,280340,40073,71.3,76.19,69.72,65.06,100,0,2,-0.006006505
176,25/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,281037,40172,71.3,76.19,69.72,65.06,100,0,2,-0.003540681
177,26/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,281675,40249,71.3,76.19,69.72,65.06,100,0,2,-0.007078602
178,27/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,282308,40289,71.3,76.19,69.72,65.06,100,0,2,-0.005541929
179,28/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,282703,40320,71.3,76.19,69.72,65.06,100,0,2,-0.005387071
180,29/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,283307,40341,71.3,76.19,69.72,65.06,100,0,2,-0.004026769
181,30/06/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,283710,40394,71.3,76.19,69.72,65.06,100,0,2,0.007147529
182,01/07/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,283770,40491,71.3,76.19,69.72,65.06,100,0,2,0.008221212
183,02/07/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,283774,40532,71.3,76.19,69.72,65.06,100,0,2,0.000641952
184,03/07/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,284276,40581,71.3,76.19,69.72,65.06,100,0,2,0.00012032
185,04/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,284900,40613,69.91,76.19,68.89,64.1,100,0,2,0.002994494
186,05/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,285416,40632,69.91,76.19,68.89,64.1,100,0,2,0.001252255
187,06/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,285768,40643,64.35,71.43,65.56,60.26,100,0,2,0.003403066
188,07/07/2020,0,2,2,0,1,0,0,2,2,2,37600000000,0,2,2,2,0,0,2,0,286349,40697,64.35,71.43,65.56,60.26,100,0,2,0.005182392
189,08/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,286979,40754,64.35,71.43,65.56,60.26,100,0,2,0.001509794
190,09/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,287621,40785,64.35,71.43,65.56,60.26,100,0,2,0.001705707
191,10/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,288133,40819,64.35,71.43,65.56,60.26,100,0,2,0.003600186
192,11/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,288953,40836,64.35,71.43,65.56,60.26,100,0,2,0.002271896
193,12/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,289603,40845,64.35,71.43,65.56,60.26,100,0,2,0.002525929
194,13/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,290133,40855,64.35,71.43,65.56,60.26,100,0,2,-0.003441663
195,14/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,291373,40899,64.35,71.43,65.56,60.26,100,0,2,-0.007038782
196,15/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,291911,40925,64.35,71.43,65.56,60.26,100,0,2,0.007395366
197,16/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,292552,40949,64.35,71.43,65.56,60.26,100,0,2,-0.001665147
198,17/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,293239,40975,64.35,71.43,65.56,60.26,100,0,2,-0.005251444
199,18/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,294066,40984,64.35,71.43,65.56,60.26,100,0,2,0.000159591
200,19/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,294792,40995,64.35,71.43,65.56,60.26,100,0,2,-0.002252333
201,20/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,295372,41005,64.35,71.43,65.56,60.26,100,0,2,0.008895301
202,21/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,295817,41030,64.35,71.43,65.56,60.26,100,0,2,0.008111239
203,22/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,296377,41047,64.35,71.43,65.56,60.26,100,0,2,-0.001452034
204,23/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,297146,41056,64.35,71.43,65.56,60.26,100,0,2,0.001020568
205,24/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,297914,41088,64.35,71.43,65.56,60.26,100,0,2,0.003407425
206,25/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,298681,41103,64.35,71.43,65.56,60.26,100,0,2,0.000991987
207,26/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,299426,41111,64.35,71.43,65.56,60.26,100,0,2,0.00180666
208,27/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,300111,41114,64.35,71.43,65.56,60.26,100,0,2,0.008409955
209,28/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,300658,41135,64.35,71.43,65.56,60.26,100,0,2,0.003753802
210,29/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,301455,41169,64.35,71.43,65.56,60.26,100,0,2,0.001466729
211,30/07/2020,0,2,2,0,1,0,0,2,2,2,15302180,0,2,2,2,0,0,2,0,302301,41169,64.35,71.43,65.56,60.26,100,0,2,0.005960524
212,31/07/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,303181,41189,64.35,71.43,65.56,60.26,100,0,2,0.006420568
213,01/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,303942,41202,69.91,76.19,68.89,64.1,100,0,2,0.00461594
214,02/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,304685,41207,69.91,76.19,68.89,64.1,100,0,2,0.005665678
215,03/08/2020,0,2,2,0,1,0,0,2,2,2,15302180,0,2,2,2,0,29074142,2,0,305623,41208,69.91,76.19,68.89,64.1,100,0,2,-0.007187674
216,04/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,306293,41226,69.91,76.19,68.89,64.1,100,0,2,0.000997124
217,05/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,307184,41240,69.91,76.19,68.89,64.1,100,0,2,0.007522996
218,06/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,308134,41258,69.91,76.19,68.89,64.1,100,0,2,3.80E-05
219,07/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,309005,41270,69.91,76.19,68.89,64.1,100,0,2,-0.007024538
220,08/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,309763,41273,69.91,76.19,68.89,64.1,100,0,2,0.000178834
221,09/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,310825,41278,69.91,76.19,68.89,64.1,100,0,2,-0.00226922
222,10/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,311641,41296,69.91,76.19,68.89,64.1,100,0,2,0.002907424
223,11/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,312789,41309,69.91,76.19,68.89,64.1,100,0,2,-0.000305647
224,12/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,313798,41329,69.91,76.19,68.89,64.1,100,0,2,-0.002371936
225,13/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,314927,41347,66.2,72.62,66.67,61.54,100,0,2,0.003097695
226,14/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,316367,41358,66.2,72.62,66.67,61.54,100,0,2,0.001106722
227,15/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,317379,41361,66.2,72.62,66.67,61.54,100,0,2,0.000610827
228,16/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,318484,41366,66.2,72.62,66.67,61.54,100,0,2,0.001605081
229,17/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,319197,41369,66.2,72.62,66.67,61.54,100,0,2,-0.000763126
230,18/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,320286,41381,66.2,72.62,66.67,61.54,100,0,2,0.009043646
231,19/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,321098,41397,66.2,72.62,66.67,61.54,100,0,2,-0.002575564
232,20/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,322280,41403,66.2,72.62,66.67,61.54,100,0,2,-0.003419067
233,21/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,323313,41405,66.2,72.62,66.67,61.54,100,0,2,-0.00507412
234,22/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,324601,41423,66.2,72.62,66.67,61.54,100,0,2,-0.003689583
235,23/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,325642,41429,66.2,72.62,66.67,61.54,100,0,2,-0.004060923
236,24/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,326614,41433,66.2,72.62,66.67,61.54,100,0,2,-0.000267773
237,25/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,327798,41449,66.2,72.62,66.67,61.54,100,0,2,0.003704203
238,26/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,328846,41465,66.2,72.62,66.67,61.54,100,0,2,0.005663369
239,27/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,330368,41477,66.2,72.62,66.67,61.54,100,0,2,-0.000151619
240,28/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,2,0,0,2,0,331644,41486,66.2,72.62,66.67,61.54,100,0,2,0.010633183
241,29/08/2020,0,2,2,0,1,0,0,2,2,2,0,186920130,2,2,2,0,0,2,0,332752,41498,66.2,72.62,66.67,61.54,100,0,2,0.005381645
242,30/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,334467,41499,66.2,72.62,63.33,57.69,100,0,2,0.005287736
243,31/08/2020,0,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,335873,41501,66.2,72.62,63.33,57.69,100,0,2,0.004378668
244,01/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,337168,41504,64.35,72.62,62.22,56.41,100,0,2,0.004322397
245,02/09/2020,1,2,2,0,1,0,0,2,2,2,0,158429444,2,2,1,0,0,2,0,338676,41514,64.35,72.62,62.22,56.41,100,0,2,-0.010803641
246,03/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,340411,41527,64.35,72.62,62.22,56.41,100,0,2,-0.002295348
247,04/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,342351,41537,64.35,72.62,62.22,56.41,100,0,2,-0.004871519
248,05/09/2020,1,2,2,0,1,0,0,2,2,2,0,9247426,2,2,1,0,0,2,0,344164,41549,64.35,72.62,62.22,56.41,100,0,2,-0.00599017
249,06/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,347152,41551,64.35,72.62,62.22,56.41,100,0,2,-0.004385679
250,07/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,350100,41554,64.35,72.62,62.22,56.41,100,0,2,-0.002235993
251,08/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,352560,41586,64.35,72.62,62.22,56.41,100,0,2,-0.011716126
252,09/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,355219,41594,64.35,72.62,62.22,56.41,100,0,2,-0.001959692
253,10/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,358138,41608,64.35,72.62,62.22,56.41,100,0,2,-0.010400449
254,11/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,361677,41614,64.35,72.62,62.22,56.41,100,0,2,-0.006394283
255,12/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,365174,41623,64.35,72.62,62.22,56.41,100,0,2,-0.006251475
256,13/09/2020,1,2,2,0,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,368504,41628,64.35,72.62,62.22,56.41,100,0,2,-0.007682069
257,14/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,371125,41637,65.74,72.62,63.89,58.33,100,2,2,0.007714825
258,15/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,374228,41664,65.74,72.62,63.89,58.33,100,2,2,-0.002253741
259,16/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,378219,41684,65.74,72.62,63.89,58.33,100,2,2,0.011525945
260,17/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,381614,41705,65.74,72.62,63.89,58.33,100,2,2,-0.004084627
261,18/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,385936,41732,65.74,72.62,63.89,58.33,100,2,2,0.000887705
262,19/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,390358,41759,65.74,72.62,63.89,58.33,100,2,2,0.002776341
263,20/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,394257,41777,65.74,72.62,63.89,58.33,100,2,2,-0.000140193
264,21/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,398625,41788,65.74,72.62,63.89,58.33,100,2,2,-0.012812724
265,22/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,403551,41825,65.74,72.62,63.89,58.33,100,2,2,-0.005603573
266,23/09/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,409729,41862,65.74,72.62,63.89,58.33,100,2,2,0.003060386
267,24/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,416363,41902,67.59,72.62,65,59.62,100,2,2,-0.003767961
268,25/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,423236,41936,67.59,72.62,65,59.62,100,2,2,-0.000826137
269,26/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,429277,41971,67.59,72.62,65,59.62,100,2,2,-0.000511237
270,27/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,434969,41988,67.59,72.62,65,59.62,100,2,2,-0.001701779
271,28/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,439013,42001,67.59,72.62,65,59.62,100,2,2,0.010725852
272,29/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,446156,42072,67.59,72.62,65,59.62,100,2,2,-7.79E-05
273,30/09/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,453264,42143,67.59,72.62,65,59.62,100,2,2,0.006791263
274,01/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,460178,42202,67.59,72.62,65,59.62,100,2,2,-0.004729608
275,02/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,467146,42268,67.59,72.62,65,59.62,100,2,2,0.005232266
276,03/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,480017,42317,67.59,72.62,65,59.62,100,2,2,0.002431307
277,04/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,502978,42350,67.59,72.62,65,59.62,100,2,2,0.000977989
278,05/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,515571,42369,67.59,72.62,65,59.62,100,2,2,0.003357456
279,06/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,530113,42445,67.59,72.62,65,59.62,100,2,2,-0.000462428
280,07/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,544275,42515,67.59,72.62,65,59.62,100,2,2,-0.005643399
281,08/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,561815,42592,67.59,72.62,65,59.62,100,2,2,0.002323061
282,09/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,575679,42679,67.59,72.62,65,59.62,100,2,2,0.005322649
283,10/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,590844,42760,67.59,72.62,65,59.62,100,2,2,0.000667437
284,11/10/2020,1,2,2,4,1,1,0,2,2,2,0,0,2,2,1,0,0,2,0,603716,42825,67.59,72.62,65,59.62,100,2,2,0.002771049
285,12/10/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,617688,42875,60.19,67.86,60.56,54.49,100,2,2,0.005256203
286,13/10/2020,1,2,2,4,1,0,0,2,2,2,0,3214960,2,2,1,0,0,2,0,634920,43018,60.19,67.86,60.56,54.49,100,2,2,-0.006179849
287,14/10/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,654644,43155,60.19,67.86,60.56,54.49,100,2,2,0.004149702
288,15/10/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,673622,43293,60.19,67.86,60.56,54.49,100,2,2,-0.010135547
289,16/10/2020,1,2,2,4,1,0,0,2,2,2,60203550000,0,2,2,1,0,0,2,0,689257,43429,60.19,67.86,60.56,54.49,100,2,2,0.001548168
290,17/10/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,705428,43579,60.19,67.86,60.56,54.49,100,2,2,-0.001479226
291,18/10/2020,1,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,722409,43646,60.19,67.86,60.56,54.49,100,2,2,-0.003355535
292,19/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,741212,43726,65.74,71.43,63.89,58.33,100,2,2,0.005399789
293,20/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,68950000,0,2,0,762542,43967,65.74,71.43,63.89,58.33,100,2,2,-0.002773393
294,21/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,789229,44158,65.74,71.43,63.89,58.33,100,2,2,0.015311304
295,22/10/2020,0,2,2,4,1,1,0,2,2,2,5305826400,0,2,2,1,0,0,2,0,810467,44347,67.59,73.81,65,59.62,100,2,2,-0.005217767
296,23/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,830998,44571,75,76.19,69.44,64.74,100,2,2,-0.003902519
297,24/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,854010,44745,75,76.19,69.44,64.74,100,2,2,0.002063673
298,25/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,873800,44896,75,76.19,69.44,64.74,100,2,2,-0.002352204
299,26/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,894690,44998,75,76.19,69.44,64.74,100,2,2,-0.001534566
300,27/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,917575,45365,75,76.19,69.44,64.74,100,2,2,0.003181603
301,28/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,942275,45675,75,76.19,69.44,64.74,100,2,2,-0.00525701
302,29/10/2020,0,2,2,4,1,0,0,2,2,2,0,322141.3,2,2,1,0,0,2,0,965340,45955,75,76.19,69.44,64.74,100,2,2,-0.008189801
303,30/10/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,989745,46229,75,76.19,69.44,64.74,100,2,2,0.003098376
304,31/10/2020,0,2,2,4,1,0,0,2,2,2,3885.19,0,2,2,1,0,0,2,0,1011660,46555,75,76.19,69.44,64.74,100,2,2,-0.003449478
305,01/11/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,1034914,46717,75,76.19,69.44,64.74,100,2,2,-0.002846968
306,02/11/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,1053864,46853,75,76.19,69.44,64.74,100,2,2,-0.001547988
307,03/11/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,1073882,47250,75,76.19,69.44,64.74,100,2,2,0.012317323
308,04/11/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,1099059,47742,75,76.19,69.44,64.74,100,2,2,-0.006216682
309,05/11/2020,0,2,2,4,1,0,0,2,2,2,0,0,2,2,1,0,0,2,0,1123197,48120,75,76.19,69.44,64.74,100,2,2,0.009348727
310,06/11/2020,0,0,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1146484,48475,75,79.76,69.44,64.74,100,2,2,0.002551848
311,07/11/2020,0,0,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1171441,48888,75,79.76,69.44,64.74,100,2,2,0.001894631
312,08/11/2020,0,0,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1192013,49044,75,79.76,69.44,64.74,100,2,2,0.004598402
313,09/11/2020,1,0,2,4,1,1,1,3,2,2,170000000,0,2,2,1,0,0,2,0,1213363,49238,69.44,76.19,66.11,60.9,100,2,2,0.000266236
314,10/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1233775,49770,67.59,76.19,65,59.62,100,2,2,0.007576942
315,11/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1256725,50365,67.59,76.19,65,59.62,100,2,2,-0.003894955
316,12/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1290195,50928,67.59,76.19,65,59.62,100,2,2,-0.004975796
317,13/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1317496,51304,67.59,76.19,65,59.62,100,2,2,0.002282064
318,14/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1344356,51766,67.59,76.19,65,59.62,100,2,2,-0.002196229
319,15/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1369318,51934,67.59,76.19,65,59.62,100,2,2,-0.001629987
320,16/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1390681,52147,67.59,76.19,65,59.62,100,2,2,0.001214975
321,17/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1410732,52745,67.59,76.19,65,59.62,100,2,2,0.006203682
322,18/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1430341,53274,67.59,76.19,65,59.62,100,2,2,0.003313007
323,19/11/2020,1,2,2,4,1,1,1,3,2,2,0,0,2,2,1,0,0,2,0,1453256,53775,67.59,76.19,65,59.62,100,2,2,-0.006031836
324,20/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1473508,54286,73.15,76.19,68.33,63.46,100,2,2,0.004828376
325,21/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1493383,54626,73.15,76.19,68.33,63.46,100,2,2,0.000703182
326,22/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1512045,55024,73.15,76.19,68.33,63.46,100,2,2,-0.000166759
327,23/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1527495,55230,73.15,76.19,68.33,63.46,100,2,2,0.000601911
328,24/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1538794,55838,73.15,76.19,68.33,63.46,100,2,2,0.004652567
329,25/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1557007,56533,73.15,76.19,68.33,63.46,100,2,2,0.001795198
330,26/11/2020,1,2,2,4,0,1,0,3,2,2,0,0,2,2,1,0,0,2,0,1574562,57031,73.15,76.19,68.33,63.46,100,2,2,-0.003856166
331,27/11/2020,1,2,2,4,0,1,0,3,2,2,1330000000,0,2,2,1,0,0,2,0,1589301,57551,73.15,76.19,68.33,63.46,100,2,2,0.001162159
