Local time in Budapest / Lorinc (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.06.2020 12:00,19.1,738.5,750.7,0.3,75,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.6,,,,,,
05.06.2020 11:00,17.6,738.5,750.7,0.6,82,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.5,,,,,,
05.06.2020 10:00,17.5,738.2,750.4,0.5,84,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.8,,,,,,
05.06.2020 09:00,20.1,738.2,750.3,0.9,64,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,13.1,,,,,,
05.06.2020 08:00,19.0,737.9,750.1,0.6,58,Wind blowing from the south,3,,,, ,,,,,,,,,,,10.6,,,,,,
05.06.2020 07:00,19.0,737.7,749.8,0.4,57,Wind blowing from the south,4,,8,, ,,,17.2,,,,,,,,10.3,No precipitation,12,,,,
05.06.2020 06:00,18.4,737.3,749.5,-0.3,58,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,10.0,,,,,,
05.06.2020 05:00,17.6,737.3,749.5,-0.6,65,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,10.9,,,,,,
05.06.2020 04:00,17.4,737.3,749.5,-0.8,69,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.7,,,,,,
05.06.2020 03:00,17.7,737.6,749.8,-0.5,72,Wind blowing from the south,3,,,, ,,,,,,,,,,,12.6,,,,,,
05.06.2020 02:00,17.8,737.9,750.1,-0.5,74,Wind blowing from the south,3,,,, ,,,,,,,,,,,13.1,,,,,,
05.06.2020 01:00,17.7,738.1,750.2,-0.1,74,Wind blowing from the south,3,,,, ,,,,,,,,,,,13.0,,,,,,
05.06.2020 00:00,17.5,738.1,750.3,-0.1,77,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.4,,,,,,
04.06.2020 23:00,17.8,738.4,750.5,0.4,76,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.5,,,,,,
04.06.2020 22:00,18.4,738.2,750.4,0.4,70,Wind blowing from the south,3,,,, ,,,,,,,,,,,12.8,,,,,,
04.06.2020 21:00,19.5,738.2,750.3,0.5,56,Wind blowing from the south,2,,,, ,,,,,,,,,,,10.5,,,,,,
04.06.2020 20:00,20.9,738.0,750.1,0.5,50,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,10.1,,,,,,
04.06.2020 19:00,22.8,737.8,749.8,0.0,42,Wind blowing from the west-southwest,4,,,, ,,,,25.3,,,,,,,9.2,0.6,12,,,,
04.06.2020 18:00,24.4,737.7,749.6,,38,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,9.2,,,,,,
04.06.2020 17:00,25.0,737.5,749.4,-0.7,44,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,11.9,,,,,,
04.06.2020 16:00,23.8,737.8,749.7,,55,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,14.2,,,,,,
04.06.2020 14:00,24.7,738.2,750.1,-1.0,46,Wind blowing from the south,5,,,, ,,,,,,,,,,,12.3,,,,,,
04.06.2020 13:00,24.0,738.4,750.4,-0.9,49,Wind blowing from the south,4,,,, ,,,,,,,,,,,12.6,No precipitation,6,,,,
04.06.2020 12:00,23.0,738.7,750.7,-0.8,52,Wind blowing from the south-southwest,4,,,, ,,,,,,,,,,,12.6,,,,,,
04.06.2020 11:00,21.7,739.2,751.2,-0.7,54,Wind blowing from the south,4,,,, ,,,,,,,,,,,12.0,,,,,,
04.06.2020 10:00,20.8,739.3,751.4,-0.8,57,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,12.0,,,,,,
04.06.2020 09:00,18.9,739.5,751.6,-0.3,62,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,11.5,,,,,,
04.06.2020 08:00,17.0,739.9,752.1,-0.2,67,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,10.8,,,,,,
04.06.2020 07:00,15.3,740.1,752.4,0.1,79,Wind blowing from the south,2,,,, ,,,10.0,,,,,,,,11.7,No precipitation,12,,,,
04.06.2020 06:00,13.0,739.8,752.2,-0.7,89,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.2,,,,,,
04.06.2020 05:00,10.1,740.1,752.6,-0.6,95,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,9.3,,,,,,
04.06.2020 04:00,10.7,740.0,752.5,-0.8,92,Wind blowing from the east,1,,,, ,,,,,,,,,,,9.5,,,,,,
04.06.2020 03:00,11.0,740.5,753.0,-0.3,90,Calm no wind,0,,,, ,,,,,,,,,,,9.4,,,,,,
04.06.2020 02:00,12.1,740.7,753.1,-0.2,87,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,10.0,,,,,,
04.06.2020 01:00,13.5,740.8,753.1,-0.2,80,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.1,,,,,,
04.06.2020 00:00,13.6,740.8,753.2,-0.3,78,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,9.8,,,,,,
03.06.2020 23:00,14.4,740.9,753.3,0.1,73,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,9.6,,,,,,
03.06.2020 22:00,15.5,741.0,753.3,0.4,65,Wind blowing from the south,1,,,, ,,,,,,,,,,,9.0,,,,,,
03.06.2020 21:00,17.8,741.1,753.3,0.6,56,Wind blowing from the south,1,,,, ,,,,,,,,,,,8.9,,,,,,
03.06.2020 20:00,18.9,740.8,752.9,0.2,49,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,8.0,,,,,,
03.06.2020 19:00,18.3,740.6,752.8,-0.2,54,Wind blowing from the south-southeast,0,,,, ,,,,23.2,,,,,,,8.8,No precipitation,12,,,,
03.06.2020 18:00,21.1,740.5,752.5,-0.7,40,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,7.0,,,,,,
03.06.2020 17:00,21.1,740.6,752.7,-0.8,40,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,7.0,,,,,,
03.06.2020 16:00,21.3,740.8,752.8,0.0,43,Wind blowing from the north,2,,,, ,,,,,,,,,,,8.2,,,,,,
03.06.2020 15:00,18.9,741.2,753.4,-0.5,50,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,8.3,,,,,,
03.06.2020 14:00,18.0,741.4,753.6,-0.6,56,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,9.1,,,,,,
03.06.2020 13:00,22.8,740.8,752.8,-1.5,37,Wind blowing from the west,4,,7,, ,,,,,,,,,,,7.4,No precipitation,6,,,,
03.06.2020 12:00,20.4,741.7,753.9,-0.7,44,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,7.8,,,,,,
03.06.2020 11:00,20.4,742.0,754.2,-0.6,37,Wind blowing from the west,3,,,, ,,,,,,,,,,,5.2,,,,,,
03.06.2020 10:00,20.2,742.3,754.4,-0.3,28,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,1.1,,,,,,
03.06.2020 09:00,18.9,742.4,754.6,-0.3,51,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,8.6,,,,,,
03.06.2020 08:00,17.3,742.6,754.9,-0.3,59,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,9.2,,,,,,
03.06.2020 07:00,16.8,742.6,754.9,-0.4,61,Wind blowing from the north-west,2,,,, ,,,7.8,,,,,,,,9.2,No precipitation,12,,,,
03.06.2020 06:00,13.6,742.7,755.2,-0.5,71,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,8.4,,,,,,
03.06.2020 05:00,8.5,742.9,755.5,-0.8,91,Calm no wind,0,,,, ,,,,,,,,,,,7.1,,,,,,
03.06.2020 04:00,7.8,743.0,755.7,-1.1,91,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,6.4,,,,,,
03.06.2020 03:00,9.1,743.2,755.8,-1.3,87,Calm no wind,0,,,, ,,,,,,,,,,,7.1,,,,,,
03.06.2020 02:00,9.5,743.7,756.3,-1.0,84,Calm no wind,0,,,, ,,,,,,,,,,,6.9,,,,,,
03.06.2020 01:00,10.1,744.1,756.7,-0.9,82,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,7.2,,,,,,
03.06.2020 00:00,11.0,744.5,757.1,-0.6,77,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,7.1,,,,,,
02.06.2020 23:00,10.7,744.7,757.3,-0.3,77,Calm no wind,0,,,, ,,,,,,,,,,,6.8,,,,,,
02.06.2020 22:00,12.6,745.0,757.6,-0.1,68,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,6.9,,,,,,
02.06.2020 21:00,14.5,745.1,757.6,-0.2,56,Calm no wind,0,,,, ,,,,,,,,,,,5.8,,,,,,
02.06.2020 20:00,17.3,745.0,757.3,-0.4,41,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,3.9,,,,,,
02.06.2020 19:00,18.5,745.1,757.3,-0.5,37,Wind blowing from the north-northwest,2,,7,, ,,,,20.7,,,,,,,3.6,No precipitation,12,,,,
02.06.2020 18:00,19.2,745.3,757.6,-0.5,38,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,4.6,,,,,,
02.06.2020 17:00,19.8,745.4,757.6,-0.6,41,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,6.2,,,,,,
02.06.2020 16:00,19.5,745.6,757.9,-0.6,44,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,6.9,,,,,,
02.06.2020 15:00,19.7,745.8,758.0,-0.5,43,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,6.8,,,,,,
02.06.2020 14:00,19.3,746.0,758.2,-0.5,46,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,7.4,,,,,,
02.06.2020 13:00,19.3,746.2,758.4,-0.6,37,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,4.3,,,,,,
02.06.2020 12:00,20.1,746.3,758.5,-0.8,39,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,5.7,,,,,,
02.06.2020 11:00,19.7,746.5,758.7,-1.1,40,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,5.7,,,,,,
02.06.2020 10:00,20.0,746.8,759.1,-1.0,38,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,5.3,,,,,,
02.06.2020 09:00,18.8,747.1,759.4,-1.0,37,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,3.8,,,,,,
02.06.2020 08:00,17.4,747.6,760.0,-0.6,41,Wind blowing from the west,2,,,, ,,,,,,,,,,,4.0,,,,,,
02.06.2020 07:00,16.5,747.8,760.2,-0.5,45,Wind blowing from the west-southwest,2,,,, ,,,10.5,,,,,,,,4.5,No precipitation,12,,,,
02.06.2020 06:00,13.9,748.1,760.6,-0.5,61,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,6.5,,,,,,
02.06.2020 05:00,11.2,748.2,760.8,-0.5,78,Wind blowing from the west,1,,,, ,,,,,,,,,,,7.5,,,,,,
02.06.2020 04:00,11.3,748.3,760.9,-0.7,74,Calm no wind,0,,,, ,,,,,,,,,,,6.8,,,,,,
02.06.2020 03:00,12.7,748.6,761.2,-0.4,69,Calm no wind,0,,,, ,,,,,,,,,,,7.0,,,,,,
02.06.2020 02:00,14.2,748.7,761.2,-0.2,59,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,6.3,,,,,,
02.06.2020 01:00,14.5,749.0,761.5,0.2,77,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.5,,,,,,
02.06.2020 00:00,14.2,749.0,761.5,0.4,80,Wind blowing from the west,1,,,, ,,,,,,,,,,,10.8,,,,,,
01.06.2020 23:00,14.9,748.9,761.3,0.7,76,Wind blowing from the east,1,,,, ,,,,,,,,,,,10.7,,,,,,
01.06.2020 22:00,14.5,748.8,761.3,0.9,79,Calm no wind,0,,,, ,,,,,,,,,,,10.9,,,,,,
01.06.2020 21:00,15.0,748.6,761.1,0.9,80,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.6,,,,,,
01.06.2020 20:00,16.9,748.2,760.6,0.2,68,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,11.0,,,,,,
01.06.2020 19:00,18.0,747.9,760.2,-0.4,65,Wind blowing from the east,1,,,, ,,,,23.4,,,,,,,11.3,No precipitation,12,,,,
01.06.2020 18:00,20.0,747.7,759.9,-0.9,48,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,8.7,,,,,,
01.06.2020 17:00,20.3,748.0,760.3,-0.6,51,Wind blowing from the east,2,,,, ,,,,,,,,,,,9.8,,,,,,
01.06.2020 16:00,21.9,748.3,760.4,-0.6,39,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,7.3,,,,,,
01.06.2020 15:00,21.7,748.6,760.7,-0.7,40,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,7.5,,,,,,
01.06.2020 14:00,22.0,748.6,760.8,-1.0,34,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,5.4,,,,,,
01.06.2020 13:00,22.3,748.9,761.0,-0.6,36,Wind blowing from the west-northwest,3,,8,, ,,,,,,,,,,,6.5,No precipitation,6,,,,
01.06.2020 12:00,22.2,749.3,761.5,-0.3,35,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,6.0,,,,,,
01.06.2020 11:00,21.0,749.6,761.8,0.1,39,Wind blowing from the north,3,,,, ,,,,,,,,,,,6.5,,,,,,
01.06.2020 10:00,20.5,749.5,761.8,0.3,40,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,6.5,,,,,,
01.06.2020 09:00,19.3,749.6,761.9,0.8,47,Wind blowing from the north,3,,,, ,,,,,,,,,,,7.7,,,,,,
01.06.2020 08:00,18.6,749.5,761.8,0.9,55,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.4,,,,,,
01.06.2020 07:00,16.4,749.2,761.7,0.6,66,Wind blowing from the north,3,,,, ,,,12.0,,,,,,,,10.0,0.4,12,,,,
01.06.2020 06:00,14.0,748.8,761.3,0.2,82,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.0,,,,,,
01.06.2020 05:00,12.3,748.6,761.2,-0.3,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.0,,,,,,
01.06.2020 04:00,12.2,748.6,761.2,-0.2,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.9,,,,,,
01.06.2020 03:00,12.2,748.6,761.2,-0.1,94,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,11.3,,,,,,
01.06.2020 02:00,12.0,748.9,761.5,0.3,94,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,11.1,,,,,,
01.06.2020 01:00,12.4,748.8,761.4,0.3,88,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.5,0.1,6,,,,
01.06.2020 00:00,12.4,748.7,761.3,0.5,87,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,10.3,,,,,,
31.05.2020 23:00,12.9,748.6,761.2,0.8,83,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,10.1,,,,,,
31.05.2020 22:00,13.2,748.5,761.0,1.0,80,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,9.8,,,,,,
31.05.2020 21:00,13.4,748.2,760.7,0.8,77,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.5,,,,,,
31.05.2020 20:00,13.7,747.8,760.3,0.4,74,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,9.2,,,,,,
31.05.2020 19:00,14.2,747.5,760.0,0.4,74,Wind blowing from the north-west,3,,,, ,,,,15.0,,,,,,,9.6,0.5,12,,,,
31.05.2020 18:00,14.1,747.4,759.8,0.3,74,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,9.5,,,,,,
31.05.2020 17:00,14.0,747.4,759.9,0.3,71,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,8.8,,,,,,
31.05.2020 16:00,14.7,747.1,759.6,-0.1,66,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,8.4,,,,,,
31.05.2020 15:00,14.1,747.1,759.5,-0.2,69,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,8.5,,,,,,
31.05.2020 14:00,12.9,747.1,759.7,-0.2,77,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,9.0,,,,,,
31.05.2020 13:00,11.6,747.2,759.8,-0.1,80,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,8.3,0.5,6,,,,
31.05.2020 12:00,11.2,747.3,759.9,0.2,80,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,7.9,,,,,,
31.05.2020 11:00,10.9,747.3,759.9,0.4,81,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,7.8,,,,,,
31.05.2020 10:00,10.5,747.3,760.0,0.5,83,Wind blowing from the west-northwest,6,,12,, ,,,,,,,,,,,7.7,,,,,,
31.05.2020 09:00,11.7,747.1,759.7,0.2,70,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,6.4,,,,,,
31.05.2020 08:00,12.3,746.9,759.4,0.1,66,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,6.1,,,,,,
31.05.2020 07:00,12.7,746.8,759.4,-0.4,65,Wind blowing from the west-northwest,4,,11,, ,,,11.0,,,,,,,,6.3,No precipitation,12,,,,
31.05.2020 06:00,12.3,746.9,759.4,-0.8,68,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,6.4,,,,,,
31.05.2020 05:00,12.3,746.8,759.4,-1.2,68,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,6.6,,,,,,
31.05.2020 04:00,12.1,747.2,759.8,-1.1,66,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,5.9,,,,,,
31.05.2020 03:00,11.7,747.7,760.3,-0.8,64,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,5.1,,,,,,
31.05.2020 02:00,11.6,748.0,760.6,-0.6,66,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,5.5,,,,,,
31.05.2020 01:00,11.1,748.3,760.9,-0.3,67,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,5.2,,,,,,
31.05.2020 00:00,11.6,748.5,761.1,-0.3,68,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,5.9,,,,,,
30.05.2020 23:00,12.2,748.6,761.2,0.0,67,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,6.3,,,,,,
30.05.2020 22:00,12.1,748.6,761.2,0.0,71,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,7.0,,,,,,
30.05.2020 21:00,12.6,748.8,761.4,0.2,66,Calm no wind,0,,,, ,,,,,,,,,,,6.4,,,,,,
30.05.2020 20:00,14.6,748.6,761.1,0.0,57,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,6.2,,,,,,
30.05.2020 19:00,15.8,748.6,761.0,-0.1,52,Wind blowing from the north-west,1,,,, ,,,,18.9,,,,,,,6.0,2.0,12,,,,
30.05.2020 18:00,15.9,748.6,761.0,0.0,52,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,6.1,,,,,,
30.05.2020 17:00,16.7,748.6,761.0,-0.3,46,Wind blowing from the north,1,,,, ,,,,,,,,,,,5.0,,,,,,
30.05.2020 16:00,17.3,748.7,761.1,-0.2,50,Wind blowing from the north,2,,,, ,,,,,,,,,,,6.8,,,,,,
30.05.2020 15:00,14.5,748.6,761.2,-0.6,70,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,9.1,,,,,,
30.05.2020 14:00,12.7,748.9,761.5,-0.7,76,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,8.6,,,,,,
30.05.2020 13:00,14.0,748.9,761.5,-0.9,72,Wind blowing from the north-east,3,,8,, ,,,,,,,,,,,9.0,1.0,6,,,,
30.05.2020 12:00,17.9,749.2,761.6,-0.6,47,Wind blowing from the south,2,,,, ,,,,,,,,,,,6.4,,,,,,
30.05.2020 11:00,16.3,749.6,762.1,-0.6,50,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,5.9,,,,,,
30.05.2020 10:00,15.5,749.8,762.3,-0.6,47,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,4.2,,,,,,
30.05.2020 09:00,15.7,749.8,762.3,-0.7,57,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,7.2,,,,,,
30.05.2020 08:00,14.6,750.2,762.7,-0.5,65,Calm no wind,0,,,, ,,,,,,,,,,,8.1,,,,,,
30.05.2020 07:00,13.2,750.4,763.0,-0.4,71,Wind blowing from the east-northeast,1,,,, ,,,11.2,,,,,,,,8.1,No precipitation,12,,,,
30.05.2020 06:00,11.5,750.5,763.2,-0.6,81,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,8.4,,,,,,
30.05.2020 05:00,11.4,750.7,763.4,-0.7,82,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,8.4,,,,,,
30.05.2020 04:00,12.1,750.8,763.4,-0.7,70,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,6.8,,,,,,
30.05.2020 03:00,12.2,751.1,763.7,-0.6,77,Wind blowing from the north,4,,,, ,,,,,,,,,,,8.3,,,,,,
30.05.2020 02:00,13.5,751.4,764.0,-0.4,74,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,9.0,,,,,,
