Local time in Bern / Liebefeld,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.06.2020 06:00,17.8,715.1,762.7,0.4,84,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
28.06.2020 05:00,18.4,715.0,762.4,0.3,80,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
28.06.2020 04:00,18.5,714.7,762.1,0.0,76,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
28.06.2020 03:00,18.5,714.7,762.1,0.0,76,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
28.06.2020 02:00,18.4,714.7,762.1,0.3,78,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
28.06.2020 01:00,18.9,714.7,762.0,0.6,75,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.3,No precipitation,6,,,,
28.06.2020 00:00,18.9,714.7,762.1,0.7,77,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
27.06.2020 23:00,20.2,714.4,761.5,0.8,69,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
27.06.2020 22:00,20.5,714.1,761.2,0.6,68,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
27.06.2020 21:00,21.4,714.0,760.8,0.5,65,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
27.06.2020 20:00,22.9,713.6,760.2,0.1,65,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
27.06.2020 19:00,26.3,713.5,759.4,0.0,42,Wind blowing from the west-northwest,1,,,, ,,,,27.5,,,,,,,12.5,No precipitation,12,,,,
27.06.2020 18:00,26.7,713.5,759.4,-0.1,42,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
27.06.2020 17:00,27.3,713.5,759.3,-0.4,38,Wind blowing from the west,3,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
27.06.2020 16:00,27.2,713.5,759.4,-0.6,40,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
27.06.2020 15:00,27.2,713.6,759.4,-0.7,42,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
27.06.2020 14:00,26.1,713.9,760.0,-0.5,48,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
27.06.2020 13:00,25.0,714.1,760.3,-0.4,57,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,15.9,No precipitation,6,,,,
27.06.2020 12:00,23.2,714.3,760.9,-0.2,62,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
27.06.2020 11:00,22.3,714.4,761.2,-0.1,69,Wind blowing from the west,1,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
27.06.2020 10:00,21.6,714.5,761.3,0.1,71,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
27.06.2020 09:00,20.6,714.5,761.5,-0.2,84,Wind blowing from the south,1,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
27.06.2020 08:00,18.3,714.5,761.9,0.3,91,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
27.06.2020 07:00,17.4,714.4,762.0,0.9,91,Wind blowing from the west,1,,,, ,,,16.8,,,,,,,,15.9,4.0,12,,,,
27.06.2020 06:00,16.8,714.7,762.4,1.0,93,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.7,3.0,1,,,,
27.06.2020 05:00,17.9,714.2,761.7,0.4,83,Wind blowing from the south,3,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
27.06.2020 04:00,17.9,713.5,760.9,-0.2,82,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
27.06.2020 03:00,18.4,713.7,761.0,0.5,82,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
27.06.2020 02:00,18.0,713.8,761.2,0.3,85,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
27.06.2020 01:00,18.1,713.7,761.1,0.3,85,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.5,No precipitation,6,,,,
27.06.2020 00:00,18.7,713.2,760.5,-0.6,82,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
26.06.2020 23:00,19.7,713.5,760.6,0.1,77,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
26.06.2020 22:00,20.4,713.4,760.3,0.4,74,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
26.06.2020 21:00,20.6,713.8,760.8,0.7,74,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
26.06.2020 20:00,22.0,713.4,760.1,0.1,70,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
26.06.2020 19:00,23.6,713.0,759.4,-0.6,63,Wind blowing from the south-southeast,3,,,, ,,,,27.3,,,,,,,16.1,No precipitation,12,,,,
26.06.2020 18:00,24.4,713.1,759.4,-1.0,50,Wind blowing from the west,1,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
26.06.2020 17:00,24.7,713.3,759.5,-0.9,53,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
26.06.2020 16:00,25.1,713.6,759.8,-0.1,59,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.4,No precipitation,1,,,,
26.06.2020 15:00,22.4,714.1,760.8,0.4,64,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
26.06.2020 14:00,23.2,714.2,760.8,0.2,59,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
26.06.2020 13:00,26.6,713.7,759.6,-0.4,49,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
26.06.2020 12:00,26.9,713.7,759.6,-0.3,48,Wind blowing from the west,3,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
26.06.2020 11:00,25.7,714.0,760.1,-0.1,51,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
26.06.2020 10:00,24.8,714.1,760.3,0.1,59,Wind blowing from the west,3,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
26.06.2020 09:00,22.6,714.0,760.6,-0.1,67,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
26.06.2020 08:00,21.2,714.1,760.9,0.2,74,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
26.06.2020 07:00,20.6,714.0,760.9,0.3,75,Wind blowing from the south,2,,,, ,,,15.7,,,,,,,,15.9,No precipitation,12,,,,
26.06.2020 06:00,17.1,714.1,761.7,0.3,89,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
26.06.2020 05:00,16.3,713.9,761.6,0.0,91,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
26.06.2020 04:00,17.2,713.7,761.2,-0.4,85,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
26.06.2020 03:00,16.3,713.8,761.5,-0.3,95,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
26.06.2020 02:00,17.4,713.9,761.5,-0.2,93,Wind blowing from the south,1,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
26.06.2020 01:00,18.2,714.1,761.5,-0.1,87,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,15.9,No precipitation,6,,,,
26.06.2020 00:00,19.8,714.1,761.2,0.2,77,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
25.06.2020 23:00,19.7,714.1,761.3,0.4,83,Calm no wind,0,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
25.06.2020 22:00,20.0,714.2,761.3,0.5,83,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
25.06.2020 21:00,21.3,713.9,760.8,0.3,78,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
25.06.2020 20:00,24.0,713.7,760.0,-0.1,65,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
25.06.2020 19:00,26.0,713.7,759.7,-0.4,52,Wind blowing from the north-northeast,2,,,, ,,,,28.0,,,,,,,15.4,No precipitation,12,,,,
25.06.2020 18:00,26.7,713.6,759.5,-0.6,45,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
25.06.2020 17:00,26.9,713.8,759.7,-0.7,48,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
25.06.2020 16:00,26.7,714.1,760.0,-0.8,49,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,15.0,No precipitation,1,,,,
25.06.2020 15:00,27.5,714.2,760.0,-0.9,44,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
25.06.2020 14:00,27.2,714.5,760.4,-0.9,51,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
25.06.2020 13:00,26.7,714.9,760.9,-0.7,47,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.4,No precipitation,6,,,,
25.06.2020 12:00,24.4,715.1,761.5,-0.5,53,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,14.1,No precipitation,1,,,,
25.06.2020 11:00,23.6,715.4,762.0,-0.3,55,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.0,No precipitation,1,,,,
25.06.2020 10:00,22.3,715.6,762.4,-0.2,56,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
25.06.2020 09:00,20.6,715.6,762.7,-0.3,61,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
25.06.2020 08:00,19.2,715.7,763.0,-0.5,65,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
25.06.2020 07:00,17.2,715.8,763.5,-0.3,74,Wind blowing from the north-northwest,1,,,, ,,,12.1,,,,,,,,12.4,No precipitation,12,,,,
25.06.2020 06:00,14.5,715.9,764.0,-0.2,86,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
25.06.2020 05:00,13.7,716.2,764.5,-0.1,86,Wind blowing from the north,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
25.06.2020 04:00,13.6,716.1,764.5,-0.3,84,Wind blowing from the north,0,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
25.06.2020 03:00,12.9,716.1,764.5,-0.2,89,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
25.06.2020 02:00,13.5,716.3,764.7,-0.1,85,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
25.06.2020 01:00,15.1,716.4,764.5,0.2,79,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.4,No precipitation,6,,,,
25.06.2020 00:00,15.2,716.3,764.4,0.4,78,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
24.06.2020 23:00,15.6,716.4,764.4,0.7,77,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
24.06.2020 22:00,15.9,716.2,764.2,0.4,79,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
24.06.2020 21:00,19.9,715.9,763.2,0.2,61,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
24.06.2020 20:00,22.7,715.7,762.4,-0.1,48,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
24.06.2020 19:00,25.6,715.8,762.0,-0.1,37,Wind blowing from the north-northeast,4,,,, ,,,,27.3,,,,,,,9.9,No precipitation,12,,,,
24.06.2020 18:00,26.4,715.7,761.8,-0.5,35,Wind blowing from the north,4,,,, ,,,,,,,,,,,9.7,No precipitation,1,,,,
24.06.2020 17:00,27.0,715.8,761.8,-0.6,41,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
24.06.2020 16:00,26.9,715.9,762.0,-0.6,48,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
24.06.2020 15:00,26.9,716.2,762.2,-0.7,46,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
24.06.2020 14:00,26.7,716.4,762.4,-0.8,48,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
24.06.2020 13:00,25.2,716.5,762.9,-0.9,52,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.7,No precipitation,6,,,,
24.06.2020 12:00,24.8,716.9,763.3,-0.6,59,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
24.06.2020 11:00,23.0,717.2,764.0,-0.4,58,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
24.06.2020 10:00,22.1,717.4,764.3,-0.1,63,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
24.06.2020 09:00,20.5,717.5,764.8,0.0,65,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
24.06.2020 08:00,18.8,717.6,765.1,0.2,69,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
24.06.2020 07:00,16.6,717.5,765.4,0.4,76,Wind blowing from the south-southwest,0,,,, ,,,11.9,,,,,,,,12.4,No precipitation,12,,,,
24.06.2020 06:00,14.5,717.5,765.8,0.5,88,Wind blowing from the north-northeast,0,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
24.06.2020 05:00,13.6,717.4,765.8,0.2,88,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
24.06.2020 04:00,14.0,717.1,765.4,-0.3,86,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
24.06.2020 03:00,14.6,717.0,765.2,-0.5,83,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
24.06.2020 02:00,14.7,717.2,765.4,-0.5,83,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
24.06.2020 01:00,15.9,717.4,765.4,-0.3,77,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
24.06.2020 00:00,17.3,717.5,765.3,-0.1,72,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
23.06.2020 23:00,18.4,717.7,765.4,0.3,67,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
23.06.2020 22:00,19.8,717.7,765.0,0.3,61,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
23.06.2020 21:00,20.5,717.6,764.8,0.2,61,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
23.06.2020 20:00,22.5,717.4,764.2,-0.1,53,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
23.06.2020 19:00,24.6,717.4,763.9,-0.3,46,Wind blowing from the east-northeast,3,,,, ,,,,26.3,,,,,,,12.3,No precipitation,12,,,,
23.06.2020 18:00,25.7,717.4,763.8,-0.5,44,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
23.06.2020 17:00,25.9,717.5,763.8,-0.6,45,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
23.06.2020 16:00,26.0,717.7,763.9,-0.6,46,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
23.06.2020 15:00,25.7,717.9,764.2,-0.7,45,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
23.06.2020 14:00,25.8,718.1,764.5,-0.6,44,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
23.06.2020 13:00,24.8,718.3,764.8,-0.6,45,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,12.2,No precipitation,6,,,,
23.06.2020 12:00,24.7,718.6,765.1,-0.5,50,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
23.06.2020 11:00,22.6,718.7,765.7,-0.5,56,Wind blowing from the north,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
23.06.2020 10:00,21.2,718.9,766.0,-0.3,61,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
23.06.2020 09:00,19.8,719.1,766.6,0.0,65,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
23.06.2020 08:00,17.9,719.2,767.0,0.1,68,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
23.06.2020 07:00,16.5,719.2,767.2,0.3,72,Wind blowing from the north-east,2,,,, ,,,12.3,,,,,,,,11.5,No precipitation,12,,,,
23.06.2020 06:00,14.3,719.1,767.5,0.3,86,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
23.06.2020 05:00,12.5,719.1,767.8,0.1,91,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
23.06.2020 04:00,12.6,718.9,767.7,-0.1,92,Wind blowing from the north,3,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
23.06.2020 03:00,14.7,718.8,767.2,-0.4,82,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
23.06.2020 02:00,13.5,719.0,767.6,-0.2,90,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
23.06.2020 01:00,14.4,719.0,767.4,-0.2,85,Wind blowing from the north,2,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
23.06.2020 00:00,14.2,719.2,767.6,0.2,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
22.06.2020 23:00,14.9,719.2,767.5,0.3,86,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
22.06.2020 22:00,16.4,719.2,767.2,0.3,79,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
22.06.2020 21:00,18.6,719.0,766.6,0.1,70,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
22.06.2020 20:00,20.4,718.9,766.3,0.0,61,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
22.06.2020 19:00,22.2,718.9,766.0,-0.4,55,Wind blowing from the north-northeast,3,,,, ,,,,24.1,,,,,,,12.6,No precipitation,12,,,,
22.06.2020 18:00,23.3,718.9,765.7,-0.7,51,Wind blowing from the north,5,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
22.06.2020 17:00,23.7,718.9,765.7,,47,Wind blowing from the north,4,,,, ,,,,,,,,,,,11.7,,,,,,
22.06.2020 16:00,23.4,719.3,766.2,-0.9,48,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,11.7,No precipitation,1,,,,
22.06.2020 15:00,23.6,719.6,766.4,-0.7,50,Wind blowing from the north,5,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
22.06.2020 14:00,22.6,720.0,767.0,-0.4,55,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
22.06.2020 13:00,22.5,720.2,767.2,-0.2,50,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.5,No precipitation,6,,,,
22.06.2020 12:00,22.5,720.3,767.3,-0.2,57,Wind blowing from the north,3,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
22.06.2020 11:00,20.7,720.4,767.8,-0.1,58,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
22.06.2020 10:00,21.0,720.4,767.8,0.1,61,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
22.06.2020 09:00,20.0,720.5,768.0,,63,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,12.6,,,,,,
22.06.2020 08:00,18.8,720.5,768.2,0.3,66,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
22.06.2020 07:00,16.9,720.3,768.4,0.2,77,Wind blowing from the south-east,1,,,, ,,,13.4,,,,,,,,12.9,No precipitation,12,,,,
22.06.2020 06:00,15.3,720.2,768.5,0.1,89,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
22.06.2020 05:00,14.9,720.2,768.6,0.1,87,Wind blowing from the south,1,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
22.06.2020 04:00,14.5,720.1,768.6,0.1,91,Wind blowing from the south,0,,,, ,,,,,,,,,,,13.1,No precipitation,1,,,,
22.06.2020 03:00,14.6,720.1,768.6,0.2,91,Calm no wind,0,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
22.06.2020 02:00,14.2,720.1,768.7,0.4,88,Wind blowing from the east,1,,,, ,,,,,,,,,,,12.3,No precipitation,1,,,,
22.06.2020 01:00,15.2,720.0,768.3,0.6,89,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.4,No precipitation,6,,,,
22.06.2020 00:00,15.9,719.9,768.1,1.0,85,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
21.06.2020 23:00,16.2,719.7,767.8,1.1,80,Wind blowing from the east,1,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
21.06.2020 22:00,16.6,719.4,767.5,1.1,74,Wind blowing from the north-west,0,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
21.06.2020 21:00,15.9,718.9,767.1,0.9,80,Calm no wind,0,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
21.06.2020 20:00,18.6,718.6,766.2,0.6,67,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
21.06.2020 19:00,21.0,718.3,765.4,0.2,53,Wind blowing from the north-northwest,2,,,, ,,,,23.3,,,,,,,11.0,No precipitation,12,,,,
21.06.2020 18:00,22.4,718.0,765.0,-0.1,47,Wind blowing from the north,3,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
21.06.2020 17:00,23.0,718.0,764.8,-0.1,46,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
21.06.2020 16:00,21.3,718.1,765.2,-0.2,58,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
21.06.2020 15:00,22.6,718.1,765.0,-0.3,42,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
21.06.2020 14:00,21.3,718.1,765.2,-0.3,49,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
21.06.2020 13:00,20.9,718.3,765.4,-0.3,54,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
21.06.2020 12:00,21.0,718.4,765.6,-0.2,49,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
21.06.2020 11:00,20.3,718.4,765.7,-0.3,59,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
21.06.2020 10:00,19.3,718.6,766.0,0.1,58,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
21.06.2020 09:00,17.7,718.6,766.4,0.4,66,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
21.06.2020 08:00,16.2,718.7,766.8,0.7,71,Wind blowing from the south,2,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
21.06.2020 07:00,14.9,718.5,766.8,0.5,81,Wind blowing from the south-southeast,3,,,, ,,,12.7,,,,,,,,11.6,No precipitation,12,,,,
21.06.2020 06:00,13.7,718.2,766.6,0.1,87,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
21.06.2020 05:00,12.7,718.0,766.6,-0.3,92,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
21.06.2020 04:00,13.6,718.0,766.4,-0.6,89,Wind blowing from the south,2,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
21.06.2020 03:00,14.1,718.1,766.5,-0.5,87,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
21.06.2020 02:00,14.3,718.3,766.7,-0.3,87,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
21.06.2020 01:00,14.5,718.6,766.9,0.1,85,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.9,No precipitation,6,,,,
21.06.2020 00:00,14.7,718.6,766.9,0.3,81,Wind blowing from the south,2,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
20.06.2020 23:00,14.5,718.6,766.9,0.6,81,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
20.06.2020 22:00,14.7,718.5,766.8,1.0,77,Wind blowing from the south,1,,,, ,,,,,,,,,,,10.7,No precipitation,1,,,,
20.06.2020 21:00,14.7,718.3,766.6,1.2,80,Wind blowing from the south,3,,,, ,,,,,,,,,,,11.2,No precipitation,1,,,,
20.06.2020 20:00,15.2,718.0,766.3,0.9,77,Wind blowing from the south,4,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
20.06.2020 19:00,19.0,717.5,765.0,0.2,59,Wind blowing from the north-northeast,2,,,, ,,,,22.0,,,,,,,10.8,No precipitation,12,,,,
20.06.2020 18:00,20.1,717.1,764.4,-0.3,52,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
20.06.2020 17:00,21.4,717.1,764.2,-0.6,55,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
20.06.2020 16:00,20.3,717.3,764.5,-0.6,55,Wind blowing from the north,4,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
20.06.2020 15:00,21.4,717.4,764.5,-0.6,50,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
20.06.2020 14:00,20.7,717.7,764.8,-0.5,48,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
