Local time in Bern / Liebefeld,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.07.2020 22:00,14.8,715.9,764.1,0.3,70,Wind blowing from the south-east,0,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
13.07.2020 21:00,17.0,715.9,763.6,0.3,60,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
13.07.2020 20:00,19.6,715.8,763.0,-0.1,54,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
13.07.2020 19:00,23.1,715.6,762.3,-0.6,35,Wind blowing from the north-east,2,,,, ,,,,24.1,,,,,,,6.7,No precipitation,12,,,,
13.07.2020 18:00,23.5,715.6,762.2,-0.9,39,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
13.07.2020 17:00,23.9,715.9,762.4,-0.9,36,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,7.9,No precipitation,1,,,,
13.07.2020 16:00,23.7,716.2,762.8,-0.9,38,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,8.7,No precipitation,1,,,,
13.07.2020 15:00,23.8,716.5,763.1,-1.0,43,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
13.07.2020 14:00,22.6,716.8,763.6,-1.0,39,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,8.0,No precipitation,1,,,,
13.07.2020 13:00,21.6,717.1,764.2,-0.8,42,Wind blowing from the west,1,,,, ,,,,,,,,,,,8.1,No precipitation,6,,,,
13.07.2020 12:00,21.9,717.5,764.5,-0.5,53,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
13.07.2020 11:00,20.6,717.8,765.1,-0.5,59,Wind blowing from the north,3,,,, ,,,,,,,,,,,12.2,No precipitation,1,,,,
13.07.2020 10:00,18.6,717.9,765.4,,63,Calm no wind,0,,,, ,,,,,,,,,,,11.3,,,,,,
13.07.2020 09:00,17.3,718.0,765.9,-0.1,62,Wind blowing from the north,3,,,, ,,,,,,,,,,,9.9,No precipitation,1,,,,
13.07.2020 08:00,16.1,718.3,766.3,0.4,67,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.0,No precipitation,1,,,,
13.07.2020 07:00,13.7,718.3,766.9,0.4,77,Wind blowing from the east,1,,,, ,,,10.1,,,,,,,,9.8,No precipitation,12,,,,
13.07.2020 06:00,11.4,718.1,767.0,0.1,88,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
13.07.2020 05:00,10.1,717.9,767.0,-0.2,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
13.07.2020 04:00,10.6,717.9,766.9,-0.3,89,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
13.07.2020 03:00,12.8,718.0,766.6,0.0,76,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
13.07.2020 02:00,12.7,718.1,766.8,0.0,77,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
13.07.2020 01:00,13.5,718.2,766.7,0.0,74,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,8.9,No precipitation,6,,,,
13.07.2020 00:00,14.6,718.0,766.3,-0.2,67,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
12.07.2020 23:00,14.1,718.1,766.5,-0.1,73,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
12.07.2020 22:00,15.8,718.2,766.3,-0.1,66,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
12.07.2020 21:00,16.8,718.2,766.1,0.0,63,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.6,No precipitation,1,,,,
12.07.2020 20:00,19.6,718.2,765.6,-0.2,49,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
12.07.2020 19:00,21.7,718.3,765.4,-0.4,41,Wind blowing from the north-east,4,,,, ,,,,23.2,,,,,,,8.0,No precipitation,12,,,,
12.07.2020 18:00,22.6,718.2,765.1,-0.7,42,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
12.07.2020 17:00,23.0,718.4,765.3,,41,Wind blowing from the north-northeast,4,,,, ,,,,,,,,,,,8.9,,,,,,
12.07.2020 16:00,22.9,718.7,765.6,-0.4,41,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
12.07.2020 15:00,22.7,718.9,765.8,-0.3,43,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
12.07.2020 14:00,22.5,718.9,765.8,-0.3,48,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
12.07.2020 13:00,22.0,719.1,766.2,-0.1,54,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,12.2,No precipitation,6,,,,
12.07.2020 12:00,20.4,719.2,766.5,0.0,51,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,9.8,No precipitation,1,,,,
12.07.2020 11:00,20.3,719.2,766.6,0.0,59,Wind blowing from the north-east,6,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
12.07.2020 10:00,18.8,719.2,766.8,0.1,65,Wind blowing from the north-east,5,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
12.07.2020 09:00,17.3,719.2,767.1,0.2,72,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
12.07.2020 08:00,15.4,719.2,767.4,0.3,80,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.9,No precipitation,1,,,,
12.07.2020 07:00,13.4,719.1,767.7,0.3,87,Wind blowing from the north-east,2,,,, ,,,10.6,,,,,,,,11.3,No precipitation,12,,,,
12.07.2020 06:00,12.2,719.0,767.8,0.4,92,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
12.07.2020 05:00,10.8,718.9,768.0,0.1,94,Wind blowing from the north,1,,,, ,,,,,,,,,,,9.8,No precipitation,1,,,,
12.07.2020 04:00,11.7,718.8,767.7,-0.1,92,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
12.07.2020 03:00,12.6,718.6,767.3,-0.6,89,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
12.07.2020 02:00,13.0,718.8,767.5,-0.4,88,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
12.07.2020 01:00,12.2,718.9,767.7,-0.3,90,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.6,No precipitation,6,,,,
12.07.2020 00:00,12.8,719.2,768.0,0.1,85,Wind blowing from the north,2,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
11.07.2020 23:00,13.2,719.2,767.9,0.6,83,Wind blowing from the north,1,,,, ,,,,,,,,,,,10.3,No precipitation,1,,,,
11.07.2020 22:00,14.9,719.2,767.5,0.8,70,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.5,No precipitation,1,,,,
11.07.2020 21:00,15.5,719.1,767.3,0.8,72,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
11.07.2020 20:00,18.2,718.6,766.3,0.3,56,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
11.07.2020 19:00,20.0,718.4,765.8,0.1,50,Wind blowing from the north-northeast,3,,,, ,,,,21.8,,,,,,,9.1,0.7,12,,,,
11.07.2020 18:00,21.2,718.3,765.5,0.0,47,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,9.3,No precipitation,1,,,,
11.07.2020 17:00,21.1,718.3,765.5,0.0,50,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
11.07.2020 16:00,20.1,718.3,765.6,0.0,54,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
11.07.2020 15:00,21.0,718.3,765.4,-0.1,57,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
11.07.2020 14:00,19.7,718.3,765.7,0.1,60,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
11.07.2020 13:00,19.1,718.3,765.9,0.3,65,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,,12.3,0.7,6,,,,
11.07.2020 12:00,19.3,718.4,765.9,0.6,73,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
11.07.2020 11:00,17.4,718.2,766.0,0.7,76,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
11.07.2020 10:00,15.5,718.0,766.1,0.8,90,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,13.9,0.1,1,,,,
11.07.2020 09:00,15.7,717.8,765.9,0.9,91,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.2,0.6,1,,,,
11.07.2020 08:00,15.8,717.5,765.6,0.8,86,Wind blowing from the north,1,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
11.07.2020 07:00,16.0,717.2,765.2,1.0,83,Wind blowing from the east-northeast,1,,,, ,,,15.8,,,,,,,,13.1,33.0,12,,,,
11.07.2020 06:00,16.2,716.9,764.8,0.7,94,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,15.3,0.3,1,,,,
11.07.2020 05:00,15.9,716.7,764.7,0.4,96,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,15.3,0.1,1,,,,
11.07.2020 04:00,15.8,716.2,764.2,-0.3,97,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,15.4,0.7,1,,,,
11.07.2020 03:00,15.9,716.2,764.2,-0.3,96,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,15.2,3.0,1,,,,
11.07.2020 02:00,16.1,716.3,764.2,0.4,96,Wind blowing from the north-east,0,,,, ,,,,,,,,,,,15.5,2.0,1,,,,
11.07.2020 01:00,16.0,716.5,764.5,1.0,95,Wind blowing from the north,1,,,, ,,,,,,,,,,,15.2,27.0,6,,,,
11.07.2020 00:00,16.0,716.5,764.4,1.8,95,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,15.2,8.0,1,,,,
10.07.2020 23:00,16.5,715.9,763.8,2.0,96,Wind blowing from the east,1,,,, ,,,,,,,,,,,15.9,5.0,1,,,,
10.07.2020 22:00,16.8,715.5,763.3,1.8,94,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,15.8,6.0,1,,,,
10.07.2020 21:00,18.7,714.7,762.1,1.2,81,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,15.4,3.0,1,,,,
10.07.2020 20:00,19.6,713.9,761.1,0.7,75,Wind blowing from the south,2,,,, ,,,,,,,,,,,15.1,2.0,1,,,,
10.07.2020 19:00,24.0,713.7,760.0,0.6,47,Wind blowing from the west-northwest,3,,,, ,,,,28.3,,,,,,,11.9,No precipitation,12,,,,
10.07.2020 18:00,25.0,713.5,759.7,0.2,47,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,12.9,No precipitation,1,,,,
10.07.2020 17:00,26.3,713.2,759.1,-0.3,46,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
10.07.2020 16:00,27.2,713.1,758.9,-0.7,45,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
10.07.2020 15:00,28.3,713.3,758.9,-0.5,45,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
10.07.2020 14:00,28.1,713.5,759.2,-0.3,45,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
10.07.2020 13:00,26.3,713.8,759.7,0.0,48,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.5,No precipitation,6,,,,
10.07.2020 12:00,27.1,713.8,759.6,-0.1,50,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
10.07.2020 11:00,25.9,713.8,759.9,0.0,47,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
10.07.2020 10:00,26.0,713.8,759.9,0.2,51,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
10.07.2020 09:00,24.1,713.9,760.3,0.2,52,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
10.07.2020 08:00,21.9,713.8,760.5,0.1,58,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.2,No precipitation,1,,,,
10.07.2020 07:00,18.5,713.6,760.9,0.1,74,Wind blowing from the south-west,1,,,, ,,,14.1,,,,,,,,13.8,No precipitation,12,,,,
10.07.2020 06:00,15.9,713.7,761.5,-0.1,81,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
10.07.2020 05:00,15.0,713.7,761.6,-0.4,85,Wind blowing from the west,1,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
10.07.2020 04:00,16.2,713.5,761.2,-0.9,77,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
10.07.2020 03:00,18.9,713.8,761.0,-0.9,62,Wind blowing from the south,2,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
10.07.2020 02:00,17.1,714.1,761.7,-0.3,73,Wind blowing from the south,1,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
10.07.2020 01:00,16.9,714.4,762.0,0.3,80,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,13.4,No precipitation,6,,,,
10.07.2020 00:00,18.2,714.7,762.1,0.9,72,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
09.07.2020 23:00,19.4,714.4,761.7,0.8,65,Wind blowing from the south,1,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
09.07.2020 22:00,19.3,714.1,761.3,0.5,68,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.3,No precipitation,1,,,,
09.07.2020 21:00,21.5,713.8,760.6,0.0,57,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
09.07.2020 20:00,24.6,713.6,759.9,-0.5,50,Wind blowing from the east,0,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
09.07.2020 19:00,28.2,713.6,759.3,-0.8,34,Wind blowing from the west,1,,,, ,,,,29.2,,,,,,,11.0,No precipitation,12,,,,
09.07.2020 18:00,28.5,713.8,759.4,-1.0,35,Wind blowing from the west,2,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
09.07.2020 17:00,28.8,714.1,759.7,,32,Wind blowing from the west,2,,,, ,,,,,,,,,,,10.5,,,,,,
09.07.2020 16:00,29.0,714.4,760.0,-1.2,27,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,8.2,No precipitation,1,,,,
09.07.2020 15:00,28.7,714.8,760.5,-1.1,27,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,7.7,No precipitation,1,,,,
09.07.2020 14:00,28.3,715.3,761.0,-0.8,34,Wind blowing from the west,3,,,, ,,,,,,,,,,,10.8,No precipitation,1,,,,
09.07.2020 13:00,26.9,715.6,761.6,-0.7,36,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,10.6,No precipitation,6,,,,
09.07.2020 12:00,24.8,715.9,762.3,-0.5,45,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,12.0,No precipitation,1,,,,
09.07.2020 11:00,24.0,716.1,762.6,-0.6,47,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
09.07.2020 10:00,23.5,716.3,763.0,-0.5,50,Wind blowing from the west,2,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
09.07.2020 09:00,21.6,716.4,763.3,-0.2,55,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
09.07.2020 08:00,19.5,716.7,764.0,0.2,60,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
09.07.2020 07:00,17.6,716.8,764.5,0.6,76,Wind blowing from the south-southwest,2,,,, ,,,12.4,,,,,,,,13.3,No precipitation,12,,,,
09.07.2020 06:00,13.6,716.6,765.0,0.5,89,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
09.07.2020 05:00,12.8,716.5,765.0,0.4,90,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
09.07.2020 04:00,13.3,716.2,764.7,-0.2,88,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
09.07.2020 03:00,13.9,716.1,764.4,-0.4,86,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.5,No precipitation,1,,,,
09.07.2020 02:00,13.4,716.1,764.5,-0.4,90,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,11.8,No precipitation,1,,,,
09.07.2020 01:00,14.9,716.4,764.5,,79,Wind blowing from the south-southwest,0,,,, ,,,,,,,,,,,11.2,No precipitation,6,,,,
09.07.2020 00:00,14.6,716.5,764.8,0.3,81,Wind blowing from the south,1,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
08.07.2020 23:00,15.9,716.5,764.5,0.6,74,Calm no wind,0,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
08.07.2020 22:00,17.4,716.5,764.2,0.9,68,Calm no wind,0,,,, ,,,,,,,,,,,11.3,No precipitation,1,,,,
08.07.2020 21:00,19.6,716.2,763.5,0.6,57,Wind blowing from the north,1,,,, ,,,,,,,,,,,10.9,No precipitation,1,,,,
08.07.2020 20:00,22.6,715.9,762.7,0.1,46,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,10.5,No precipitation,1,,,,
08.07.2020 19:00,23.3,715.6,762.3,-0.3,44,Wind blowing from the north-northwest,2,,,, ,,,,26.2,,,,,,,10.3,No precipitation,12,,,,
08.07.2020 18:00,25.7,715.6,761.8,-0.4,35,Wind blowing from the west,2,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
08.07.2020 17:00,25.9,715.8,762.0,-0.2,35,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,9.4,No precipitation,1,,,,
08.07.2020 16:00,26.2,715.9,762.0,-0.1,36,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,10.1,No precipitation,1,,,,
08.07.2020 15:00,25.1,716.0,762.4,-0.3,35,Wind blowing from the west,1,,,, ,,,,,,,,,,,8.4,No precipitation,1,,,,
08.07.2020 14:00,24.6,716.0,762.4,-0.5,36,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,8.6,No precipitation,1,,,,
08.07.2020 13:00,23.7,716.0,762.6,-0.4,35,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,7.5,No precipitation,6,,,,
08.07.2020 12:00,23.2,716.3,763.0,-0.1,31,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,4.9,No precipitation,1,,,,
08.07.2020 11:00,21.9,716.5,763.3,0.0,48,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,10.4,No precipitation,1,,,,
08.07.2020 10:00,19.8,716.4,763.6,0.1,50,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,9.1,No precipitation,1,,,,
08.07.2020 09:00,19.0,716.4,763.8,0.1,60,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,11.0,No precipitation,1,,,,
08.07.2020 08:00,16.9,716.5,764.3,0.2,65,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,10.2,No precipitation,1,,,,
08.07.2020 07:00,14.1,716.3,764.6,0.1,78,Wind blowing from the west,0,,,, ,,,9.2,,,,,,,,10.2,No precipitation,12,,,,
08.07.2020 06:00,11.4,716.3,765.1,0.1,86,Calm no wind,0,,,, ,,,,,,,,,,,9.2,No precipitation,1,,,,
08.07.2020 05:00,9.7,716.3,765.4,0.0,92,Wind blowing from the south,1,,,, ,,,,,,,,,,,8.5,No precipitation,1,,,,
08.07.2020 04:00,10.1,716.2,765.2,-0.2,92,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
08.07.2020 03:00,10.9,716.2,765.0,-0.4,88,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,9.0,No precipitation,1,,,,
08.07.2020 02:00,11.9,716.3,765.0,-0.5,81,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,8.8,No precipitation,1,,,,
08.07.2020 01:00,11.9,716.4,765.1,-0.1,80,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,8.5,No precipitation,6,,,,
