# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.10.2020 11:00";"10.8";"740.9";"746.2";"-0.5";"78";"Wind blowing from the north-west";"3";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"23.0";"7.1";"";"";"";"";"";"";
"01.10.2020 10:00";"9.8";"741.1";"746.4";"-0.2";"75";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"55.0";"5.5";"";"";"";"";"";"";
"01.10.2020 09:00";"10.2";"741.1";"746.4";"0.0";"81";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"7.1";"";"";"";"";"";"";
"01.10.2020 08:00";"9.5";"741.4";"746.7";"0.3";"87";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"7.5";"";"";"";"";"";"";
"01.10.2020 07:00";"7.6";"741.3";"746.7";"0.0";"88";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"5.7";"";"";"";"";"";"";
"01.10.2020 06:00";"8.1";"741.1";"746.5";"-0.5";"87";"Wind blowing from the west";"3";"";"";"";"Rain (not freezing). ";"";"";"8.0";"";"";"";"600-1000";"";"";"35.0";"6.1";"0.2";"12";"";"";"";"";
"01.10.2020 05:00";"8.3";"741.1";"746.5";"-0.6";"86";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"6.1";"";"";"";"";"";"";
"01.10.2020 04:00";"8.5";"741.3";"746.6";"-0.4";"86";"Wind blowing from the west-northwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"6.2";"";"";"";"";"";"";
"01.10.2020 03:00";"8.9";"741.6";"746.9";"-0.5";"85";"Wind blowing from the west-northwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"6.4";"";"";"";"";"";"";
"01.10.2020 02:00";"9.0";"741.7";"747.1";"-0.8";"85";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"6.6";"";"";"";"";"";"";
"01.10.2020 01:00";"8.8";"741.7";"747.0";"-1.0";"87";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"6.7";"";"";"";"";"";"";
"01.10.2020 00:00";"3.2";"740.6";"746.1";"-2.3";"98";"Calm, no wind";"0";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"0.2";"2.9";"No precipitation";"6";"";"";"";"";
"30.09.2020 23:00";"8.5";"742.5";"747.8";"-0.4";"87";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"6.4";"";"";"";"";"";"";
"30.09.2020 22:00";"9.0";"742.7";"748.0";"-0.2";"85";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"6.5";"";"";"";"";"";"";
"30.09.2020 21:00";"9.2";"742.9";"748.3";"0.3";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"7.0";"";"";"";"";"";"";
"30.09.2020 20:00";"9.6";"742.9";"748.2";"0.9";"87";"Wind blowing from the north-west";"6";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"30.0";"7.5";"";"";"";"";"";"";
"30.09.2020 19:00";"10.1";"742.9";"748.1";"0.9";"89";"Wind blowing from the west-northwest";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"20.0";"8.4";"";"";"";"";"";"";
"30.09.2020 18:00";"10.5";"742.6";"747.9";"1.3";"91";"Wind blowing from the north-northwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"14.9";"";"";"300-600";"";"";"55.0";"9.0";"7.0";"12";"";"";"";"";
"30.09.2020 17:00";"11.2";"742.0";"747.3";"0.7";"89";"Wind blowing from the north-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1500-2000";"";"";"71.0";"9.4";"";"";"";"";"";"";
"30.09.2020 16:00";"11.9";"742.0";"747.2";"0.8";"90";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"40.0";"10.3";"";"";"";"";"";"";
"30.09.2020 15:00";"14.0";"741.3";"746.5";"-0.3";"87";"Wind blowing from the west-northwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2000-2500";"";"";"71.0";"11.8";"";"";"";"";"";"";
"30.09.2020 14:00";"13.2";"741.3";"746.5";"-0.4";"94";"Wind blowing from the north-west";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"71.0";"12.3";"";"";"";"";"";"";
"30.09.2020 13:00";"13.1";"741.2";"746.5";"-1.0";"93";"Wind blowing from the south";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"60.0";"12.0";"";"";"";"";"";"";
"30.09.2020 12:00";"11.9";"741.6";"746.8";"-0.9";"96";"Wind blowing from the south";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"45.0";"11.2";"7.0";"6";"";"";"";"";
"30.09.2020 11:00";"11.4";"741.7";"747.0";"-1.2";"96";"Wind blowing from the south-southeast";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"10.8";"";"";"";"";"";"";
"30.09.2020 10:00";"11.5";"742.2";"747.4";"-1.2";"95";"Wind blowing from the south-southeast";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"10.0";"10.7";"";"";"";"";"";"";
"30.09.2020 09:00";"11.4";"742.5";"747.7";"-1.6";"96";"Wind blowing from the south-southeast";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"10.8";"";"";"";"";"";"";
"30.09.2020 08:00";"10.7";"742.9";"748.2";"-1.9";"97";"Wind blowing from the south-east";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"10.3";"";"";"";"";"";"";
"30.09.2020 07:00";"10.4";"743.4";"748.7";"-2.3";"98";"Wind blowing from the south-east";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"10.1";"";"";"";"";"";"";
"30.09.2020 06:00";"10.3";"744.1";"749.4";"-2.6";"97";"Wind blowing from the east-southeast";"3";"";"";"";"Rain, not freezing, slight. ";"";"";"6.1";"";"";"";"300-600";"";"";"7.0";"9.9";"4.0";"12";"";"";"";"";
"30.09.2020 05:00";"10.1";"744.8";"750.1";"-3.0";"97";"Wind blowing from the south-east";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"9.7";"";"";"";"";"";"";
"30.09.2020 04:00";"9.5";"745.7";"751.0";"-3.2";"96";"Wind blowing from the east-southeast";"4";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"8.9";"";"";"";"";"";"";
"30.09.2020 03:00";"9.3";"746.7";"752.0";"-3.1";"94";"Wind blowing from the south-east";"5";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"600-1000";"";"";"8.0";"8.4";"";"";"";"";"";"";
"30.09.2020 02:00";"8.7";"747.8";"753.1";"-2.9";"93";"Wind blowing from the south-southeast";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"15.0";"7.6";"";"";"";"";"";"";
"30.09.2020 01:00";"8.1";"748.9";"754.3";"-2.6";"95";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"7.4";"";"";"";"";"";"";
"30.09.2020 00:00";"8.5";"742.1";"747.4";"-10.1";"87";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"6.5";"0.2";"6";"";"";"";"";
"29.09.2020 23:00";"6.9";"750.7";"756.1";"-2.0";"96";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"6.3";"";"";"";"";"";"";
"29.09.2020 22:00";"6.5";"751.5";"756.9";"-1.6";"96";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.9";"";"";"";"";"";"";
"29.09.2020 21:00";"7.0";"752.2";"757.6";"-1.4";"92";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.7";"";"";"";"";"";"";
"29.09.2020 20:00";"8.1";"752.7";"758.1";"-1.0";"88";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.2";"";"";"";"";"";"";
"29.09.2020 19:00";"9.7";"753.1";"758.5";"-1.0";"81";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.5";"";"";"";"";"";"";
"29.09.2020 18:00";"11.0";"753.6";"759.0";"-1.0";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"14.9";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.4";"0.2";"12";"";"";"";"";
"29.09.2020 17:00";"12.2";"753.7";"759.1";"-1.3";"72";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.2";"";"";"";"";"";"";
"29.09.2020 16:00";"12.9";"754.1";"759.4";"-1.3";"65";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"6.4";"";"";"";"";"";"";
"29.09.2020 15:00";"14.3";"754.6";"759.9";"-1.3";"64";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.5";"";"";"";"";"";"";
"29.09.2020 14:00";"14.4";"755.0";"760.3";"-1.3";"62";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"7.1";"";"";"";"";"";"";
"29.09.2020 13:00";"14.4";"755.4";"760.7";"-1.2";"75";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"10.0";"";"";"";"";"";"";
"29.09.2020 12:00";"13.6";"755.9";"761.2";"-0.8";"86";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"26.0";"11.3";"0.2";"6";"";"";"";"";
"29.09.2020 11:00";"9.8";"756.3";"761.7";"-0.4";"100";"Wind blowing from the south-southeast";"2";"";"";"";"Fog ";"";"";"";"";"";"";"50-100";"";"";"16.0";"9.8";"";"";"";"";"";"";
"29.09.2020 10:00";"8.4";"756.6";"762.1";"0.1";"100";"Wind blowing from the south-east";"2";"";"";"";"Shower(s) or intermittent precipitation. ";"";"";"";"";"";"";"";"";"";"0.8";"8.4";"";"";"";"";"";"";
"29.09.2020 09:00";"6.3";"756.7";"762.2";"0.5";"100";"Wind blowing from the south";"2";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"6.3";"";"";"";"";"";"";
"29.09.2020 08:00";"5.0";"756.7";"762.1";"0.7";"100";"Wind blowing from the south-southwest";"2";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"5.0";"";"";"";"";"";"";
"29.09.2020 07:00";"4.1";"756.5";"762.0";"0.7";"99";"Wind blowing from the south";"2";"";"";"";"Fog or ice fog, has become thinner during the past hour. ";"";"";"";"";"";"";"";"";"";"0.1";"4.0";"";"";"";"";"";"";
"29.09.2020 06:00";"3.8";"756.2";"761.8";"0.4";"99";"Wind blowing from the south-east";"1";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"";"";"3.7";"";"";"";"Less than  50";"";"";"0.1";"3.7";"No precipitation";"12";"";"";"";"";
"29.09.2020 05:00";"3.8";"756.0";"761.5";"0.0";"98";"Wind blowing from the east-southeast";"1";"";"";"";"Fog ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"3.5";"";"";"";"";"";"";
"29.09.2020 04:00";"4.7";"755.8";"761.3";"0.1";"98";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"6.0";"4.4";"";"";"";"";"";"";
"29.09.2020 03:00";"5.1";"755.8";"761.3";"0.2";"97";"Wind blowing from the south";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"4.7";"";"";"";"";"";"";
"29.09.2020 02:00";"6.2";"756.0";"761.4";"0.5";"96";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"5.6";"";"";"";"";"";"";
"29.09.2020 01:00";"7.4";"755.7";"761.2";"0.4";"93";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"6.4";"";"";"";"";"";"";
"29.09.2020 00:00";"7.6";"749.8";"755.2";"-5.2";"95";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"6.9";"No precipitation";"6";"";"";"";"";
"28.09.2020 23:00";"8.4";"755.5";"761.0";"1.0";"91";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"7.0";"";"";"";"";"";"";
"28.09.2020 22:00";"8.9";"755.3";"760.7";"1.0";"94";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"7.9";"";"";"";"";"";"";
"28.09.2020 21:00";"8.5";"755.0";"760.4";"1.3";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"6.8";"";"";"";"";"";"";
"28.09.2020 20:00";"10.5";"754.5";"759.9";"1.4";"86";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"24.0";"8.2";"";"";"";"";"";"";
"28.09.2020 19:00";"8.5";"754.3";"759.7";"1.6";"89";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"6.7";"";"";"";"";"";"";
"28.09.2020 18:00";"10.9";"753.7";"759.1";"1.3";"82";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"15.0";"";"";"1000-1500";"";"";"30.0";"7.9";"0.8";"12";"";"";"";"";
"28.09.2020 17:00";"13.8";"753.1";"758.5";"0.9";"73";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"9.0";"";"";"";"";"";"";
"28.09.2020 16:00";"14.8";"752.7";"757.9";"0.6";"79";"Wind blowing from the west";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"11.2";"";"";"";"";"";"";
"28.09.2020 15:00";"13.1";"752.4";"757.7";"0.5";"93";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"11.9";"";"";"";"";"";"";
"28.09.2020 14:00";"12.0";"752.2";"757.6";"0.3";"99";"Wind blowing from the north-northwest";"3";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"11.8";"";"";"";"";"";"";
"28.09.2020 13:00";"11.4";"752.1";"757.4";"0.1";"99";"Wind blowing from the north-west";"2";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"50-100";"";"";"4.6";"11.3";"";"";"";"";"";"";
"28.09.2020 12:00";"10.4";"751.9";"757.3";"0.0";"99";"Wind blowing from the south-southeast";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"10.3";"0.6";"6";"";"";"";"";
"28.09.2020 11:00";"9.2";"751.9";"757.3";"-0.5";"99";"Wind blowing from the south-southeast";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"8.0";"9.1";"";"";"";"";"";"";
"28.09.2020 10:00";"8.4";"752.0";"757.4";"-0.2";"97";"Wind blowing from the south";"2";"";"";"";"Drizzle, not freezing, moderate. ";"";"";"";"";"";"";"200-300";"";"";"2.2";"8.0";"";"";"";"";"";"";
"28.09.2020 09:00";"7.9";"751.9";"757.3";"-0.6";"95";"Wind blowing from the south-southeast";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"19.0";"7.1";"";"";"";"";"";"";
"28.09.2020 08:00";"6.6";"752.4";"757.8";"-0.3";"97";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"100-200";"";"";"18.0";"6.2";"";"";"";"";"";"";
"28.09.2020 07:00";"6.1";"752.2";"757.7";"-0.9";"97";"Wind blowing from the south-southeast";"2";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"100-200";"";"";"7.0";"5.7";"";"";"";"";"";"";
"28.09.2020 06:00";"6.1";"752.5";"757.9";"-1.2";"94";"Wind blowing from the south-east";"1";"";"";"";"Drizzle (not freezing) or snow grains. ";"";"";"5.2";"";"";"";"200-300";"";"";"8.0";"5.2";"Trace of precipitation";"12";"";"";"";"";
"28.09.2020 05:00";"6.3";"752.7";"758.2";"-1.3";"92";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"5.1";"";"";"";"";"";"";
"28.09.2020 04:00";"6.1";"753.1";"758.5";"-1.5";"93";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"28.0";"5.1";"";"";"";"";"";"";
"28.09.2020 03:00";"5.7";"753.7";"759.1";"-1.1";"95";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"4.9";"";"";"";"";"";"";
"28.09.2020 02:00";"5.6";"754.0";"759.5";"-1.0";"95";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"4.9";"";"";"";"";"";"";
"28.09.2020 01:00";"5.7";"754.6";"760.0";"-0.6";"95";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"5.0";"";"";"";"";"";"";
"28.09.2020 00:00";"8.3";"755.6";"761.0";"0.1";"94";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"19.0";"7.4";"No precipitation";"6";"";"";"";"";
"27.09.2020 23:00";"5.8";"755.0";"760.5";"-0.5";"95";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"5.1";"";"";"";"";"";"";
"27.09.2020 22:00";"5.7";"755.2";"760.7";"-0.3";"95";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"5.0";"";"";"";"";"";"";
"27.09.2020 21:00";"5.6";"755.5";"760.9";"0.0";"94";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"4.7";"";"";"";"";"";"";
"27.09.2020 20:00";"6.6";"755.5";"761.0";"-0.4";"88";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.8";"";"";"";"";"";"";
"27.09.2020 19:00";"7.0";"755.5";"760.9";"-0.5";"85";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.6";"";"";"";"";"";"";
"27.09.2020 18:00";"9.0";"755.5";"760.9";"-0.7";"78";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"14.2";"";"";"2500 or more, or no clouds.";"";"";"35.0";"5.4";"No precipitation";"12";"";"";"";"";
"27.09.2020 17:00";"11.2";"755.9";"761.3";"-0.7";"72";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.3";"";"";"";"";"";"";
"27.09.2020 16:00";"12.3";"756.0";"761.4";"-1.0";"65";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.9";"";"";"";"";"";"";
"27.09.2020 15:00";"12.9";"756.2";"761.6";"-0.8";"61";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.6";"";"";"";"";"";"";
"27.09.2020 14:00";"13.4";"756.6";"761.9";"-1.0";"59";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.4";"";"";"";"";"";"";
"27.09.2020 13:00";"12.5";"757.0";"762.3";"-1.0";"63";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.6";"";"";"";"";"";"";
"27.09.2020 12:00";"11.6";"757.0";"762.4";"-1.1";"60";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"4.0";"No precipitation";"6";"";"";"";"";
"27.09.2020 11:00";"10.3";"757.6";"763.0";"-0.8";"65";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"3.9";"";"";"";"";"";"";
"27.09.2020 10:00";"6.6";"758.0";"763.5";"-0.5";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.9";"";"";"";"";"";"";
"27.09.2020 09:00";"4.1";"758.1";"763.6";"-0.3";"94";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"3.2";"";"";"";"";"";"";
"27.09.2020 08:00";"1.6";"758.4";"764.0";"0.2";"100";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"20.0";"1.6";"";"";"";"";"";"";
"27.09.2020 07:00";"0.2";"758.5";"764.1";"-0.2";"100";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.2";"";"";"";"";"";"";
"27.09.2020 06:00";"-0.6";"758.4";"764.0";"-0.7";"99";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"-0.8";"";"";"";"2500 or more, or no clouds.";"";"";"13.0";"-0.8";"No precipitation";"12";"";"";"";"";
"27.09.2020 05:00";"0.1";"758.2";"763.9";"-1.1";"98";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"15.0";"-0.2";"";"";"";"";"";"";
"27.09.2020 04:00";"0.1";"758.7";"764.3";"-0.8";"97";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"-0.3";"";"";"";"";"";"";
"27.09.2020 03:00";"1.2";"759.1";"764.7";"-0.5";"97";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"0.8";"";"";"";"";"";"";
"27.09.2020 02:00";"1.4";"759.3";"764.9";"-0.5";"96";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.8";"";"";"";"";"";"";
"27.09.2020 01:00";"2.0";"759.5";"765.1";"0.0";"91";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"0.6";"";"";"";"";"";"";
"27.09.2020 00:00";"6.0";"754.8";"760.3";"-4.7";"94";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"5.1";"No precipitation";"6";"";"";"";"";
"26.09.2020 23:00";"3.9";"759.8";"765.3";"0.2";"87";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"1.9";"";"";"";"";"";"";
"26.09.2020 22:00";"5.7";"759.5";"765.1";"-0.1";"84";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.1";"";"";"";"";"";"";
"26.09.2020 21:00";"5.7";"759.5";"765.0";"0.1";"86";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"3.5";"";"";"";"";"";"";
"26.09.2020 20:00";"6.1";"759.6";"765.1";"0.7";"80";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"2.9";"";"";"";"";"";"";
"26.09.2020 19:00";"7.4";"759.6";"765.1";"1.1";"75";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.2";"";"";"";"";"";"";
"26.09.2020 18:00";"9.5";"759.4";"764.8";"0.9";"63";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"14.9";"";"";"2500 or more, or no clouds.";"";"";"35.0";"2.8";"No precipitation";"12";"";"";"";"";
"26.09.2020 17:00";"12.5";"758.9";"764.3";"0.5";"53";"Wind blowing from the north-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.2";"";"";"";"";"";"";
"26.09.2020 16:00";"13.6";"758.5";"763.9";"0.2";"51";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"55.0";"3.7";"";"";"";"";"";"";
"26.09.2020 15:00";"14.3";"758.5";"763.8";"0.1";"51";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"4.2";"";"";"";"";"";"";
"26.09.2020 14:00";"14.6";"758.4";"763.8";"0.2";"49";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"3.9";"";"";"";"";"";"";
"26.09.2020 13:00";"13.0";"758.3";"763.7";"0.1";"50";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"2.6";"";"";"";"";"";"";
