# Weather station Glasgow (AWS), UK, WMO_ID=3134,selection from 28.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3134&lang=en
#
"Local time in Glasgow (AWS)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.04.2020 20:00";"11.7";"760.5";"765.9";"-0.1";"55";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"2.9";"";"";"";"";"";"";
"23.04.2020 19:00";"13.7";"760.3";"765.7";"-0.6";"52";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"3.9";"";"";"";"";"";"";
"23.04.2020 18:00";"15.3";"760.3";"765.7";"-1.1";"46";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"17.9";"";"";"2500 or more, or no clouds.";"";"";"71.0";"3.6";"No precipitation";"12";"";"";"";"";
"23.04.2020 17:00";"16.7";"760.6";"765.8";"-1.2";"37";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.8";"";"";"";"";"";"";
"23.04.2020 16:00";"17.6";"760.9";"766.2";"-1.2";"35";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.7";"";"";"";"";"";"";
"23.04.2020 15:00";"17.4";"761.4";"766.6";"-1.2";"39";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"3.1";"";"";"";"";"";"";
"23.04.2020 14:00";"16.9";"761.8";"767.2";"-1.2";"43";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"4.0";"";"";"";"";"";"";
"23.04.2020 13:00";"16.8";"762.1";"767.5";"-1.3";"47";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"5.2";"";"";"";"";"";"";
"23.04.2020 12:00";"15.4";"762.6";"767.9";"-1.2";"50";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"4.9";"No precipitation";"6";"";"";"";"";
"23.04.2020 11:00";"13.9";"763.0";"768.4";"-1.1";"53";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.3";"";"";"";"";"";"";
"23.04.2020 10:00";"12.1";"763.4";"768.9";"-0.9";"68";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"6.3";"";"";"";"";"";"";
"23.04.2020 09:00";"10.2";"763.8";"769.2";"-0.7";"78";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"17.0";"6.4";"";"";"";"";"";"";
"23.04.2020 08:00";"7.8";"764.1";"769.6";"-0.2";"88";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"200-300";"";"";"11.0";"5.9";"";"";"";"";"";"";
"23.04.2020 07:00";"6.3";"764.3";"769.9";"-0.2";"97";"Wind blowing from the east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"6.0";"5.8";"";"";"";"";"";"";
"23.04.2020 06:00";"5.6";"764.5";"770.0";"-0.2";"98";"Wind blowing from the east";"3";"";"";"";"Mist. ";"";"";"3.6";"";"";"";"100-200";"";"";"6.0";"5.3";"No precipitation";"12";"";"";"";"";
"23.04.2020 05:00";"4.1";"764.3";"769.9";"-0.5";"97";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"3.7";"";"";"";"";"";"";
"23.04.2020 04:00";"4.1";"764.5";"770.1";"-0.6";"97";"Wind blowing from the west-northwest";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"3.6";"";"";"";"";"";"";
"23.04.2020 03:00";"4.8";"764.7";"770.2";"-0.4";"96";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"13.0";"4.2";"";"";"";"";"";"";
"23.04.2020 02:00";"5.2";"764.8";"770.3";"-0.3";"96";"Wind blowing from the east-northeast";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"4.6";"";"";"";"";"";"";
"23.04.2020 01:00";"6.0";"765.1";"770.7";"0.0";"95";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"5.2";"";"";"";"";"";"";
"23.04.2020 00:00";"5.9";"760.1";"765.6";"-4.8";"73";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"1.4";"No precipitation";"6";"";"";"";"";
"22.04.2020 23:00";"7.0";"765.1";"770.5";"0.3";"89";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"5.3";"";"";"";"";"";"";
"22.04.2020 22:00";"7.7";"765.1";"770.5";"0.5";"82";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"4.8";"";"";"";"";"";"";
"22.04.2020 21:00";"9.2";"764.9";"770.4";"0.5";"75";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"4.9";"";"";"";"";"";"";
"22.04.2020 20:00";"10.6";"764.8";"770.2";"0.6";"64";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.9";"";"";"";"";"";"";
"22.04.2020 19:00";"12.3";"764.6";"770.0";"0.4";"55";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"3.5";"";"";"";"";"";"";
"22.04.2020 18:00";"13.6";"764.4";"769.8";"0.0";"53";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"17.2";"";"";"2500 or more, or no clouds.";"";"";"50.0";"4.0";"No precipitation";"12";"";"";"";"";
"22.04.2020 17:00";"15.0";"764.2";"769.5";"-0.5";"48";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.0";"";"";"";"";"";"";
"22.04.2020 16:00";"16.4";"764.2";"769.6";"-0.7";"46";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.7";"";"";"";"";"";"";
"22.04.2020 15:00";"16.9";"764.4";"769.7";"-0.7";"44";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"4.6";"";"";"";"";"";"";
"22.04.2020 14:00";"16.9";"764.7";"770.0";"-0.7";"48";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"5.8";"";"";"";"";"";"";
"22.04.2020 13:00";"16.2";"764.9";"770.3";"-0.8";"50";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"5.8";"";"";"";"";"";"";
"22.04.2020 12:00";"15.6";"765.1";"770.5";"-0.8";"49";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"4.7";"No precipitation";"6";"";"";"";"";
"22.04.2020 11:00";"14.7";"765.4";"770.8";"-0.5";"56";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"5.9";"";"";"";"";"";"";
"22.04.2020 10:00";"13.4";"765.7";"771.1";"-0.1";"62";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"6.3";"";"";"";"";"";"";
"22.04.2020 09:00";"11.4";"765.9";"771.4";"0.2";"69";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"5.8";"";"";"";"";"";"";
"22.04.2020 08:00";"9.9";"765.9";"771.3";"0.1";"74";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"5.4";"";"";"";"";"";"";
"22.04.2020 07:00";"8.2";"765.8";"771.4";"0.1";"76";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.1";"";"";"";"";"";"";
"22.04.2020 06:00";"4.5";"765.7";"771.4";"0.0";"91";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"3.1";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.2";"No precipitation";"12";"";"";"";"";
"22.04.2020 05:00";"4.3";"765.8";"771.4";"0.0";"86";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"2.1";"";"";"";"";"";"";
"22.04.2020 04:00";"5.7";"765.7";"771.3";"-0.5";"82";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"2.8";"";"";"";"";"";"";
"22.04.2020 03:00";"5.1";"765.7";"771.3";"-0.4";"90";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"3.5";"";"";"";"";"";"";
"22.04.2020 02:00";"5.2";"765.8";"771.4";"-0.2";"81";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"2.2";"";"";"";"";"";"";
"22.04.2020 01:00";"6.0";"766.2";"771.7";"0.3";"81";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"3.0";"";"";"";"";"";"";
"22.04.2020 00:00";"6.8";"765.1";"770.6";"-0.7";"93";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.8";"No precipitation";"6";"";"";"";"";
"21.04.2020 23:00";"5.9";"766.0";"771.6";"0.8";"81";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"2.9";"";"";"";"";"";"";
"21.04.2020 22:00";"7.0";"765.9";"771.4";"1.3";"81";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.9";"";"";"";"";"";"";
"21.04.2020 21:00";"7.7";"765.8";"771.4";"1.5";"73";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.2";"";"";"";"";"";"";
"21.04.2020 20:00";"8.8";"765.2";"770.7";"1.1";"61";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"1.5";"";"";"";"";"";"";
"21.04.2020 19:00";"10.6";"764.6";"770.1";"0.9";"47";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"-0.2";"";"";"";"";"";"";
"21.04.2020 18:00";"12.4";"764.3";"769.7";"0.4";"47";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"15.3";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.2";"No precipitation";"12";"";"";"";"";
"21.04.2020 17:00";"13.7";"764.1";"769.4";"0.0";"49";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.0";"";"";"";"";"";"";
"21.04.2020 16:00";"14.4";"763.7";"769.0";"-0.8";"47";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"65.0";"3.1";"";"";"";"";"";"";
"21.04.2020 15:00";"14.6";"763.9";"769.2";"-0.6";"46";"Wind blowing from the east";"11";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"3.1";"";"";"";"";"";"";
"21.04.2020 14:00";"14.4";"764.1";"769.4";"-0.4";"44";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"2.3";"";"";"";"";"";"";
"21.04.2020 13:00";"15.0";"764.5";"769.8";"-0.1";"43";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"2.5";"";"";"";"";"";"";
"21.04.2020 12:00";"14.7";"764.5";"769.9";"-0.3";"49";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"4.0";"No precipitation";"6";"";"";"";"";
"21.04.2020 11:00";"14.1";"764.5";"769.9";"-0.6";"52";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.4";"";"";"";"";"";"";
"21.04.2020 10:00";"13.1";"764.6";"770.0";"-0.5";"55";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"4.1";"";"";"";"";"";"";
"21.04.2020 09:00";"12.0";"764.8";"770.2";"-0.3";"56";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"3.3";"";"";"";"";"";"";
"21.04.2020 08:00";"10.3";"765.1";"770.5";"-0.3";"60";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"2.8";"";"";"";"";"";"";
"21.04.2020 07:00";"6.7";"765.1";"770.5";"-0.3";"80";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.4";"";"";"";"";"";"";
"21.04.2020 06:00";"3.5";"765.1";"770.8";"-0.3";"95";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"1.9";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"2.7";"No precipitation";"12";"";"";"";"";
"21.04.2020 05:00";"2.8";"765.4";"770.9";"0.3";"93";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"1.8";"";"";"";"";"";"";
"21.04.2020 04:00";"2.6";"765.4";"771.1";"-0.1";"90";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"1.1";"";"";"";"";"";"";
"21.04.2020 03:00";"5.1";"765.4";"771.0";"0.1";"86";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"3.0";"";"";"";"";"";"";
"21.04.2020 02:00";"5.4";"765.1";"770.7";"-0.1";"74";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"1.1";"";"";"";"";"";"";
"21.04.2020 01:00";"5.4";"765.5";"771.1";"0.6";"79";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"2.0";"";"";"";"";"";"";
"21.04.2020 00:00";"5.6";"765.3";"770.8";"0.5";"75";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"1.5";"No precipitation";"6";"";"";"";"";
"20.04.2020 23:00";"6.0";"765.2";"770.8";"0.7";"75";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"1.9";"";"";"";"";"";"";
"20.04.2020 22:00";"6.3";"764.9";"770.5";"1.3";"74";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"1.9";"";"";"";"";"";"";
"20.04.2020 21:00";"7.3";"764.8";"770.3";"1.4";"64";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"0.9";"";"";"";"";"";"";
"20.04.2020 20:00";"8.2";"764.5";"769.9";"0.9";"60";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"0.7";"";"";"";"";"";"";
"20.04.2020 19:00";"9.9";"763.6";"769.1";"0.0";"52";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"0.3";"";"";"";"";"";"";
"20.04.2020 18:00";"11.6";"763.4";"768.9";"-0.2";"45";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"15.1";"";"";"2500 or more, or no clouds.";"";"";"71.0";"0.0";"No precipitation";"12";"";"";"";"";
"20.04.2020 17:00";"13.0";"763.6";"769.0";"-0.3";"45";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.1";"";"";"";"";"";"";
"20.04.2020 16:00";"13.5";"763.6";"769.0";"-0.5";"44";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.5";"";"";"";"";"";"";
"20.04.2020 15:00";"14.2";"763.6";"769.0";"-0.8";"41";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"1.0";"";"";"";"";"";"";
"20.04.2020 14:00";"14.3";"763.9";"769.3";"-0.9";"44";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"2.1";"";"";"";"";"";"";
"20.04.2020 13:00";"14.7";"764.1";"769.5";"-0.7";"43";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"2.3";"";"";"";"";"";"";
"20.04.2020 12:00";"14.8";"764.4";"769.8";"-0.6";"46";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"22.0";"3.1";"No precipitation";"6";"";"";"";"";
"20.04.2020 11:00";"12.6";"764.8";"770.2";"-0.2";"54";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"60.0";"3.4";"";"";"";"";"";"";
"20.04.2020 10:00";"11.6";"764.8";"770.3";"-0.2";"54";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"2.5";"";"";"";"";"";"";
"20.04.2020 09:00";"10.3";"765.0";"770.5";"0.1";"63";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.6";"";"";"";"";"";"";
"20.04.2020 08:00";"8.6";"765.0";"770.5";"0.4";"73";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"4.0";"";"";"";"";"";"";
"20.04.2020 07:00";"7.4";"765.0";"770.5";"0.2";"75";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.3";"";"";"";"";"";"";
"20.04.2020 06:00";"5.2";"764.9";"770.5";"0.3";"88";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"4.4";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"3.3";"No precipitation";"12";"";"";"";"";
"20.04.2020 05:00";"4.9";"764.6";"770.2";"0.1";"87";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"2.9";"";"";"";"";"";"";
"20.04.2020 04:00";"4.7";"764.8";"770.3";"0.3";"85";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"2.4";"";"";"";"";"";"";
"20.04.2020 03:00";"5.0";"764.6";"770.2";"0.3";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"1.0";"";"";"";"";"";"";
"20.04.2020 02:00";"5.3";"764.5";"770.1";"0.2";"75";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"1.2";"";"";"";"";"";"";
"20.04.2020 01:00";"5.6";"764.5";"770.0";"0.5";"77";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"1.9";"";"";"";"";"";"";
"20.04.2020 00:00";"5.6";"765.3";"770.8";"";"75";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"1.5";"No precipitation";"6";"";"";"";"";
"19.04.2020 23:00";"6.0";"764.3";"769.9";"1.1";"89";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"4.3";"";"";"";"";"";"";
"19.04.2020 22:00";"6.9";"764.0";"769.5";"1.5";"84";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"4.4";"";"";"";"";"";"";
"19.04.2020 21:00";"8.4";"763.4";"768.9";"1.0";"74";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.0";"";"";"";"";"";"";
"19.04.2020 20:00";"9.2";"763.2";"768.7";"1.1";"70";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"3.9";"";"";"";"";"";"";
"19.04.2020 19:00";"10.6";"762.5";"768.0";"0.2";"57";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"2.4";"";"";"";"";"";"";
"19.04.2020 18:00";"12.4";"762.4";"767.8";"0.0";"49";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"15.6";"";"";"2500 or more, or no clouds.";"";"";"70.0";"2.0";"No precipitation";"12";"";"";"";"";
"19.04.2020 17:00";"13.5";"762.1";"767.5";"-0.6";"48";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"70.0";"2.6";"";"";"";"";"";"";
"19.04.2020 16:00";"14.4";"762.3";"767.6";"-0.6";"49";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"71.0";"3.8";"";"";"";"";"";"";
"19.04.2020 15:00";"14.5";"762.4";"767.8";"-0.9";"49";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"3.9";"";"";"";"";"";"";
"19.04.2020 14:00";"15.3";"762.7";"768.0";"-1.0";"50";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"5.0";"";"";"";"";"";"";
"19.04.2020 13:00";"14.5";"762.9";"768.2";"-0.9";"52";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"4.6";"";"";"";"";"";"";
"19.04.2020 12:00";"13.5";"763.3";"768.7";"-0.3";"56";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"4.8";"No precipitation";"6";"";"";"";"";
"19.04.2020 11:00";"11.8";"763.7";"769.1";"";"60";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"4.3";"";"";"";"";"";"";
"19.04.2020 10:00";"10.6";"763.8";"769.2";"0.3";"64";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"4.1";"";"";"";"";"";"";
"19.04.2020 09:00";"8.9";"763.6";"769.1";"0.3";"71";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"3.9";"";"";"";"";"";"";
"19.04.2020 08:00";"7.9";"763.5";"769.0";"0.3";"75";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"3.6";"";"";"";"";"";"";
"19.04.2020 07:00";"5.4";"763.5";"769.0";"0.3";"90";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"3.9";"";"";"";"";"";"";
"19.04.2020 06:00";"2.3";"763.3";"768.9";"0.3";"96";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"1.2";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"1.7";"No precipitation";"12";"";"";"";"";
"19.04.2020 05:00";"2.5";"763.2";"768.8";"0.5";"96";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"1.9";"";"";"";"";"";"";
"19.04.2020 04:00";"2.1";"763.2";"768.8";"0.5";"95";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"1.4";"";"";"";"";"";"";
"19.04.2020 03:00";"1.5";"763.0";"768.6";"0.6";"92";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"0.3";"";"";"";"";"";"";
"19.04.2020 02:00";"2.2";"762.7";"768.4";"0.1";"91";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"0.9";"";"";"";"";"";"";
"19.04.2020 01:00";"2.9";"762.7";"768.3";"0.3";"86";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"0.8";"";"";"";"";"";"";
