Regions,Cases,Cumulative Cases,Deaths,Cumulative Deaths,Tests,Cumulative Tests,Meeting Friends/Family (Indoor) (Low),Meeting Friends/Family (Indoor) (Moderate),Meeting Friends/Family (Indoor) (High),Meeting Friends/Family (Outdoor) (Low),Meeting Friends/Family (Outdoor) (Moderate),Meeting Friends/Family (Outdoor) (High),Domestic Travel (Low),Domestic Travel (Moderate),Domestic Travel (High),International Travel (Low),International Travel (Moderate),International Travel (High),Cafes and Restaurants (Low),Cafes and Restaurants (Moderate),Cafes and Restaurants (High),Pubs and Bars (Low),Pubs and Bars (Moderate),Pubs and Bars (High),Sports and Leisure (Low),Sports and Leisure (Moderate),Sports and Leisure (High),School Closure,Non-Essential Shops,Hospitals/ Care and Nursing Home Visits (Low),Hospitals/ Care and Nursing Home Visits (Moderate),Hospitals/ Care and Nursing Home Visits (High),Temperature,Humidity
2,409,5384,114,1071,409,5412,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,4,3,8,0,0,2,1
2,389,5009,111,957,389,5003,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,3,7,0,0,2,1
2,385,4615,76,846,385,4614,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,3,7,0,0,2,1
2,282,4263,89,770,282,4229,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,3,7,0,0,2,1
2,269,3951,71,681,269,3947,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,3,7,0,0,1,1
2,352,3650,86,610,352,3678,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,2,7,0,0,1,1
2,372,3319,70,524,372,3326,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,7,0,0,3,2,7,0,0,1,1
2,333,2967,74,454,333,2954,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,2,6,0,0,1,1
2,322,2624,73,380,322,2621,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,2,6,0,0,1,1
2,300,2306,49,307,300,2299,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,2,6,0,0,1,1
2,209,2029,49,258,209,1999,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,2,6,0,0,1,1
2,183,1798,37,209,183,1790,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,1,6,0,0,1,1
2,243,1587,40,172,243,1607,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,2,1,6,0,0,1,1
2,216,1373,34,132,216,1364,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,1,5,0,0,1,1
2,188,1157,22,98,188,1148,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,1,5,0,0,1,1
2,165,967,22,76,165,960,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,1,5,0,0,1,1
2,194,785,13,54,194,795,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,1,5,0,0,1,1
2,90,635,13,41,90,601,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,0,5,0,0,1,1
2,78,515,9,28,78,511,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,1,0,5,0,0,1,1
2,70,435,2,19,70,433,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,1
2,57,367,5,17,57,363,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
2,74,300,3,12,74,306,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
2,38,244,2,9,38,232,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,2,1
2,24,198,2,7,24,194,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
2,35,166,2,5,35,170,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,2
2,16,141,0,3,16,135,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
2,37,112,1,3,37,119,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,1
2,18,88,0,2,18,82,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,1
2,14,65,0,2,14,64,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,2,1
2,16,49,0,2,16,50,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,2,2
2,4,38,1,2,4,34,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,1,2
2,2,30,0,1,2,30,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1
2,3,27,0,1,3,28,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
2,5,24,0,1,5,25,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
2,1,21,0,1,1,20,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
2,7,17,0,1,7,19,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
2,7,12,0,1,7,12,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,1,2
2,0,7,1,1,0,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
2,1,4,0,0,1,5,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
2,0,4,0,0,0,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
2,2,3,0,0,2,4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2
2,1,2,0,0,1,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
3,6180,587292,165,11479,6180,587564,57,48,12,57,48,3,57,15,3,57,48,0,57,12,3,57,18,3,57,12,3,51,50,57,48,0,1,2
3,8193,580713,167,11314,8193,581384,57,48,9,57,48,3,57,15,3,57,48,0,57,9,3,57,18,3,57,9,3,51,50,57,48,0,1,2
3,8920,572948,164,11147,8920,573191,57,48,9,57,48,3,57,15,3,57,48,0,57,9,3,57,18,3,57,9,3,50,50,57,48,0,1,2
3,9303,564143,182,10983,9303,564271,57,48,9,57,48,3,57,15,3,57,48,0,57,9,3,57,18,3,57,9,3,50,50,57,48,0,1,2
3,9814,554797,180,10801,9814,554968,57,48,9,57,48,3,57,12,3,57,48,0,57,9,3,57,18,3,57,9,3,50,50,57,48,0,1,2
3,11222,544684,179,10621,11222,545154,56,48,9,56,48,3,56,12,3,56,48,0,56,9,3,56,18,3,56,9,3,50,50,56,48,0,1,1
3,7460,535186,175,10442,7460,533932,56,48,9,56,48,3,56,12,3,56,48,0,56,9,3,56,18,3,56,9,3,50,49,56,48,0,1,2
3,8698,526059,169,10267,8698,526472,56,48,9,56,48,3,56,12,3,56,48,0,56,9,3,56,15,3,56,9,3,50,49,56,48,0,1,2
3,10515,517168,163,10098,10515,517774,56,48,9,56,48,3,56,12,3,56,48,0,56,9,3,56,15,3,56,9,3,49,49,56,48,0,1,2
3,12051,506747,173,9935,12051,507259,56,48,9,56,48,3,56,12,3,56,48,0,56,9,3,56,15,3,56,9,3,49,49,56,48,0,1,2
3,13475,494733,155,9762,13475,495208,56,48,9,56,48,0,56,12,0,56,48,0,56,9,9,56,15,9,56,9,9,49,49,56,48,0,1,2
3,14518,481385,172,9607,14518,481733,55,48,9,55,48,0,55,12,0,55,48,0,55,9,9,55,15,9,55,9,9,49,49,55,48,0,1,2
3,17198,466321,151,9435,17198,467215,55,45,9,55,45,0,55,12,0,55,45,0,55,9,9,55,15,9,55,9,9,49,48,55,45,0,1,2
3,13107,451380,134,9284,13107,450017,55,45,9,55,45,0,55,12,0,55,45,0,55,9,9,55,15,9,55,9,9,49,48,55,45,0,1,2
3,13619,436739,141,9150,13619,436910,55,45,9,55,45,0,55,12,0,55,45,0,55,9,0,55,15,0,55,9,0,48,48,55,45,0,1,2
3,6731,425587,129,9009,6731,423291,55,45,9,55,45,0,55,12,0,55,45,0,55,9,0,55,15,0,55,9,0,48,48,55,45,0,1,2
3,12376,414678,128,8880,12376,416560,55,45,9,55,45,0,55,12,0,55,45,0,55,9,0,55,15,0,55,9,0,48,48,55,45,0,1,2
3,17313,402538,117,8752,17313,404184,54,45,9,54,45,0,54,12,0,54,45,0,54,9,0,54,15,0,54,9,0,48,48,54,45,0,1,2
3,19869,386019,111,8635,19869,386871,54,45,9,54,45,0,54,12,0,54,45,0,54,9,0,54,15,0,54,9,0,48,47,54,45,0,1,2
3,10661,370071,100,8524,10661,367002,54,45,6,54,45,0,54,12,0,54,45,0,54,6,0,54,15,0,54,6,0,48,47,54,45,0,1,2
3,13146,355512,100,8424,13146,356341,54,45,6,54,45,0,54,12,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,1
3,11849,343627,90,8324,11849,343195,54,45,6,54,45,0,54,12,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,1
3,4325,333854,88,8234,4325,331346,54,45,6,54,45,0,54,9,0,54,45,0,54,6,0,54,15,0,54,6,0,47,47,54,45,0,1,1
3,9414,325324,62,8146,9414,327021,53,45,6,53,45,0,53,9,0,53,45,0,53,6,0,53,15,0,53,6,0,47,47,53,45,0,1,1
3,12354,316627,65,8084,12354,317607,53,45,6,53,45,0,53,9,0,53,45,0,53,6,0,53,15,0,53,6,0,47,46,53,45,0,2,2
3,13330,304927,74,8019,13330,305253,53,45,6,53,45,0,53,9,0,53,45,0,53,6,0,53,12,0,53,6,0,47,46,53,45,0,2,2
3,13222,291959,59,7945,13222,291923,53,45,6,53,45,0,53,9,0,53,45,0,53,6,0,53,12,0,53,6,0,46,46,53,45,0,2,2
3,8884,280147,52,7886,8884,278701,53,45,6,53,45,0,53,9,0,53,45,0,53,6,0,53,12,0,53,6,0,46,46,53,45,0,1,1
3,7145,270396,48,7834,7145,269817,53,45,6,53,45,0,53,9,0,53,45,0,53,6,6,53,12,6,53,6,6,46,46,53,45,0,2,1
3,10769,261464,41,7786,10769,262672,52,45,6,52,45,0,52,9,0,52,45,0,52,6,6,52,12,6,52,6,6,46,46,52,45,0,2,2
3,10128,252116,61,7745,10128,251903,52,42,6,52,42,0,52,9,0,52,42,0,52,6,6,52,12,6,52,6,6,46,45,52,42,0,2,1
3,9916,241845,29,7684,9916,241775,52,42,6,52,42,0,52,9,0,52,42,0,52,6,6,52,12,6,52,6,6,46,45,52,42,0,1,2
3,8824,232223,43,7655,8824,231859,52,42,6,52,42,0,52,9,0,52,42,0,52,6,0,52,12,0,52,6,0,45,45,52,42,0,2,2
3,8314,223205,37,7612,8314,223035,52,42,6,52,42,0,52,9,0,52,42,0,52,6,0,52,12,0,52,6,0,45,45,52,42,0,2,2
3,5498,215659,29,7575,5498,214721,52,42,6,52,42,0,52,9,0,52,42,0,52,6,0,52,12,0,52,6,0,45,45,52,42,0,1,2
3,4658,209503,42,7546,4658,209223,51,42,6,51,42,0,51,9,0,51,42,0,51,6,0,51,12,0,51,6,0,45,45,51,42,0,1,2
3,5474,204293,27,7504,5474,204565,51,42,6,51,42,0,51,9,0,51,42,0,51,6,0,51,12,0,51,6,0,45,44,51,42,0,1,2
3,4994,199251,28,7477,4994,199091,51,42,3,51,42,0,51,9,0,51,42,0,51,3,0,51,12,0,51,3,0,45,44,51,42,0,1,2
3,4414,194290,30,7449,4414,194097,51,42,3,51,42,0,51,9,0,51,42,0,51,3,0,51,12,0,51,3,0,44,44,51,42,0,1,2
3,3697,189922,34,7419,3697,189683,51,42,3,51,42,0,51,9,0,51,42,0,51,3,0,51,12,0,51,3,0,44,44,51,42,0,1,2
3,3704,185983,32,7385,3704,185986,51,42,3,51,42,0,51,6,0,51,42,0,51,3,0,51,12,0,51,3,0,44,44,51,42,0,1,2
3,2420,182710,26,7353,2420,182282,50,42,3,50,42,0,50,6,0,50,42,0,50,3,0,50,12,0,50,3,0,44,44,50,42,0,1,2
3,2273,179911,26,7327,2273,179862,50,42,3,50,42,0,50,6,0,50,42,0,50,3,0,50,12,0,50,3,0,44,43,50,42,0,1,1
3,2922,177372,33,7301,2922,177589,50,42,3,50,42,0,50,6,0,50,42,0,50,3,0,50,9,0,50,3,0,44,43,50,42,0,1,2
3,2448,174825,34,7268,2448,174667,50,42,3,50,42,0,50,6,0,50,42,0,50,3,0,50,9,0,50,3,0,43,43,50,42,0,1,2
3,2788,172105,28,7234,2788,172219,50,42,3,50,42,0,50,6,0,50,42,0,50,3,0,50,9,0,50,3,0,43,43,50,42,0,1,2
3,2448,169537,23,7206,2448,169431,50,42,3,50,42,3,50,6,3,50,42,0,50,3,3,50,9,3,50,3,3,43,43,50,42,0,1,1
3,2686,166890,24,7178,2686,166963,49,42,3,49,42,3,49,6,3,49,42,0,49,3,3,49,9,3,49,3,3,43,43,49,42,0,1,2
3,1650,164622,48,7154,1650,164277,49,39,3,49,39,3,49,6,3,49,39,0,49,3,3,49,9,3,49,3,3,43,42,49,39,0,1,2
3,1637,162631,31,7106,1637,162627,49,39,3,49,39,3,49,6,3,49,39,0,49,3,3,49,9,3,49,3,3,43,42,49,39,0,1,2
3,2195,160804,20,7075,2195,160990,49,39,3,49,39,3,49,6,3,49,39,0,49,3,3,49,9,3,49,3,3,42,42,49,39,0,1,2
3,2066,158838,28,7055,2066,158795,49,39,3,49,39,3,49,6,3,49,39,0,49,3,3,49,9,3,49,3,3,42,42,49,39,0,1,2
3,2238,156671,39,7027,2238,156729,49,39,3,49,39,3,49,6,3,49,39,0,49,3,3,49,9,3,49,3,3,42,42,49,39,0,2,2
3,2147,154521,29,6988,2147,154491,48,39,3,48,39,3,48,6,3,48,39,0,48,3,3,48,9,3,48,3,3,42,42,48,39,0,2,1
3,2386,152264,18,6959,2386,152344,48,39,3,48,39,3,48,6,3,48,39,0,48,3,3,48,9,3,48,3,3,42,41,48,39,0,1,2
3,1480,150260,29,6941,1480,149958,48,39,0,48,39,0,48,6,0,48,39,0,48,0,0,48,9,0,48,0,0,42,41,48,39,0,2,1
3,1473,148480,20,6912,1473,148478,48,39,0,48,39,0,48,6,0,48,39,0,48,0,0,48,9,0,48,0,0,41,41,48,39,0,2,1
3,2105,146794,26,6892,2105,147005,48,39,0,48,39,0,48,6,0,48,39,0,48,0,0,48,9,0,48,0,0,41,41,48,39,0,1,2
3,2179,144875,25,6866,2179,144900,48,39,0,48,39,0,48,3,0,48,39,0,48,0,0,48,9,0,48,0,0,41,41,48,39,0,1,1
3,2453,142629,20,6841,2453,142721,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,9,0,47,0,0,41,41,47,39,0,2,1
3,2554,140234,29,6821,2554,140268,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,9,0,47,0,0,41,40,47,39,0,2,1
3,3073,137541,31,6792,3073,137714,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,6,0,47,0,0,41,40,47,39,0,2,1
3,1795,135067,19,6761,1795,134641,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,6,0,47,0,0,40,40,47,39,0,2,1
3,1920,132804,21,6742,1920,132846,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,6,0,47,0,0,40,40,47,39,0,2,2
3,2690,130669,14,6721,2690,130926,47,39,0,47,39,0,47,3,0,47,39,0,47,0,0,47,6,0,47,0,0,40,40,47,39,0,2,1
3,2832,128188,19,6707,2832,128236,46,39,0,46,39,0,46,3,0,46,39,0,46,0,0,46,6,0,46,0,0,40,40,46,39,0,2,1
3,2911,125377,11,6688,2911,125404,46,36,0,46,36,0,46,3,0,46,36,0,46,0,0,46,6,0,46,0,0,40,39,46,36,0,2,2
3,2721,122556,15,6677,2721,122493,46,36,0,46,36,0,46,3,0,46,36,0,46,0,0,46,6,0,46,0,0,40,39,46,36,0,2,2
3,3077,119653,28,6662,3077,119772,46,36,0,46,36,0,46,3,0,46,36,0,46,0,0,46,6,0,46,0,0,39,39,46,36,0,2,2
3,1755,117135,20,6634,1755,116695,46,36,0,46,36,0,46,3,0,46,36,0,46,0,0,46,6,0,46,0,0,39,39,46,36,0,2,2
3,1646,114976,23,6614,1646,114940,46,36,0,46,36,0,46,3,0,46,36,0,46,0,0,46,6,0,46,0,0,39,39,46,36,0,2,2
3,2109,113139,16,6591,2109,113294,45,36,0,45,36,0,45,3,0,45,36,0,45,0,0,45,6,0,45,0,0,39,39,45,36,0,1,2
3,2087,111192,14,6575,2087,111185,45,36,0,45,36,0,45,3,0,45,36,0,45,0,0,45,6,0,45,0,0,39,38,45,36,0,1,2
3,2045,109112,16,6561,2045,109098,45,36,0,45,36,0,45,3,0,45,36,0,45,0,0,45,6,0,45,0,0,39,38,45,36,0,1,1
3,2125,107026,12,6545,2125,107053,45,36,0,45,36,0,45,3,0,45,36,0,45,0,0,45,6,0,45,0,0,38,38,45,36,0,1,1
3,2904,104668,17,6533,2904,104928,45,36,0,45,36,0,45,3,0,45,36,0,45,0,0,45,6,0,45,0,0,38,38,45,36,0,2,1
3,1202,102591,16,6516,1202,102024,45,36,0,45,36,0,45,0,0,45,36,0,45,0,0,45,6,0,45,0,0,38,38,45,36,0,2,1
3,1385,100761,6,6500,1385,100822,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,6,0,44,0,0,38,38,44,36,0,2,1
3,1870,99275,14,6494,1870,99437,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,6,0,44,0,0,38,37,44,36,0,2,2
3,2007,97521,12,6480,2007,97567,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,3,0,44,0,0,38,37,44,36,0,2,2
3,1963,95574,21,6468,1963,95560,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,3,0,44,0,0,37,37,44,36,0,2,1
3,2089,93555,15,6447,2089,93597,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,3,0,44,0,0,37,37,44,36,0,2,2
3,2522,91363,12,6432,2522,91508,44,36,0,44,36,0,44,0,0,44,36,0,44,0,0,44,3,0,44,0,0,37,37,44,36,0,2,1
3,1289,89397,11,6420,1289,88986,43,36,0,43,36,0,43,0,0,43,36,0,43,0,0,43,3,0,43,0,0,37,37,43,36,0,2,1
3,1433,87649,18,6409,1433,87697,43,33,0,43,33,0,43,0,0,43,33,0,43,0,0,43,3,0,43,0,0,37,36,43,33,0,2,1
3,2005,86073,6,6391,2005,86264,43,33,0,43,33,0,43,0,0,43,33,0,43,0,0,43,3,0,43,0,0,37,36,43,33,0,2,2
3,2173,84203,11,6385,2173,84259,43,33,0,43,33,0,43,0,0,43,33,0,43,0,0,43,3,0,43,0,0,36,36,43,33,0,2,1
3,2357,82024,15,6374,2357,82086,43,33,0,43,33,0,43,0,0,43,33,0,43,0,0,43,3,0,43,0,0,36,36,43,33,0,2,2
3,2315,79743,7,6359,2315,79729,43,33,0,43,33,0,43,0,0,43,33,0,43,0,0,43,3,0,43,0,0,36,36,43,33,0,2,1
3,2332,77408,10,6352,2332,77414,42,33,0,42,33,0,42,0,0,42,33,0,42,0,0,42,3,0,42,0,0,36,36,42,33,0,2,1
3,1294,75428,6,6342,1294,75082,42,33,0,42,33,0,42,0,0,42,33,0,42,0,0,42,3,0,42,0,0,36,35,42,33,0,2,1
3,1106,73850,4,6336,1106,73788,42,33,0,42,33,0,42,0,0,42,33,0,42,0,0,42,3,0,42,0,0,36,35,42,33,0,2,1
3,1653,72499,7,6332,1653,72682,42,33,0,42,33,0,42,0,0,42,33,0,42,0,0,42,3,0,42,0,0,35,35,42,33,0,2,1
3,1722,71006,12,6325,1722,71029,42,33,0,42,33,0,42,0,0,42,33,0,42,0,0,42,3,0,42,0,0,35,35,42,33,0,2,1
3,1622,69340,4,6313,1622,69307,42,33,0,42,33,0,42,0,0,42,33,0,42,3,0,42,3,0,42,3,0,35,35,42,33,0,2,1
3,1422,67751,5,6309,1422,67685,41,33,0,41,33,0,41,0,0,41,33,0,41,3,0,41,3,0,41,3,0,35,35,41,33,0,2,2
3,1572,66213,5,6304,1572,66263,41,33,0,41,33,0,41,0,0,41,33,0,41,3,0,41,3,0,41,3,0,35,34,41,33,0,2,2
3,741,64968,4,6299,741,64691,41,33,0,41,33,0,41,0,0,41,33,0,41,0,0,41,0,0,41,0,0,35,34,41,33,0,2,1
3,871,63906,5,6295,871,63950,41,33,0,41,33,0,41,0,0,41,33,0,41,0,0,41,0,0,41,0,0,34,34,41,33,0,2,1
3,1343,62921,7,6290,1343,63079,41,33,0,41,33,0,41,0,0,41,33,0,41,0,0,41,0,0,41,0,0,34,34,41,33,0,2,1
3,1472,61693,5,6283,1472,61736,41,33,0,41,33,0,41,0,0,41,33,0,41,0,0,41,0,0,41,0,0,34,34,41,33,0,2,1
3,1401,60287,6,6278,1401,60264,40,33,0,40,33,0,40,0,0,40,33,0,40,0,0,40,0,0,40,0,0,34,34,40,33,0,2,1
3,1168,58940,5,6272,1168,58863,40,30,0,40,30,0,40,0,0,40,30,0,40,0,0,40,0,0,40,0,0,34,33,40,30,0,2,1
3,1290,57654,9,6267,1290,57695,40,30,0,40,30,0,40,0,0,40,30,0,40,0,0,40,0,0,40,0,0,34,33,40,30,0,2,1
3,819,56562,2,6258,819,56405,40,30,0,40,30,0,40,0,0,40,30,0,40,0,0,40,0,0,40,0,0,33,33,40,30,0,2,2
3,790,55595,2,6256,790,55586,40,30,0,40,30,0,40,0,0,40,30,0,40,0,0,40,0,0,40,0,0,33,33,40,30,0,2,2
3,1036,54714,3,6254,1036,54796,40,30,0,40,30,0,40,0,0,40,30,0,40,0,0,40,0,0,40,0,0,33,33,40,30,0,2,2
3,1068,53749,5,6251,1068,53760,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,33,33,39,30,0,2,1
3,988,52718,6,6246,988,52692,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,33,32,39,30,0,2,2
3,700,51800,9,6240,700,51704,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,33,32,39,30,0,2,2
3,740,50990,4,6231,740,51004,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,32,32,39,30,0,2,1
3,528,50334,1,6227,528,50264,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,32,32,39,30,0,2,1
3,548,49729,1,6226,548,49736,39,30,0,39,30,0,39,0,0,39,30,0,39,0,0,39,0,0,39,0,0,32,32,39,30,0,2,1
3,603,49169,1,6225,603,49188,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,32,32,38,30,0,2,1
3,599,48586,2,6224,599,48585,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,32,31,38,30,0,2,1
3,656,47967,7,6222,656,47986,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,32,31,38,30,0,2,1
3,520,47375,6,6215,520,47330,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,31,31,38,30,0,2,1
3,427,46841,4,6209,427,46810,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,31,31,38,30,0,2,1
3,410,46388,4,6205,410,46383,38,30,0,38,30,0,38,0,0,38,30,0,38,0,0,38,0,0,38,0,0,31,31,38,30,0,2,1
3,339,45996,3,6201,339,45973,37,30,0,37,30,0,37,0,0,37,30,0,37,0,0,37,0,0,37,0,0,31,31,37,30,0,2,1
3,387,45618,1,6198,387,45634,37,27,0,37,27,0,37,0,0,37,27,0,37,0,0,37,0,0,37,0,0,31,30,37,27,0,2,1
3,323,45268,3,6197,323,45247,37,27,0,37,27,0,37,0,0,37,27,0,37,0,0,37,0,0,37,0,0,31,30,37,27,0,2,1
3,292,44934,2,6194,292,44924,37,27,0,37,27,0,37,0,0,37,27,0,37,0,0,37,0,0,37,0,0,30,30,37,27,0,3,1
3,269,44639,1,6192,269,44632,37,27,0,37,27,0,37,0,0,37,27,0,37,0,0,37,0,0,37,0,0,30,30,37,27,0,3,1
3,299,44353,0,6191,299,44363,37,27,0,37,27,0,37,0,0,37,27,0,37,0,0,37,0,0,37,0,0,30,30,37,27,0,2,1
3,112,44126,0,6191,112,44064,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,30,30,36,27,0,2,1
3,229,43913,0,6191,229,43952,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,30,29,36,27,0,2,1
3,332,43688,3,6191,332,43723,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,30,29,36,27,0,2,1
3,391,43371,2,6188,391,43391,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,29,29,36,27,0,2,1
3,343,43016,0,6186,343,43000,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,29,29,36,27,0,2,1
3,342,42657,0,6186,342,42657,36,27,0,36,27,0,36,0,0,36,27,0,36,0,0,36,0,0,36,0,0,29,29,36,27,0,3,1
3,463,42274,0,6186,463,42315,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,29,29,35,27,0,2,1
3,204,41938,2,6186,204,41852,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,29,28,35,27,0,2,1
3,270,41626,0,6184,270,41648,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,29,28,35,27,0,2,1
3,355,41349,0,6184,355,41378,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,28,28,35,27,0,2,1
3,347,41025,1,6184,347,41023,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,28,28,35,27,0,2,1
3,334,40680,1,6183,334,40676,35,27,0,35,27,0,35,0,0,35,27,0,35,0,0,35,0,0,35,0,0,28,28,35,27,0,2,1
3,314,40348,0,6182,314,40342,34,27,0,34,27,0,34,0,0,34,27,0,34,0,0,34,0,0,34,0,0,28,28,34,27,0,2,1
3,216,40060,1,6182,216,40028,34,24,0,34,24,0,34,0,0,34,24,0,34,0,0,34,0,0,34,0,0,28,27,34,24,0,2,1
3,133,39839,0,6181,133,39812,34,24,0,34,24,0,34,0,0,34,24,0,34,0,0,34,0,0,34,0,0,28,27,34,24,0,2,1
3,139,39677,0,6181,139,39679,34,24,0,34,24,0,34,0,0,34,24,0,34,0,0,34,0,0,34,0,0,27,27,34,24,0,2,1
3,221,39512,0,6181,221,39540,34,24,0,34,24,0,34,0,0,34,24,0,34,0,0,34,0,0,34,0,0,27,27,34,24,0,2,1
